Month,House,Gecode,Limit,OGSA,Preferred
8,14,700,3000,700,600
9,14,600,3000,600,600
10,14,700,3000,700,600
11,14,600,3000,600,600
12,14,600,3000,600,600
1,15,2468,12000,3468,3400
2,15,2468,12000,2468,3400
3,15,2468,12000,3400,3400
4,15,2468,12000,3468,3400
5,15,3400,12000,3468,3400
6,15,2468,12000,3468,3400
7,15,3400,12000,3400,3400
8,15,3468,12000,3468,3400
9,15,2468,12000,3468,3400
10,15,2468,12000,3468,3400
11,15,2468,12000,3468,3400
12,15,2468,12000,3400,3400
1,16,2400,12000,2400,2411
2,16,2400,12000,2400,2411
3,16,2400,12000,2400,2411
4,16,2400,12000,2400,2411
5,16,2400,12000,2400,2411
6,16,2400,12000,2400,2411
7,16,2400,12000,2400,2411
8,16,2400,12000,2472,2411
9,16,2472,12000,2472,2411
10,16,2400,12000,2400,2411
11,16,2400,12000,2400,2411
12,16,2400,12000,2400,2411
1,17,300,1500,300,300
2,17,300,1500,300,300
3,17,300,1500,300,300
4,17,300,1500,300,300
5,17,300,1500,300,300
6,17,300,1500,300,300
7,17,300,1500,300,300
8,17,300,1500,300,300
9,17,300,1500,300,300
10,17,300,1500,300,300
11,17,300,1500,300,300
12,17,300,1500,300,300
1,18,4000,20000,4000,4000
2,18,4000,20000,4000,4000
3,18,4000,20000,4000,4000
4,18,4000,20000,4000,4000
5,18,4000,20000,4000,4000
6,18,4000,20000,4000,4000
7,18,4000,20000,4000,4000
8,18,4000,20000,4000,4000
9,18,5715,20000,5835,4000
10,18,4000,20000,4000,4000
11,18,4000,20000,4000,4000
12,18,4000,20000,4000,4000
1,19,1200,6000,1200,1200
2,19,1200,6000,1200,1200
3,19,1200,6000,1200,1200
4,19,1200,6000,1200,1200
5,19,1200,6000,1200,1200
6,19,1200,6000,1200,1200
7,19,1200,6000,1200,1200
8,19,1200,6000,1200,1200
9,19,1200,6000,1200,1200
10,19,1200,6000,1200,1200
11,19,1200,6000,1200,1200
12,19,1200,6000,1200,1200
1,20,2000,10000,2000,2000
2,20,3000,10000,3000,2000
3,20,2000,10000,2000,2000
4,20,2000,10000,2000,2000
5,20,2000,10000,2000,2000
6,20,2000,10000,2000,2000
7,20,2000,10000,2000,2000
8,20,2000,10000,2000,2000
9,20,2000,10000,2000,2000
10,20,2000,10000,2000,2000
11,20,2000,10000,2000,2000
12,20,2000,10000,2000,2000
1,21,3650,18000,3650,3650
2,21,3600,18000,3600,3650
3,21,3650,18000,3650,3650
4,21,3650,18000,3650,3650
5,21,6000,18000,6000,3650
6,21,6000,18000,6000,3650
7,21,6000,18000,6000,3650
8,21,6000,18000,6000,3650
9,21,3600,18000,3600,3650
10,21,3650,18000,3650,3650
11,21,3650,18000,3650,3650
12,21,3650,18000,3650,3650
1,22,6072,30000,6072,6000
2,22,6000,30000,6000,6000
3,22,6072,30000,6072,6000
4,22,6072,30000,6072,6000
5,22,6210,30000,6210,6000
6,22,6210,30000,6210,6000
7,22,6210,30000,6210,6000
8,22,6210,30000,6210,6000
9,22,6000,30000,6000,6000
10,22,6072,30000,6072,6000
11,22,6072,30000,6072,6000
12,22,6072,30000,6072,6000
1,23,3500,17500,3500,3500
2,23,3500,17500,3500,3500
3,23,3500,17500,3500,3500
4,23,3500,17500,3500,3500
5,23,3500,17500,3500,3500
6,23,3500,17500,3500,3500
7,23,3500,17500,3500,3500
8,23,3500,17500,3500,3500
9,23,3500,17500,3500,3500
10,23,3500,17500,3500,3500
11,23,3500,17500,3500,3500
12,23,3500,17500,3500,3500
1,24,1200,6000,1200,1200
2,24,1200,6000,1200,1200
3,24,1200,6000,1200,1200
4,24,1200,6000,1200,1200
5,24,1200,6000,1200,1200
6,24,1200,6000,1200,1200
7,24,1200,6000,1200,1200
8,24,1200,6000,1200,1200
9,24,1200,6000,1200,1200
10,24,1200,6000,1200,1200
11,24,1200,6000,1200,1200
12,24,1200,6000,1200,1200
1,25,3000,12000,3000,3000
2,25,3000,12000,3000,3000
3,25,3000,12000,3000,3000
4,25,3000,12000,3000,3000
5,25,3000,12000,3000,3000
6,25,3056,12000,3056,3000
7,25,2400,12000,2400,3000
8,25,2400,12000,2400,3000
9,25,3056,12000,3056,3000
10,25,2400,12000,2400,3000
11,25,3000,12000,3000,3000
12,25,3000,12000,3000,3000
1,26,2220,11000,2220,2200
2,26,2200,11000,2220,2200
3,26,2220,11000,2220,2200
4,26,2200,11000,2200,2200
5,26,2200,11000,2200,2200
6,26,2200,11000,2200,2200
7,26,2200,11000,2200,2200
8,26,2200,11000,2200,2200
9,26,2200,11000,2211,2200
10,26,2200,11000,2200,2200
11,26,2220,11000,2220,2200
12,26,2220,11000,2220,2200
1,27,6000,30000,6000,6000
2,27,6000,30000,6000,6000
3,27,6000,30000,6000,6000
4,27,6000,30000,6000,6000
5,27,6000,30000,6000,6000
6,27,6000,30000,6000,6000
7,27,6000,30000,6000,6000
8,27,6000,30000,6000,6000
9,27,6000,30000,6000,6000
10,27,6000,30000,6000,6000
11,27,6000,30000,6000,6000
12,27,6000,30000,6000,6000
1,28,2400,12000,2400,2400
2,28,2400,12000,2400,2400
3,28,2400,12000,2400,2400
4,28,2400,12000,2400,2400
5,28,2400,12000,2400,2400
6,28,2400,12000,2400,2400
7,28,2400,12000,2400,2400
8,28,2400,12000,2400,2400
9,28,2400,12000,2400,2400
10,28,2400,12000,2400,2400
11,28,2400,12000,2400,2400
12,28,2400,12000,2400,2400
1,29,7900,30000,7900,6000
2,29,7900,30000,7900,6000
3,29,6000,30000,6000,6000
4,29,7900,30000,7900,6000
5,29,6700,30000,6700,6000
6,29,7900,30000,7900,6000
7,29,7900,30000,7900,6000
8,29,7900,30000,7900,6000
9,29,6000,30000,6000,6000
10,29,6000,30000,6000,6000
11,29,6000,30000,6000,6000
12,29,7900,30000,7900,6000
1,30,6000,30000,6000,6000
2,30,6000,30000,6000,6000
3,30,6000,30000,6000,6000
4,30,6000,30000,6000,6000
5,30,6000,30000,6000,6000
6,30,6000,30000,6000,6000
7,30,6000,30000,6000,6000
8,30,6000,30000,6000,6000
9,30,8400,30000,6000,6000
10,30,6500,30000,6500,6000
11,30,6000,30000,6000,6000
12,30,6000,30000,6000,6000
1,31,7200,30000,7200,6000
2,31,7200,30000,7200,6000
3,31,6000,30000,6000,6000
4,31,6000,30000,6000,6000
5,31,7200,30000,7200,6000
6,31,6000,30000,6000,6000
7,31,7200,30000,7200,6000
8,31,7200,30000,7200,6000
9,31,6000,30000,6000,6000
10,31,6000,30000,6000,6000
11,31,6000,30000,6000,6000
12,31,7200,30000,7200,6000
1,32,5900,17500,5900,3500
2,32,4500,17500,4500,3500
3,32,5900,17500,6900,3500
4,32,6900,17500,6900,3500
5,32,6900,17500,6900,3500
6,32,6900,17500,6900,3500
7,32,5900,17500,6900,3500
8,32,6900,17500,6900,3500
9,32,6900,17500,6900,3500
10,32,6900,17500,6900,3500
11,32,5900,17500,5900,3500
12,32,5900,17500,5900,3500
1,33,5000,25000,5000,5000
2,33,5000,25000,5000,5000
3,33,5000,25000,5000,5000
4,33,5000,25000,5000,5000
5,33,5000,25000,5000,5000
6,33,5000,25000,5000,5000
7,33,5000,25000,5000,5000
8,33,7311,25000,7311,5000
9,33,5000,25000,5000,5000
10,33,5000,25000,5000,5000
11,33,5000,25000,5000,5000
12,33,5000,25000,5000,5000
1,34,2400,12000,2400,2400
2,34,3300,12000,3300,2400
3,34,3300,12000,3300,2400
4,34,2400,12000,3300,2400
5,34,2400,12000,3300,2400
6,34,2400,12000,3300,2400
7,34,3600,12000,3300,2400
8,34,2400,12000,3300,2400
9,34,2400,12000,3300,2400
10,34,3300,12000,2400,2400
11,34,3300,12000,3300,2400
12,34,3300,12000,3300,2400
1,35,1700,8500,1700,1700
2,35,1700,8500,1700,1700
3,35,1700,8500,1700,1700
4,35,2700,8500,2700,1700
5,35,2700,8500,2700,1700
6,35,2700,8500,2700,1700
7,35,2700,8500,2700,1700
8,35,2700,8500,2700,1700
9,35,2700,8500,2700,1700
10,35,2700,8500,2700,1700
11,35,1700,8500,1700,1700
12,35,2700,8500,2700,1700
1,36,2400,12000,2400,2400
2,36,2400,12000,2400,2400
3,36,2400,12000,2400,2400
4,36,2400,12000,2400,2400
5,36,2400,12000,2400,2400
6,36,2400,12000,2400,2400
7,36,2400,12000,2400,2400
8,36,2400,12000,2400,2400
9,36,2400,12000,2400,2400
10,36,2400,12000,2400,2400
11,36,2400,12000,2400,2400
12,36,2400,12000,2400,2400
1,37,3600,18000,3600,3600
2,37,3600,18000,3600,3600
3,37,3600,18000,3600,3600
4,37,3600,18000,3600,3600
5,37,3600,18000,3600,3600
6,37,3600,18000,3600,3600
7,37,3600,18000,3600,3600
8,37,3600,18000,3600,3600
9,37,3600,18000,3600,3600
10,37,3600,18000,3600,3600
11,37,3600,18000,3600,3600
12,37,3600,18000,3600,3600
1,38,2400,12000,2400,2400
2,38,2400,12000,2400,2400
3,38,2400,12000,2400,2400
4,38,2400,12000,2400,2400
5,38,2400,12000,2400,2400
6,38,2400,12000,2400,2400
7,38,2400,12000,2400,2400
8,38,2400,12000,2400,2400
9,38,2400,12000,2400,2400
10,38,2400,12000,2400,2400
11,38,2400,12000,2400,2400
12,38,2400,12000,2400,2400
1,39,2180,10500,2180,2100
2,39,2100,10500,2100,2100
3,39,2100,10500,2100,2100
4,39,2100,10500,2100,2100
5,39,2100,10500,2100,2100
6,39,2180,10500,2180,2100
7,39,2100,10500,2100,2100
8,39,2100,10500,2100,2100
9,39,2100,10500,2100,2100
10,39,2100,10500,2100,2100
11,39,2180,10500,2180,2100
12,39,2100,10500,2100,2100
1,40,2100,6000,1200,1215
2,40,1215,6000,1200,1215
3,40,1215,6000,1200,1215
4,40,1215,6000,1200,1215
5,40,1215,6000,2100,1215
6,40,1215,6000,2100,1215
7,40,1200,6000,2100,1215
8,40,1200,6000,2100,1215
9,40,1215,6000,2100,1215
10,40,1215,6000,2100,1215
11,40,1215,6000,2100,1215
12,40,1215,6000,2100,1215
1,41,6000,30000,6000,6000
2,41,6000,30000,6000,6000
3,41,6000,30000,6000,6000
4,41,6000,30000,6000,6000
5,41,6000,30000,7200,6000
6,41,6000,30000,6000,6000
7,41,6000,30000,7000,6000
8,41,6000,30000,7200,6000
9,41,6000,30000,7200,6000
10,41,6000,30000,7200,6000
11,41,6000,30000,6000,6000
12,41,6000,30000,6000,6000
1,42,11000,30000,11000,6000
2,42,6000,30000,6000,6000
3,42,11000,30000,11000,6000
4,42,11000,30000,11000,6000
5,42,11000,30000,11000,6000
6,42,11000,30000,11000,6000
7,42,11000,30000,11000,6000
8,42,11000,30000,11000,6000
9,42,11000,30000,11000,6000
10,42,11000,30000,11000,6000
11,42,11000,30000,11000,6000
12,42,11000,30000,11000,6000
1,43,2100,7500,2100,2100
2,43,2100,7500,2100,2100
3,43,2100,7500,2100,2100
4,43,3100,7500,3100,2100
5,43,2100,7500,2100,2100
6,43,3100,7500,3100,2100
7,43,1900,7500,1900,2100
8,43,3100,7500,3100,2100
9,43,3100,7500,3100,2100
10,43,3100,7500,3100,2100
11,43,1500,7500,1500,2100
12,43,2100,7500,2100,2100
1,44,210,1050,210,210
2,44,210,1050,210,210
3,44,210,1050,210,210
4,44,210,1050,210,210
5,44,210,1050,210,210
6,44,210,1050,210,210
7,44,210,1050,210,210
8,44,210,1050,210,210
9,44,210,1050,210,210
10,44,210,1050,210,210
11,44,210,1050,210,210
12,44,210,1050,210,210
1,45,6000,30000,6000,6000
2,45,6000,30000,6000,6000
3,45,6000,30000,6000,6000
4,45,6000,30000,6000,6000
5,45,6000,30000,6000,6000
6,45,6000,30000,6000,6000
7,45,6000,30000,6000,6000
8,45,6000,30000,6000,6000
9,45,6000,30000,6000,6000
10,45,6000,30000,6000,6000
11,45,6000,30000,6000,6000
12,45,6000,30000,6000,6000
1,46,2400,12000,2400,2400
2,46,2400,12000,2400,2400
3,46,2400,12000,2400,2400
4,46,2400,12000,2400,2400
5,46,2400,12000,2400,2400
6,46,4800,12000,4800,2400
7,46,2400,12000,2400,2400
8,46,2400,12000,2400,2400
9,46,2400,12000,2400,2400
10,46,2400,12000,2400,2400
11,46,2400,12000,2400,2400
12,46,2400,12000,2400,2400
1,47,2000,10000,2000,2000
2,47,2000,10000,2000,2000
3,47,2000,10000,2000,2000
4,47,2700,10000,2700,2000
5,47,2700,10000,2700,2000
6,47,2700,10000,2700,2000
7,47,2700,10000,2700,2000
8,47,2700,10000,2700,2000
9,47,2000,10000,2000,2000
10,47,2000,10000,2000,2000
11,47,2000,10000,2000,2000
12,47,2700,10000,2700,2000
1,48,1200,6000,1200,1200
2,48,1200,6000,1200,1200
3,48,1200,6000,1200,1200
4,48,1200,6000,1200,1200
5,48,1200,6000,1200,1200
6,48,1200,6000,1200,1200
7,48,1200,6000,1200,1200
8,48,1200,6000,1200,1200
9,48,1410,6000,1410,1200
10,48,1200,6000,1200,1200
11,48,1200,6000,1200,1200
12,48,1200,6000,1200,1200
1,49,1200,6000,1200,1200
2,49,1200,6000,1200,1200
3,49,1200,6000,1200,1200
4,49,1200,6000,1200,1200
5,49,1200,6000,1200,1200
6,49,1200,6000,1200,1200
7,49,1200,6000,1200,1200
8,49,1200,6000,1200,1200
9,49,1200,6000,1200,1200
10,49,1200,6000,1200,1200
11,49,1200,6000,1200,1200
12,49,1200,6000,1200,1200
1,50,5000,25000,8600,5000
2,50,7400,25000,7400,5000
3,50,5000,25000,8600,5000
4,50,8600,25000,8600,5000
5,50,8600,25000,8600,5000
6,50,8600,25000,8600,5000
7,50,5000,25000,7400,5000
8,50,8600,25000,8600,5000
9,50,8600,25000,8600,5000
10,50,8600,25000,8600,5000
11,50,5000,25000,8600,5000
12,50,5000,25000,8600,5000
1,51,1200,6000,1200,1200
2,51,1200,6000,1200,1200
3,51,1200,6000,1200,1200
4,51,1200,6000,1200,1200
5,51,1200,6000,1200,1200
6,51,1200,6000,1200,1200
7,51,1200,6000,1200,1200
8,51,1200,6000,1200,1200
9,51,1200,6000,1200,1200
10,51,1200,6000,1200,1200
11,51,1200,6000,1200,1200
12,51,1200,6000,1200,1200
1,52,1200,6000,1200,1200
2,52,1200,6000,1200,1200
3,52,1200,6000,1200,1200
4,52,1200,6000,1200,1200
5,52,1200,6000,1200,1200
6,52,1200,6000,1200,1200
7,52,1200,6000,1200,1200
8,52,1200,6000,1200,1200
9,52,1200,6000,1200,1200
10,52,1200,6000,1200,1200
11,52,1200,6000,1200,1200
12,52,1200,6000,1200,1200
1,53,1200,6000,1200,1200
2,53,1200,6000,1200,1200
3,53,1200,6000,1200,1200
4,53,1200,6000,1200,1200
5,53,1200,6000,1200,1200
6,53,1200,6000,1200,1200
7,53,1200,6000,1200,1200
8,53,1200,6000,1200,1200
9,53,1200,6000,2400,1200
10,53,1200,6000,1200,1200
11,53,1200,6000,1200,1200
12,53,1200,6000,1200,1200
1,54,3600,18000,3600,3600
2,54,3600,18000,3600,3600
3,54,3600,18000,3600,3600
4,54,3600,18000,3600,3600
5,54,3600,18000,3600,3600
6,54,3600,18000,3600,3600
7,54,3600,18000,3600,3600
8,54,3600,18000,3600,3600
9,54,3600,18000,3600,3600
10,54,3600,18000,3600,3600
11,54,3600,18000,3600,3600
12,54,3600,18000,3600,3600
1,55,700,3500,700,700
2,55,700,3500,700,700
3,55,700,3500,700,700
4,55,700,3500,700,700
5,55,700,3500,700,700
6,55,700,3500,762,700
7,55,700,3500,700,700
8,55,700,3500,762,700
9,55,762,3500,762,700
10,55,700,3500,700,700
11,55,700,3500,1200,700
12,55,700,3500,700,700
1,56,1275,6000,1200,1200
2,56,1575,6000,1575,1200
3,56,1275,6000,1275,1200
4,56,1275,6000,1275,1200
5,56,1275,6000,1275,1200
6,56,1275,6000,1275,1200
7,56,1275,6000,1200,1200
8,56,1275,6000,1275,1200
9,56,1275,6000,1275,1200
10,56,1275,6000,1275,1200
11,56,1275,6000,1275,1200
12,56,1275,6000,1275,1200
1,57,2400,12000,2400,2400
2,57,2400,12000,2400,2400
3,57,2400,12000,2400,2400
4,57,2400,12000,2400,2400
5,57,2400,12000,2400,2400
6,57,2400,12000,2400,2400
7,57,2400,12000,2400,2400
8,57,3500,12000,3500,2400
9,57,3500,12000,3500,2400
10,57,2400,12000,2400,2400
11,57,2400,12000,2400,2400
12,57,2400,12000,2400,2400
1,58,6000,30000,6000,6000
2,58,6000,30000,6000,6000
3,58,6000,30000,6000,6000
4,58,6000,30000,6000,6000
5,58,6000,30000,6000,6000
6,58,6000,30000,6000,6000
7,58,6000,30000,6000,6000
8,58,6000,30000,6000,6000
9,58,6000,30000,6000,6000
10,58,6000,30000,6000,6000
11,58,6000,30000,6000,6000
12,58,6000,30000,6000,6000
1,59,300,1500,300,300
2,59,300,1500,300,300
3,59,300,1500,300,300
4,59,300,1500,300,300
5,59,420,1500,300,300
6,59,300,1500,300,300
7,59,300,1500,300,300
8,59,420,1500,420,300
9,59,420,1500,420,300
10,59,420,1500,420,300
11,59,300,1500,300,300
12,59,338,1500,338,300
1,60,2001,10000,2001,2001
2,60,2200,10000,2200,2001
3,60,2001,10000,2001,2001
4,60,2001,10000,2001,2001
5,60,2200,10000,2200,2001
6,60,2001,10000,2001,2001
7,60,2200,10000,2200,2001
8,60,2001,10000,2000,2001
9,60,2001,10000,2001,2001
10,60,2200,10000,2200,2001
11,60,2200,10000,2200,2001
12,60,2001,10000,2001,2001
1,61,1100,5500,1101,1172
2,61,1100,5500,1100,1172
3,61,1100,5500,1100,1172
4,61,1100,5500,1100,1172
5,61,1100,5500,1101,1172
6,61,1101,5500,1100,1172
7,61,1100,5500,1100,1172
8,61,1100,5500,1101,1172
9,61,1100,5500,1101,1172
10,61,1100,5500,1100,1172
11,61,1100,5500,1100,1172
12,61,1100,5500,1100,1172
1,62,2400,12000,2400,3200
2,62,2550,12000,2550,3200
3,62,2550,12000,2550,3200
4,62,3050,12000,3050,3200
5,62,3050,12000,3050,3200
6,62,3050,12000,3050,3200
7,62,2400,12000,2400,3200
8,62,3050,12000,3050,3200
9,62,3050,12000,3050,3200
10,62,2400,12000,2400,3200
11,62,3050,12000,3050,3200
12,62,2400,12000,2400,3200
1,63,2400,12000,2400,2400
2,63,2400,12000,2400,2400
3,63,2400,12000,2400,2400
4,63,2400,12000,2400,2400
5,63,2400,12000,2400,2400
6,63,2400,12000,2400,2400
7,63,2400,12000,2400,2400
8,63,2400,12000,2400,2400
9,63,2400,12000,2400,2400
10,63,2400,12000,2400,2400
11,63,2400,12000,2400,2400
12,63,2400,12000,2400,2400
1,64,5000,25000,5000,5000
2,64,5000,25000,5000,5000
3,64,5000,25000,5000,5000
4,64,5000,25000,5000,5000
5,64,5000,25000,5000,5000
6,64,5000,25000,5000,5000
7,64,5000,25000,5000,5000
8,64,5000,25000,5000,5000
9,64,5000,25000,5000,5000
10,64,5011,25000,5000,5000
11,64,5000,25000,5000,5000
12,64,5011,25000,5000,5000
1,65,1000,5000,1000,1000
2,65,1000,5000,1000,1000
3,65,1000,5000,1000,1000
4,65,1000,5000,1000,1000
5,65,1000,5000,1000,1000
6,65,1000,5000,1000,1000
7,65,1000,5000,1000,1000
8,65,1000,5000,1000,1000
9,65,1000,5000,1000,1000
10,65,1000,5000,1000,1000
11,65,1000,5000,1000,1000
12,65,1000,5000,1000,1000
1,66,5000,25000,7200,5000
2,66,7262,25000,7262,5000
3,66,5062,25000,7200,5000
4,66,7262,25000,7262,5000
5,66,7262,25000,7262,5000
6,66,7262,25000,7262,5000
7,66,5062,25000,7262,5000
8,66,7262,25000,7262,5000
9,66,7262,25000,7262,5000
10,66,7262,25000,7262,5000
11,66,5000,25000,5000,5000
12,66,5062,25000,7200,5000
1,67,2400,12000,2400,2400
2,67,2400,12000,2400,2400
3,67,2400,12000,2400,2400
4,67,2400,12000,2400,2400
5,67,2400,12000,2400,2400
6,67,2450,12000,2450,2400
7,67,2400,12000,2400,2400
8,67,2450,12000,2450,2400
9,67,2400,12000,2400,2400
10,67,2400,12000,2400,2400
11,67,2400,12000,2400,2400
12,67,2400,12000,2400,2400
1,68,5000,25000,5000,5000
2,68,6000,25000,6000,5000
3,68,5350,25000,5350,5000
4,68,5000,25000,5000,5000
5,68,5000,25000,5000,5000
6,68,5000,25000,5000,5000
7,68,5000,25000,5000,5000
8,68,5000,25000,5000,5000
9,68,5000,25000,5000,5000
10,68,6000,25000,6000,5000
11,68,5350,25000,5350,5000
12,68,5000,25000,5000,5000
1,69,6000,30000,6000,6000
2,69,6000,30000,6000,6000
3,69,6000,30000,6000,6000
4,69,6000,30000,6000,6000
5,69,6000,30000,6000,6000
6,69,6000,30000,6000,6000
7,69,6000,30000,6000,6000
8,69,6000,30000,6000,6000
9,69,6000,30000,6000,6000
10,69,6000,30000,6000,6000
11,69,6000,30000,6000,6000
12,69,6000,30000,6000,6000
1,70,2150,10500,2150,2115
2,70,2100,10500,2100,2115
3,70,2100,10500,2100,2115
4,70,2100,10500,2100,2115
5,70,2100,10500,2100,2115
6,70,2100,10500,2100,2115
7,70,2100,10500,2100,2115
8,70,2100,10500,2100,2115
9,70,2100,10500,2100,2115
10,70,2100,10500,2100,2115
11,70,2100,10500,2100,2115
12,70,2100,10500,2100,2115
1,71,3500,11500,2300,2300
2,71,3500,11500,2300,2300
3,71,3500,11500,2300,2300
4,71,3500,11500,2300,2300
5,71,2300,11500,2300,2300
6,71,3500,11500,2300,2300
7,71,3500,11500,2300,2300
8,71,3500,11500,2300,2300
9,71,2300,11500,2300,2300
10,71,3500,11500,2300,2300
11,71,3500,11500,2300,2300
12,71,3500,11500,2300,2300
1,72,2400,12000,2400,2400
2,72,2400,12000,2400,2400
3,72,2400,12000,2400,2400
4,72,2400,12000,2400,2400
5,72,2400,12000,2400,2400
6,72,2462,12000,2400,2400
7,72,2462,12000,2400,2400
8,72,2400,12000,2400,2400
9,72,2400,12000,2462,2400
10,72,2462,12000,2462,2400
11,72,2462,12000,2400,2400
12,72,2462,12000,2400,2400
1,73,6000,30000,6000,6000
2,73,6000,30000,6000,6000
3,73,6000,30000,6000,6000
4,73,6000,30000,6000,6000
5,73,6000,30000,6000,6000
6,73,6000,30000,6000,6000
7,73,6000,30000,6000,6000
8,73,6000,30000,6000,6000
9,73,6000,30000,6000,6000
10,73,6000,30000,6000,6000
11,73,6000,30000,6000,6000
12,73,6000,30000,6000,6000
1,74,4250,18000,4250,4322
2,74,5450,18000,5450,4322
3,74,4250,18000,4250,4322
4,74,5450,18000,5450,4322
5,74,5450,18000,5450,4322
6,74,5450,18000,5450,4322
7,74,5450,18000,5450,4322
8,74,5450,18000,5450,4322
9,74,4250,18000,4250,4322
