Month,House,Gecode,Limit,OGSA,Preferred
2,11,2400,12000,2400,2400
3,11,2400,12000,2400,2400
4,11,2400,12000,2400,2400
5,11,2400,12000,2400,2400
6,11,2400,12000,2400,2400
7,11,2400,12000,2400,2400
8,11,2400,12000,2400,2400
9,11,2400,12000,2400,2400
10,11,3300,12000,3300,2400
11,11,2400,12000,2400,2400
12,11,2400,12000,2400,2400
1,12,5100,12000,5100,2400
2,12,3000,12000,3000,2400
3,12,3000,12000,3000,2400
4,12,5100,12000,5100,2400
5,12,2400,12000,2400,2400
6,12,2400,12000,2400,2400
7,12,3300,12000,3300,2400
8,12,4500,12000,4500,2400
9,12,4500,12000,4500,2400
10,12,3000,12000,3000,2400
11,12,4500,12000,4500,2400
12,12,3000,12000,3000,2400
1,13,1900,6000,1900,1900
2,13,1900,6000,1900,1900
3,13,1900,6000,1900,1900
4,13,1900,6000,1900,1900
5,13,1900,6000,1900,1900
6,13,1300,6000,1200,1900
7,13,1900,6000,1900,1900
8,13,1900,6000,1900,1900
9,13,1900,6000,1900,1900
10,13,1900,6000,1900,1900
11,13,2000,6000,1900,1900
12,13,1900,6000,1900,1900
1,14,6000,30000,6004,6004
2,14,6004,30000,6004,6004
3,14,6004,30000,6004,6004
4,14,6004,30000,6004,6004
5,14,6004,30000,6004,6004
6,14,6004,30000,6004,6004
7,14,6004,30000,6004,6004
8,14,6004,30000,6004,6004
9,14,6004,30000,6004,6004
10,14,6004,30000,6004,6004
11,14,6004,30000,6004,6004
12,14,6004,30000,6004,6004
1,15,2400,12000,2400,2400
2,15,2400,12000,2400,2400
3,15,2400,12000,2400,2400
4,15,2400,12000,2400,2400
5,15,2400,12000,2400,2400
6,15,2400,12000,2400,2400
7,15,2400,12000,2400,2400
8,15,2400,12000,2400,2400
9,15,2400,12000,2400,2400
10,15,2400,12000,2400,2400
11,15,2400,12000,2400,2400
12,15,2400,12000,2400,2400
1,16,1300,6000,1268,1200
2,16,1300,6000,1200,1200
3,16,1300,6000,1200,1200
4,16,1200,6000,1200,1200
5,16,1200,6000,1200,1200
6,16,1200,6000,1200,1200
7,16,1200,6000,1200,1200
8,16,1200,6000,1200,1200
9,16,1200,6000,1200,1200
10,16,1200,6000,1200,1200
11,16,1200,6000,1200,1200
12,16,1300,6000,1200,1200
1,17,3200,11000,2200,2200
2,17,2900,11000,2900,2200
3,17,2200,11000,3100,2200
4,17,2200,11000,2200,2200
5,17,2200,11000,2200,2200
6,17,2200,11000,2200,2200
7,17,2200,11000,2200,2200
8,17,2200,11000,2200,2200
9,17,3100,11000,2200,2200
10,17,3200,11000,3200,2200
11,17,3100,11000,3100,2200
12,17,2200,11000,3200,2200
1,18,2400,6000,2400,2400
2,18,2300,6000,1200,2400
3,18,1200,6000,1200,2400
4,18,1200,6000,1200,2400
5,18,2400,6000,2400,2400
6,18,3500,6000,3500,2400
7,18,2300,6000,2300,2400
8,18,2400,6000,2400,2400
9,18,3500,6000,3500,2400
10,18,1200,6000,1200,2400
11,18,2400,6000,3500,2400
12,18,1200,6000,1200,2400
1,19,3600,18000,3600,3604
2,19,3600,18000,3600,3604
3,19,3604,18000,3604,3604
4,19,3600,18000,3600,3604
5,19,3600,18000,3600,3604
6,19,3600,18000,3600,3604
7,19,3600,18000,3600,3604
8,19,3600,18000,3600,3604
9,19,4004,18000,4004,3604
10,19,3600,18000,3600,3604
11,19,3604,18000,3604,3604
12,19,3600,18000,3600,3604
1,20,600,3000,600,600
2,20,600,3000,600,600
3,20,600,3000,600,600
4,20,600,3000,600,600
5,20,600,3000,600,600
6,20,600,3000,600,600
7,20,600,3000,600,600
8,20,600,3000,600,600
9,20,600,3000,600,600
10,20,600,3000,600,600
11,20,600,3000,600,600
12,20,600,3000,600,600
1,21,1200,6000,1200,1200
2,21,1215,6000,1215,1200
3,21,1200,6000,1200,1200
4,21,1215,6000,1215,1200
5,21,1215,6000,1215,1200
6,21,1200,6000,1200,1200
7,21,1215,6000,1215,1200
8,21,1215,6000,1215,1200
9,21,1200,6000,1200,1200
10,21,1215,6000,1215,1200
11,21,1200,6000,1215,1200
12,21,1200,6000,1215,1200
1,22,1200,6000,1200,1200
2,22,1200,6000,1200,1200
3,22,1200,6000,1200,1200
4,22,1200,6000,1200,1200
5,22,1200,6000,1200,1200
6,22,1200,6000,1200,1200
7,22,1200,6000,1200,1200
8,22,1200,6000,1200,1200
9,22,1200,6000,1200,1200
10,22,1200,6000,1200,1200
11,22,1200,6000,1200,1200
12,22,1200,6000,1200,1200
1,23,5062,25000,5062,5300
2,23,5000,25000,5000,5300
3,23,5062,25000,5062,5300
4,23,5062,25000,5062,5300
5,23,5062,25000,5062,5300
6,23,6500,25000,5000,5300
7,23,5062,25000,5062,5300
8,23,5000,25000,5000,5300
9,23,5000,25000,5000,5300
10,23,5062,25000,5062,5300
11,23,5000,25000,5000,5300
12,23,5062,25000,5062,5300
1,24,1000,5000,1000,1000
2,24,1000,5000,1000,1000
3,24,1000,5000,1000,1000
4,24,1000,5000,1000,1000
5,24,1000,5000,1000,1000
6,24,1000,5000,1000,1000
7,24,1000,5000,1000,1000
8,24,1000,5000,1000,1000
9,24,1000,5000,1000,1000
10,24,1000,5000,1000,1000
11,24,1000,5000,1000,1000
12,24,1000,5000,1000,1000
1,25,2300,11500,2300,2300
2,25,2300,11500,2300,2300
3,25,2300,11500,2300,2300
4,25,2300,11500,2300,2300
5,25,2300,11500,2300,2300
6,25,2300,11500,2300,2300
7,25,2300,11500,2300,2300
8,25,2300,11500,2300,2300
9,25,2300,11500,2300,2300
10,25,2300,11500,2300,2300
11,25,2300,11500,2300,2300
12,25,2300,11500,2300,2300
1,26,1000,5000,1000,1000
2,26,1000,5000,1000,1000
3,26,1000,5000,1000,1000
4,26,1000,5000,1000,1000
5,26,1000,5000,1000,1000
6,26,1000,5000,1000,1000
7,26,1000,5000,1000,1000
8,26,1000,5000,1000,1000
9,26,1000,5000,1000,1000
10,26,1000,5000,1000,1000
11,26,1000,5000,1000,1000
12,26,1000,5000,1000,1000
1,27,2400,12000,2548,2400
2,27,2616,12000,2616,2400
3,27,2400,12000,2548,2400
4,27,2400,12000,2548,2400
5,27,2548,12000,2548,2400
6,27,2548,12000,2548,2400
7,27,2400,12000,2548,2400
8,27,2400,12000,2400,2400
9,27,2548,12000,2548,2400
10,27,2548,12000,2548,2400
11,27,2750,12000,2750,2400
12,27,2400,12000,2400,2400
1,28,1272,6000,1272,1272
2,28,1272,6000,1272,1272
3,28,1272,6000,1272,1272
4,28,1272,6000,1272,1272
5,28,1200,6000,1200,1272
6,28,1272,6000,1272,1272
7,28,1272,6000,1272,1272
8,28,1200,6000,1200,1272
9,28,1200,6000,1200,1272
10,28,1200,6000,1200,1272
11,28,1272,6000,1272,1272
12,28,1272,6000,1272,1272
1,29,1700,8500,1700,1700
2,29,1700,8500,1700,1700
3,29,1700,8500,1700,1700
4,29,1700,8500,1700,1700
5,29,1700,8500,1700,1700
6,29,1700,8500,1700,1700
7,29,1700,8500,1700,1700
8,29,1700,8500,1700,1700
9,29,1700,8500,1700,1700
10,29,1700,8500,1700,1700
11,29,1700,8500,1700,1700
12,29,1700,8500,1700,1700
1,30,2100,10500,2100,2100
2,30,2100,10500,2100,2100
3,30,2100,10500,2100,2100
4,30,2100,10500,2100,2100
5,30,2100,10500,2100,2100
6,30,2100,10500,2100,2100
7,30,2100,10500,2100,2100
8,30,2100,10500,2100,2100
9,30,2100,10500,2100,2100
10,30,2100,10500,2100,2100
11,30,2100,10500,2100,2100
12,30,2100,10500,2100,2100
1,31,2400,12000,2400,2400
2,31,3050,12000,4150,2400
3,31,3050,12000,3050,2400
4,31,3050,12000,3050,2400
5,31,3050,12000,4150,2400
6,31,3050,12000,3050,2400
7,31,3050,12000,4150,2400
8,31,3050,12000,3050,2400
9,31,3050,12000,3050,2400
10,31,2400,12000,2400,2400
11,31,2400,12000,3500,2400
12,31,2400,12000,2400,2400
1,32,4600,12000,2400,2400
2,32,2400,12000,2445,2400
3,32,2400,12000,2445,2400
4,32,4600,12000,2445,2400
5,32,2445,12000,2445,2400
6,32,2445,12000,2445,2400
7,32,2400,12000,2400,2400
8,32,2400,12000,2445,2400
9,32,2445,12000,2445,2400
10,32,2400,12000,2445,2400
11,32,2400,12000,2445,2400
12,32,2400,12000,2400,2400
1,33,1800,8500,1700,1700
2,33,1800,8500,1700,1700
3,33,1800,8500,1700,1700
4,33,1800,8500,1800,1700
5,33,2700,8500,1800,1700
6,33,2700,8500,1800,1700
7,33,2700,8500,1700,1700
8,33,2700,8500,1700,1700
9,33,2700,8500,1700,1700
10,33,1800,8500,1700,1700
11,33,1800,8500,1700,1700
12,33,2700,8500,1700,1700
1,34,1100,5500,1100,1100
2,34,1100,5500,1100,1100
3,34,1100,5500,1100,1100
4,34,1100,5500,1100,1100
5,34,1100,5500,1100,1100
6,34,1104,5500,1104,1100
7,34,1100,5500,1100,1100
8,34,1101,5500,1101,1100
9,34,1101,5500,1101,1100
10,34,1100,5500,1100,1100
11,34,1100,5500,1100,1100
12,34,1100,5500,1100,1100
1,35,2400,12000,2400,2400
2,35,2400,12000,2400,2400
3,35,2400,12000,2400,2400
4,35,2400,12000,2400,2400
5,35,2400,12000,2400,2400
6,35,2400,12000,2400,2400
7,35,2400,12000,2400,2400
8,35,2400,12000,2400,2400
9,35,2400,12000,2400,2400
10,35,2400,12000,2400,2400
11,35,2400,12000,2400,2400
12,35,2400,12000,2400,2400
1,36,600,3000,600,600
2,36,600,3000,600,600
3,36,600,3000,600,600
4,36,600,3000,600,600
5,36,600,3000,600,600
6,36,600,3000,600,600
7,36,600,3000,600,600
8,36,600,3000,600,600
9,36,600,3000,600,600
10,36,600,3000,600,600
11,36,600,3000,600,600
12,36,600,3000,600,600
1,37,1000,5000,1000,1000
2,37,1000,5000,1000,1000
3,37,1000,5000,1000,1000
4,37,1000,5000,1000,1000
5,37,1000,5000,1000,1000
6,37,1000,5000,1000,1000
7,37,1000,5000,1000,1000
8,37,1000,5000,1000,1000
9,37,1000,5000,1000,1000
10,37,1000,5000,1000,1000
11,37,1000,5000,1000,1000
12,37,1000,5000,1000,1000
1,38,2400,12000,2400,2400
2,38,2400,12000,2400,2400
3,38,2400,12000,2400,2400
4,38,2400,12000,2400,2400
5,38,2400,12000,2400,2400
6,38,2400,12000,2400,2400
7,38,2400,12000,2400,2400
8,38,2400,12000,2400,2400
9,38,2400,12000,2400,2400
10,38,2400,12000,2400,2400
11,38,2400,12000,2400,2400
12,38,2400,12000,2400,2400
1,39,2250,11000,2250,2200
2,39,2250,11000,2250,2200
3,39,2200,11000,2200,2200
4,39,2250,11000,2250,2200
5,39,2250,11000,2250,2200
6,39,2250,11000,2250,2200
7,39,2250,11000,2250,2200
8,39,2200,11000,2250,2200
9,39,2200,11000,2250,2200
10,39,2250,11000,2250,2200
11,39,2200,11000,2200,2200
12,39,2250,11000,2250,2200
1,40,1100,5500,1700,1150
2,40,1100,5500,1100,1150
3,40,1100,5500,1100,1150
4,40,1100,5500,1100,1150
5,40,1100,5500,1100,1150
6,40,1100,5500,1100,1150
7,40,1100,5500,1100,1150
8,40,1700,5500,1700,1150
9,40,1700,5500,1700,1150
10,40,1100,5500,1100,1150
11,40,1100,5500,1100,1150
12,40,1100,5500,1100,1150
1,41,2200,11000,2200,2200
2,41,2200,11000,2200,2200
3,41,2200,11000,2200,2200
4,41,2200,11000,2200,2200
5,41,2200,11000,2200,2200
6,41,2200,11000,2200,2200
7,41,2200,11000,2200,2200
8,41,2200,11000,2200,2200
9,41,2200,11000,2200,2200
10,41,2200,11000,2200,2200
11,41,2200,11000,2200,2200
12,41,2200,11000,2200,2200
1,42,75,375,75,75
2,42,75,375,75,75
3,42,75,375,75,75
4,42,75,375,75,75
5,42,75,375,75,75
6,42,75,375,75,75
7,42,75,375,75,75
8,42,75,375,75,75
9,42,75,375,75,75
10,42,75,375,75,75
11,42,75,375,75,75
12,42,75,375,75,75
1,43,1200,6000,1200,1200
2,43,1200,6000,1200,1200
3,43,1200,6000,1200,1200
4,43,1200,6000,1200,1200
5,43,1200,6000,1200,1200
6,43,1200,6000,1200,1200
7,43,1200,6000,1200,1200
8,43,1200,6000,1200,1200
9,43,1200,6000,1200,1200
10,43,1200,6000,1200,1200
11,43,1200,6000,1200,1200
12,43,1200,6000,1200,1200
1,44,2400,12000,2400,2400
2,44,2400,12000,2400,2400
3,44,2400,12000,2408,2400
4,44,2400,12000,2408,2400
5,44,2408,12000,2408,2400
6,44,2400,12000,2400,2400
7,44,2400,12000,2400,2400
8,44,2400,12000,2400,2400
9,44,2400,12000,2400,2400
10,44,2400,12000,2400,2400
11,44,2400,12000,2400,2400
12,44,2400,12000,2408,2400
1,45,2400,12000,2400,2400
2,45,3600,12000,3600,2400
3,45,2400,12000,2400,2400
4,45,2400,12000,2400,2400
5,45,2400,12000,2400,2400
6,45,2400,12000,2400,2400
7,45,2400,12000,2400,2400
8,45,2400,12000,2400,2400
9,45,2400,12000,2400,2400
10,45,2400,12000,2400,2400
11,45,2400,12000,2400,2400
12,45,2400,12000,2400,2400
1,46,3200,8500,3200,1700
2,46,1700,8500,1700,1700
3,46,1700,8500,1700,1700
4,46,3200,8500,3200,1700
5,46,3200,8500,3200,1700
6,46,1700,8500,1700,1700
7,46,1700,8500,1700,1700
8,46,1700,8500,1700,1700
9,46,1700,8500,1700,1700
10,46,1700,8500,1700,1700
11,46,1700,8500,1700,1700
12,46,1700,8500,1700,1700
1,47,2300,11500,2300,2300
2,47,2300,11500,2300,2300
3,47,2300,11500,2300,2300
4,47,2300,11500,2300,2300
5,47,2300,11500,2300,2300
6,47,2300,11500,2300,2300
7,47,2300,11500,2300,2300
8,47,2300,11500,2300,2300
9,47,2300,11500,2300,2300
10,47,2300,11500,2300,2300
11,47,2300,11500,2300,2300
12,47,2300,11500,2300,2300
1,48,2000,10000,2000,2000
2,48,2000,10000,2000,2000
3,48,2000,10000,2000,2000
4,48,2000,10000,2000,2000
5,48,3200,10000,3200,2000
6,48,2000,10000,2000,2000
7,48,3200,10000,3200,2000
8,48,3200,10000,3200,2000
9,48,3200,10000,3200,2000
10,48,3200,10000,3200,2000
11,48,2000,10000,2000,2000
12,48,2000,10000,2000,2000
1,49,6000,30000,6600,6000
2,49,6000,30000,6600,6000
3,49,8400,30000,8400,6000
4,49,6000,30000,6000,6000
5,49,6600,30000,6600,6000
6,49,6600,30000,6600,6000
7,49,6000,30000,6000,6000
8,49,6000,30000,6000,6000
9,49,6000,30000,6000,6000
10,49,8400,30000,8400,6000
11,49,8400,30000,8400,6000
12,49,6000,30000,6000,6000
1,50,5000,25000,5000,5000
2,50,5000,25000,5000,5000
3,50,5000,25000,5000,5000
4,50,5000,25000,5000,5000
5,50,5000,25000,5000,5000
6,50,5000,25000,5000,5000
7,50,5000,25000,5000,5000
8,50,5000,25000,5000,5000
9,50,5000,25000,5000,5000
10,50,5000,25000,5000,5000
11,50,5000,25000,5000,5000
12,50,5000,25000,5000,5000
1,51,2800,12000,2800,2400
2,51,2400,12000,2400,2400
3,51,2800,12000,2800,2400
4,51,2800,12000,2800,2400
5,51,2800,12000,2800,2400
6,51,2800,12000,2800,2400
7,51,2400,12000,2400,2400
8,51,2800,12000,2800,2400
9,51,2800,12000,2800,2400
10,51,2800,12000,2800,2400
11,51,2400,12000,2400,2400
12,51,2800,12000,2800,2400
1,52,500,2500,500,500
2,52,500,2500,500,500
3,52,500,2500,500,500
4,52,500,2500,500,500
5,52,500,2500,500,500
6,52,500,2500,500,500
7,52,500,2500,500,500
8,52,500,2500,500,500
9,52,500,2500,500,500
10,52,500,2500,500,500
11,52,500,2500,500,500
12,52,500,2500,500,500
1,53,4000,20000,4000,4000
2,53,4000,20000,4000,4000
3,53,4000,20000,4000,4000
4,53,4000,20000,4000,4000
5,53,4000,20000,4000,4000
6,53,4000,20000,4000,4000
7,53,4000,20000,4000,4000
8,53,4000,20000,4000,4000
9,53,4000,20000,4000,4000
10,53,4000,20000,4000,4000
11,53,4000,20000,4000,4000
12,53,4000,20000,4000,4000
1,54,5000,25000,5000,5052
2,54,5000,25000,5000,5052
3,54,5000,25000,5000,5052
4,54,5000,25000,5000,5052
5,54,5000,25000,5000,5052
6,54,5000,25000,5000,5052
7,54,5000,25000,5000,5052
8,54,5000,25000,5000,5052
9,54,5000,25000,5000,5052
10,54,5000,25000,5000,5052
11,54,5000,25000,5000,5052
12,54,5000,25000,5000,5052
1,55,1272,6000,1272,1200
2,55,1272,6000,1272,1200
3,55,1272,6000,1272,1200
4,55,1272,6000,1272,1200
5,55,1272,6000,1272,1200
6,55,1272,6000,1272,1200
7,55,1272,6000,1272,1200
8,55,1272,6000,1272,1200
9,55,1272,6000,1272,1200
10,55,1272,6000,1272,1200
11,55,1200,6000,1200,1200
12,55,1272,6000,1272,1200
1,56,4800,18000,4800,3600
2,56,4800,18000,4800,3600
3,56,4800,18000,4800,3600
4,56,4800,18000,4800,3600
5,56,3600,18000,3600,3600
6,56,4800,18000,4800,3600
7,56,3600,18000,3600,3600
8,56,4800,18000,4800,3600
9,56,4800,18000,4800,3600
10,56,4800,18000,4800,3600
11,56,3600,18000,3600,3600
12,56,4800,18000,4800,3600
1,57,2415,12000,2415,2400
2,57,3600,12000,3600,2400
3,57,2415,12000,2415,2400
4,57,2415,12000,2415,2400
5,57,2415,12000,2415,2400
6,57,2400,12000,2400,2400
7,57,2400,12000,2400,2400
8,57,2400,12000,2400,2400
9,57,2400,12000,2400,2400
10,57,2400,12000,2400,2400
11,57,2415,12000,2415,2400
12,57,2415,12000,2415,2400
1,58,2100,10500,2100,2100
2,58,2100,10500,2100,2100
3,58,2100,10500,2100,2100
4,58,2100,10500,2100,2100
5,58,2100,10500,2100,2100
6,58,2100,10500,2100,2100
7,58,2100,10500,2100,2100
8,58,2100,10500,2100,2100
9,58,2100,10500,2100,2100
10,58,2100,10500,2100,2100
11,58,2100,10500,2100,2100
12,58,2100,10500,2100,2100
1,59,2100,10500,2100,2100
2,59,2100,10500,2100,2100
3,59,2100,10500,2100,2100
4,59,2100,10500,2100,2100
5,59,2100,10500,2100,2100
6,59,2100,10500,2100,2100
7,59,2100,10500,2100,2100
8,59,2100,10500,2100,2100
9,59,2100,10500,2100,2100
10,59,2100,10500,2100,2100
11,59,2100,10500,2100,2100
12,59,2100,10500,2100,2100
1,60,2300,11500,2300,2300
2,60,2300,11500,2300,2300
3,60,2300,11500,2300,2300
4,60,2300,11500,2300,2300
5,60,2300,11500,2300,2300
6,60,2300,11500,2300,2300
7,60,2300,11500,2300,2300
8,60,2300,11500,2300,2300
9,60,2300,11500,2300,2300
10,60,2300,11500,2300,2300
11,60,2300,11500,2300,2300
12,60,2300,11500,2300,2300
1,61,1200,6000,1200,1200
2,61,1200,6000,1200,1200
3,61,1200,6000,1200,1200
4,61,1200,6000,1200,1200
5,61,1200,6000,1200,1200
6,61,1200,6000,1200,1200
7,61,1200,6000,1200,1200
8,61,1200,6000,1200,1200
9,61,1200,6000,1200,1200
10,61,1200,6000,1200,1200
11,61,1200,6000,1200,1200
12,61,1200,6000,1200,1200
1,62,2400,12000,2400,2400
2,62,2400,12000,3400,2400
3,62,2400,12000,2400,2400
4,62,2400,12000,2400,2400
5,62,2400,12000,3400,2400
6,62,2400,12000,3400,2400
7,62,2400,12000,2400,2400
8,62,2400,12000,2400,2400
9,62,2400,12000,2400,2400
10,62,2400,12000,3400,2400
11,62,2400,12000,3400,2400
12,62,2400,12000,2400,2400
1,63,1350,5000,1350,1350
2,63,1350,5000,1000,1350
3,63,1350,5000,1000,1350
4,63,1350,5000,1000,1350
5,63,1350,5000,1000,1350
6,63,1350,5000,1000,1350
7,63,1350,5000,1000,1350
8,63,1350,5000,1000,1350
9,63,1350,5000,1000,1350
10,63,1350,5000,1000,1350
11,63,1350,5000,1000,1350
12,63,1000,5000,1000,1350
1,64,2300,11500,2300,2300
2,64,2300,11500,2300,2300
3,64,2300,11500,2300,2300
4,64,2300,11500,2300,2300
5,64,2300,11500,2300,2300
6,64,2300,11500,2300,2300
7,64,3500,11500,3500,2300
8,64,3500,11500,3500,2300
9,64,2300,11500,2300,2300
10,64,2300,11500,2300,2300
11,64,2300,11500,2300,2300
12,64,2300,11500,2300,2300
1,65,2200,10000,2200,2000
2,65,2200,10000,2200,2000
3,65,2000,10000,2000,2000
4,65,2000,10000,2000,2000
5,65,2200,10000,2200,2000
6,65,2200,10000,2200,2000
7,65,2200,10000,2200,2000
8,65,2700,10000,2000,2000
9,65,2200,10000,2200,2000
10,65,2200,10000,2200,2000
11,65,2200,10000,2200,2000
12,65,2000,10000,2000,2000
1,66,1100,5500,1100,1100
2,66,1100,5500,1100,1100
3,66,1100,5500,1100,1100
4,66,1100,5500,1100,1100
5,66,1100,5500,1100,1100
6,66,1100,5500,1100,1100
7,66,1100,5500,1100,1100
8,66,1100,5500,1100,1100
9,66,1100,5500,1100,1100
10,66,1100,5500,1100,1100
11,66,1100,5500,1100,1100
12,66,1100,5500,1100,1100
1,67,4000,20000,7600,4000
2,67,5250,20000,5250,4000
3,67,5200,20000,5200,4000
4,67,5200,20000,5200,4000
5,67,7600,20000,7600,4000
6,67,7600,20000,7600,4000
7,67,5200,20000,7600,4000
8,67,7600,20000,7600,4000
9,67,5200,20000,5200,4000
10,67,5200,20000,5200,4000
11,67,5200,20000,5200,4000
12,67,7600,20000,7600,4000
1,68,1200,6000,1200,1200
2,68,1205,6000,1205,1200
3,68,1205,6000,1205,1200
4,68,1200,6000,1200,1200
5,68,1200,6000,1200,1200
6,68,1200,6000,1200,1200
7,68,1200,6000,1200,1200
8,68,1200,6000,1200,1200
9,68,1200,6000,1200,1200
10,68,1205,6000,1205,1200
11,68,1200,6000,1200,1200
12,68,1200,6000,1200,1200
1,69,4800,12000,7200,2460
2,69,2400,12000,4800,2460
3,69,4800,12000,7200,2460
4,69,4800,12000,7200,2460
5,69,4800,12000,7200,2460
6,69,2400,12000,4800,2460
7,69,4800,12000,4800,2460
8,69,7200,12000,7200,2460
9,69,2400,12000,4800,2460
10,69,4800,12000,7200,2460
11,69,4800,12000,7200,2460
12,69,4800,12000,7200,2460
1,70,6000,30000,6000,6000
2,70,6000,30000,8100,6000
3,70,6000,30000,6000,6000
4,70,6000,30000,6000,6000
5,70,6000,30000,6000,6000
6,70,6000,30000,8100,6000
7,70,6000,30000,6000,6000
8,70,6000,30000,8100,6000
9,70,6000,30000,6000,6000
10,70,6000,30000,8100,6000
11,70,6000,30000,6000,6000
12,70,6000,30000,6000,6000
1,71,7300,25000,7300,5000
2,71,6200,25000,6200,5000
3,71,7300,25000,6200,5000
4,71,7300,25000,7300,5000
5,71,7300,25000,7300,5000
6,71,7300,25000,7300,5000
7,71,7300,25000,7300,5000
8,71,7300,25000,7300,5000
9,71,7300,25000,6200,5000
10,71,7300,25000,6200,5000
11,71,7600,25000,7600,5000
12,71,7300,25000,6200,5000
1,72,2100,5500,2100,1100
2,72,1100,5500,1100,1100
3,72,2100,5500,2100,1100
4,72,2100,5500,2100,1100
5,72,2100,5500,2100,1100
6,72,2100,5500,2100,1100
7,72,2100,5500,2100,1100
8,72,2100,5500,2100,1100
9,72,1100,5500,1100,1100
10,72,2100,5500,2100,1100
11,72,1100,5500,1100,1100
12,72,2100,5500,2100,1100
1,73,2000,10000,2000,2000
2,73,2000,10000,2000,2000
3,73,2000,10000,2000,2000
4,73,2000,10000,2000,2000
5,73,2000,10000,2000,2000
6,73,2000,10000,2000,2000
7,73,2000,10000,2000,2000
8,73,2000,10000,2000,2000
9,73,2000,10000,2000,2000
10,73,2000,10000,2000,2000
11,73,2000,10000,2000,2000
12,73,2000,10000,2000,2000
1,74,5000,25000,5000,5000
2,74,5000,25000,5000,5000
3,74,5000,25000,5000,5000
4,74,5000,25000,5000,5000
5,74,5000,25000,5000,5000
