Month,House,OGSA,Optimised,Preferred
1,11,2652,1450,1200
2,11,2652,1450,1200
3,11,2652,1452,1200
4,11,2652,1452,1200
5,11,2652,1452,1200
6,11,2652,1452,1200
7,11,2652,1450,1200
8,11,2652,1452,1200
9,11,2652,1452,1200
10,11,2652,1452,1200
11,11,2650,1450,1200
12,11,2650,1452,1200
1,12,5635,5635,2400
2,12,5635,5635,2400
3,12,5575,5635,2400
4,12,5635,5635,2400
5,12,5635,5635,2400
6,12,5635,5635,2400
7,12,5560,5635,2400
8,12,5635,5635,2400
9,12,5635,5635,2400
10,12,5635,5635,2400
11,12,5560,5635,2400
12,12,5635,5635,2400
1,13,3500,4550,3500
2,13,4535,4550,3500
3,13,3500,4550,3500
4,13,3570,4550,3500
5,13,4535,4550,3500
6,13,4535,4550,3500
7,13,3500,4550,3500
8,13,4535,4550,3500
9,13,4570,4550,3500
10,13,4535,4550,3500
11,13,3520,4550,3500
12,13,3520,4550,3500
1,14,4850,5500,2450
2,14,6450,4000,2450
3,14,6450,5500,2450
4,14,6450,5500,2450
5,14,6450,5500,2450
6,14,6450,5500,2450
7,14,6450,5500,2450
8,14,6450,5500,2450
9,14,6450,5500,2450
10,14,6450,5500,2450
11,14,6450,5500,2450
12,14,6450,5500,2450
1,15,3060,3000,2100
2,15,3060,2100,2100
3,15,3060,3000,2100
4,15,3060,3000,2100
5,15,3060,3000,2100
6,15,3075,3000,2100
7,15,3075,2100,2100
8,15,3075,3000,2100
9,15,3075,3000,2100
10,15,3060,3000,2100
11,15,3060,2100,2100
12,15,3000,3000,2100
1,16,5715,5715,5000
2,16,10715,5715,5000
3,16,7700,5715,5000
4,16,10715,7715,5000
5,16,10715,7715,5000
6,16,10715,10715,5000
7,16,5715,5715,5000
8,16,10715,7715,5000
9,16,12715,10715,5000
10,16,12715,10715,5000
11,16,10715,5715,5000
12,16,5715,5715,5000
1,17,7404,9800,5000
2,17,9804,9800,5000
3,17,7400,9800,5000
4,17,9804,9800,5000
5,17,9804,9800,5000
6,17,9804,9800,5000
7,17,7400,9800,5000
8,17,9934,9800,5000
9,17,9934,9800,5000
10,17,9804,9800,5000
11,17,9800,9800,5000
12,17,7404,9800,5000
1,18,5674,5719,5000
2,18,5719,5719,5000
3,18,5647,5719,5000
4,18,5719,5719,5000
5,18,5719,5719,5000
6,18,5719,5719,5000
7,18,5602,5719,5000
8,18,5719,5719,5000
9,18,5719,5719,5000
10,18,5719,5719,5000
11,18,5719,5719,5000
12,18,5674,5719,5000
1,19,6745,6650,5000
2,19,6745,6650,5000
3,19,6745,6650,5000
4,19,6745,6650,5000
5,19,6745,6650,5000
6,19,6745,6650,5000
7,19,6745,6650,5000
8,19,6745,6650,5000
9,19,6745,6650,5000
10,19,6745,6650,5000
11,19,6745,6650,5000
12,19,6745,6650,5000
1,20,5100,5168,2700
2,20,5168,5168,2700
3,20,5168,5168,2700
4,20,5168,5168,2700
5,20,5220,5168,2700
6,20,5168,5168,2700
7,20,5100,5168,2700
8,20,5168,5168,2700
9,20,5220,5168,2700
10,20,5220,5168,2700
11,20,5168,5168,2700
12,20,5168,5168,2700
1,21,8230,8980,6000
2,21,10530,10500,6000
3,21,10530,8980,6000
4,21,10530,10500,6000
5,21,10530,10500,6000
6,21,11180,10500,6000
7,21,10530,8980,6000
8,21,10530,10500,6000
9,21,10530,10500,6000
10,21,10530,10500,6000
11,21,10530,8980,6000
12,21,8980,8980,6000
1,22,4075,5515,5200
2,22,5515,5515,5200
3,22,5410,5515,5200
4,22,5485,5515,5200
5,22,5485,5515,5200
6,22,5515,5515,5200
7,22,5200,5515,5200
8,22,5515,5515,5200
9,22,5485,5515,5200
10,22,5485,5515,5200
11,22,5485,5515,5200
12,22,5485,5515,5200
1,23,1925,1985,1700
2,23,1985,1985,1700
3,23,1910,1985,1700
4,23,1985,1985,1700
5,23,1985,1985,1700
6,23,1985,1985,1700
7,23,1885,1985,1700
8,23,1985,1985,1700
9,23,1985,1985,1700
10,23,1985,1985,1700
11,23,1985,1985,1700
12,23,1985,1985,1700
1,24,1230,1420,1100
2,24,1530,1420,1100
3,24,1310,1420,1100
4,24,1550,1500,1100
5,24,1610,1420,1100
6,24,1630,1500,1100
7,24,1610,1420,1100
8,24,1630,1500,1100
9,24,1530,1500,1100
10,24,1310,1500,1100
11,24,1230,1420,1100
12,24,1530,1420,1100
1,25,5640,5640,3600
2,25,6040,5640,3600
3,25,6040,5640,3600
4,25,6040,5640,3600
5,25,6040,5640,3600
6,25,6040,5640,3600
7,25,5640,5640,3600
8,25,6040,5640,3600
9,25,6040,5640,3600
10,25,6040,5640,3600
11,25,5640,5640,3600
12,25,5640,5640,3600
1,26,2850,2030,1200
2,26,2930,2030,1200
3,26,2850,2100,1200
4,26,2930,2450,1200
5,26,2930,2100,1200
6,26,2930,2450,1200
7,26,2850,2030,1200
8,26,2850,2450,1200
9,26,2930,2530,1200
10,26,2850,2450,1200
11,26,2850,2030,1200
12,26,2850,2100,1200
1,27,3000,4011,2000
2,27,4041,4011,2000
3,27,4041,4011,2000
4,27,4041,4011,2000
5,27,4041,4011,2000
6,27,4041,4030,2000
7,27,3041,4011,2000
8,27,4041,4011,2000
9,27,4011,4030,2000
10,27,4011,4030,2000
11,27,3041,4011,2000
12,27,4041,4011,2000
1,28,2920,2400,2400
2,28,3020,2900,2400
3,28,3020,2900,2400
4,28,3020,2900,2400
5,28,3020,2900,2400
6,28,3020,2900,2400
7,28,3020,2900,2400
8,28,3520,3400,2400
9,28,4020,3900,2400
10,28,3020,2900,2400
11,28,3020,2900,2400
12,28,3020,2900,2400
1,29,410,418,310
2,29,419,418,310
3,29,419,418,310
4,29,419,418,310
5,29,419,418,310
6,29,419,418,310
7,29,419,418,310
8,29,419,418,310
9,29,419,418,310
10,29,419,418,310
11,29,318,418,310
12,29,418,418,310
1,30,4815,4815,2420
2,30,4815,4815,2420
3,30,4815,4815,2420
4,30,4815,4815,2420
5,30,4815,4815,2420
6,30,4815,4815,2420
7,30,4815,4815,2420
8,30,4815,4815,2420
9,30,4815,4815,2420
10,30,4815,4815,2420
11,30,4815,4815,2420
12,30,4815,4815,2420
1,31,7365,6993,6000
2,31,7365,7293,6000
3,31,7293,6993,6000
4,31,7365,7293,6000
5,31,7365,7293,6000
6,31,7365,7293,6000
7,31,7365,6993,6000
8,31,7365,7293,6000
9,31,7365,7293,6000
10,31,7365,7293,6000
11,31,7365,6993,6000
12,31,7293,6993,6000
1,32,2120,2100,1108
2,32,2190,2120,1108
3,32,2190,2100,1108
4,32,2190,2120,1108
5,32,2190,2120,1108
6,32,2190,2120,1108
7,32,2170,2100,1108
8,32,2190,2120,1108
9,32,2190,2120,1108
10,32,2190,2120,1108
11,32,2190,2100,1108
12,32,2162,2100,1108
1,33,6380,6380,5000
2,33,6381,6380,5000
3,33,6381,6380,5000
4,33,6381,6380,5000
5,33,6381,6380,5000
6,33,6381,6380,5000
7,33,6381,6380,5000
8,33,6381,6380,5000
9,33,6381,6380,5000
10,33,6381,6380,5000
11,33,6381,6380,5000
12,33,6381,6380,5000
1,34,3835,4235,2035
2,34,4235,4235,2035
3,34,4200,4235,2035
4,34,4235,4235,2035
5,34,4235,4235,2035
6,34,4235,4235,2035
7,34,4235,4235,2035
8,34,4235,4235,2035
9,34,4235,4235,2035
10,34,4235,4235,2035
11,34,4200,4235,2035
12,34,4200,4235,2035
1,35,4105,4105,2300
2,35,4105,4105,2300
3,35,4105,4105,2300
4,35,4105,4105,2300
5,35,4105,4105,2300
6,35,4105,4105,2300
7,35,4105,4105,2300
8,35,4105,4105,2300
9,35,4105,4105,2300
10,35,4105,4105,2300
11,35,4105,4105,2300
12,35,4105,4105,2300
1,36,499,494,300
2,36,499,494,300
3,36,499,494,300
4,36,499,494,300
5,36,499,494,300
6,36,499,494,300
7,36,499,494,300
8,36,499,494,300
9,36,499,447,300
10,36,499,494,300
11,36,499,494,300
12,36,499,494,300
1,37,5300,5656,5000
2,37,5661,5656,5000
3,37,5656,5656,5000
4,37,5661,5656,5000
5,37,5661,5656,5000
6,37,5656,5656,5000
7,37,5305,5656,5000
8,37,5661,5656,5000
9,37,5661,5656,5000
10,37,5661,5656,5000
11,37,5356,5656,5000
12,37,5000,5656,5000
1,38,302,230,172
2,38,377,230,172
3,38,302,230,172
4,38,377,297,172
5,38,377,230,172
6,38,377,297,172
7,38,302,230,172
8,38,377,297,172
9,38,377,297,172
10,38,377,297,172
11,38,302,230,172
12,38,302,230,172
1,39,900,740,740
2,39,1160,740,740
3,39,1040,740,740
4,39,1253,740,740
5,39,1133,740,740
6,39,1253,740,740
7,39,1040,740,740
8,39,1253,740,740
9,39,993,740,740
10,39,993,740,740
11,39,1040,740,740
12,39,953,740,740
1,40,6400,7600,3500
2,40,7600,7600,3500
3,40,7600,7600,3500
4,40,7600,7600,3500
5,40,7600,7600,3500
6,40,7600,7600,3500
7,40,7600,7600,3500
8,40,7600,7600,3500
9,40,7600,7600,3500
10,40,7600,7600,3500
11,40,5700,7600,3500
12,40,6900,7600,3500
1,41,3600,3640,2400
2,41,3740,3640,2400
3,41,3600,3640,2400
4,41,4840,3640,2400
5,41,4840,3640,2400
6,41,4840,3640,2400
7,41,3600,3640,2400
8,41,4840,3640,2400
9,41,4840,3640,2400
10,41,4840,3640,2400
11,41,4840,3640,2400
12,41,3500,3640,2400
1,42,9058,9050,6000
2,42,10158,9050,6000
3,42,10158,9050,6000
4,42,10158,9050,6000
5,42,10158,9050,6000
6,42,10158,8400,6000
7,42,10158,9050,6000
8,42,10158,9050,6000
9,42,10158,6000,6000
10,42,10158,8400,6000
11,42,10158,9050,6000
12,42,10158,9050,6000
1,43,500,498,350
2,43,500,498,350
3,43,500,498,350
4,43,500,498,350
5,43,500,498,350
6,43,500,498,350
7,43,500,498,350
8,43,500,498,350
9,43,500,498,350
10,43,500,498,350
11,43,500,498,350
12,43,500,498,350
1,44,3400,2455,2400
2,44,3555,2455,2400
3,44,3555,2455,2400
4,44,3555,2455,2400
5,44,3555,2455,2400
6,44,3555,2400,2400
7,44,3550,2455,2400
8,44,3555,2455,2400
9,44,3555,2400,2400
10,44,3555,2400,2400
11,44,3555,2455,2400
12,44,3550,2455,2400
1,45,250,250,150
2,45,480,250,150
3,45,350,250,150
4,45,480,280,150
5,45,480,250,150
6,45,380,280,150
7,45,330,250,150
8,45,480,280,150
9,45,480,280,150
10,45,480,280,150
11,45,350,250,150
12,45,330,250,150
1,46,4248,4000,3500
2,46,7748,5200,3500
3,46,7748,5200,3500
4,46,7748,5200,3500
5,46,7748,5200,3500
6,46,7748,5200,3500
7,46,4248,5200,3500
8,46,7748,5200,3500
9,46,7748,4100,3500
10,46,7748,4100,3500
11,46,4248,4000,3500
12,46,5348,5200,3500
1,47,6540,12400,6000
2,47,12540,12400,6000
3,47,12540,12400,6000
4,47,12540,12400,6000
5,47,12540,12400,6000
6,47,12540,12400,6000
7,47,12540,12400,6000
8,47,12540,12400,6000
9,47,12540,12400,6000
10,47,12540,12400,6000
11,47,12540,12400,6000
12,47,12540,12400,6000
1,48,1272,1332,1200
2,48,1904,1404,1200
3,48,1272,1332,1200
4,48,1904,1404,1200
5,48,1904,1404,1200
6,48,1904,1404,1200
7,48,1904,1332,1200
8,48,1904,1404,1200
9,48,1904,1404,1200
10,48,1904,1404,1200
11,48,1272,1332,1200
12,48,1832,1332,1200
1,49,4050,4050,3500
2,49,6665,3710,3500
3,49,4055,4050,3500
4,49,6665,4050,3500
5,49,6665,4050,3500
6,49,6665,3710,3500
7,49,5905,4050,3500
8,49,6665,4050,3500
9,49,6665,3710,3500
10,49,6665,3710,3500
11,49,6450,4050,3500
12,49,6660,4050,3500
1,50,1460,1460,1100
2,50,1460,1504,1100
3,50,1452,1460,1100
4,50,1504,1504,1100
5,50,1504,1504,1100
6,50,1512,1504,1100
7,50,1452,1460,1100
8,50,1504,1504,1100
9,50,1504,1504,1100
10,50,1504,1504,1100
11,50,1452,1460,1100
12,50,1452,1460,1100
1,51,6120,8020,6000
2,51,8020,8020,6000
3,51,8020,8020,6000
4,51,7900,8020,6000
5,51,8020,8020,6000
6,51,8020,8020,6000
7,51,7900,8020,6000
8,51,7900,8020,6000
9,51,8020,8020,6000
10,51,8020,8020,6000
11,51,7320,8020,6000
12,51,6000,8020,6000
1,52,1638,1038,1000
2,52,2010,1038,1000
3,52,1038,1038,1000
4,52,2010,1038,1000
5,52,2010,1038,1000
6,52,1110,1000,1000
7,52,1710,1038,1000
8,52,1110,1038,1000
9,52,2010,1038,1000
10,52,2010,1000,1000
11,52,1338,1038,1000
12,52,1110,1038,1000
1,53,2350,2350,1200
2,53,2470,2350,1200
3,53,2470,2350,1200
4,53,2470,2350,1200
5,53,2470,2350,1200
6,53,2470,2350,1200
7,53,2470,2350,1200
8,53,2470,2350,1200
9,53,2470,2350,1200
10,53,2470,2350,1200
11,53,2470,2350,1200
12,53,2470,2350,1200
1,54,4600,4698,3500
2,54,5898,5868,3500
3,54,4698,4698,3500
4,54,5898,5868,3500
5,54,5898,5868,3500
6,54,5898,5868,3500
7,54,5898,4698,3500
8,54,5898,5868,3500
9,54,5898,5868,3500
10,54,5898,5868,3500
11,54,5898,4698,3500
12,54,5898,4698,3500
1,55,2536,2636,2400
2,55,2636,2636,2400
3,55,2536,2636,2400
4,55,2636,2636,2400
5,55,2636,2636,2400
6,55,2636,2636,2400
7,55,2536,2636,2400
8,55,2636,2636,2400
9,55,2636,2636,2400
10,55,2636,2636,2400
11,55,2636,2636,2400
12,55,2636,2636,2400
1,56,4052,4030,4000
2,56,6482,4030,4000
3,56,6452,4030,4000
4,56,6482,6505,4000
5,56,6557,6505,4000
6,56,6482,6505,4000
7,56,4127,4030,4000
8,56,6482,6505,4000
9,56,6557,6505,4000
10,56,6482,6505,4000
11,56,4127,4030,4000
12,56,6527,4030,4000
1,57,3048,2398,1100
2,57,2950,2950,1100
3,57,2950,2398,1100
4,57,3098,2950,1100
5,57,3098,2950,1100
6,57,2398,2950,1100
7,57,2250,2398,1100
8,57,3098,2950,1100
9,57,3098,2950,1100
10,57,2950,2950,1100
11,57,2250,2398,1100
12,57,3098,2398,1100
1,58,6000,5000,5100
2,58,6310,5000,5100
3,58,6600,5000,5100
4,58,6310,5310,5100
5,58,6910,5310,5100
6,58,6310,5310,5100
7,58,6000,5000,5100
8,58,6910,5310,5100
9,58,6910,5310,5100
10,58,6910,5310,5100
11,58,6100,5000,5100
12,58,6000,5000,5100
1,59,6062,6214,6064
2,59,6764,6214,6064
3,59,6764,6214,6064
4,59,6764,6214,6064
5,59,6764,6214,6064
6,59,6764,6214,6064
7,59,6064,6214,6064
8,59,6764,6214,6064
9,59,6764,6214,6064
10,59,6764,6214,6064
11,59,6764,6214,6064
12,59,6214,6214,6064
1,60,2700,1290,1200
2,60,2700,1290,1200
3,60,2700,1290,1200
4,60,2700,1290,1200
5,60,2700,1290,1200
6,60,2700,1290,1200
7,60,2700,1290,1200
8,60,2700,1290,1200
9,60,2700,1290,1200
10,60,2700,1290,1200
11,60,2700,1290,1200
12,60,2700,1290,1200
1,61,1148,2148,1000
2,61,2148,2148,1000
3,61,2148,2148,1000
4,61,2148,2148,1000
5,61,2148,2148,1000
6,61,2148,2148,1000
7,61,2148,2148,1000
8,61,2148,2148,1000
9,61,2148,2148,1000
10,61,2148,2148,1000
11,61,2148,2148,1000
12,61,2148,2148,1000
1,62,2347,1275,1275
2,62,2407,1275,1275
3,62,2335,1275,1275
4,62,2407,1335,1275
5,62,2407,1275,1275
6,62,2407,1335,1275
7,62,2347,1275,1275
8,62,2407,1335,1275
9,62,2407,1335,1275
10,62,2407,1335,1275
11,62,1347,1275,1275
12,62,1407,1275,1275
1,63,2375,3100,2300
2,63,4477,3102,2300
3,63,4477,3102,2300
4,63,4477,3102,2300
5,63,4477,3102,2300
6,63,5477,3102,2300
7,63,4477,3102,2300
8,63,4477,3102,2300
9,63,4477,3102,2300
10,63,4477,3102,2300
11,63,3100,3102,2300
12,63,5477,3102,2300
1,64,4280,6680,2400
2,64,6680,6680,2400
3,64,4480,6680,2400
4,64,6685,6680,2400
5,64,6680,6680,2400
6,64,6685,6680,2400
7,64,4485,6680,2400
8,64,6685,6680,2400
9,64,6685,6680,2400
10,64,6685,6680,2400
11,64,4480,6680,2400
12,64,4485,6680,2400
1,65,3200,3693,2400
2,65,5693,3693,2400
3,65,3293,3693,2400
4,65,5693,3693,2400
5,65,5600,3693,2400
6,65,5600,4493,2400
7,65,4493,3693,2400
8,65,5693,3693,2400
9,65,5600,4493,2400
10,65,3693,4493,2400
11,65,5600,3693,2400
12,65,3293,3693,2400
1,66,6124,10824,6000
2,66,10824,10824,6000
3,66,6124,10824,6000
4,66,10824,10824,6000
5,66,10824,10824,6000
6,66,10824,10824,6000
7,66,10824,10824,6000
8,66,10824,10824,6000
9,66,10824,10824,6000
10,66,10824,10824,6000
11,66,9504,10824,6000
12,66,10824,10824,6000
1,67,3520,2520,2400
2,67,3520,2576,2400
3,67,3520,2576,2400
4,67,3576,3476,2400
5,67,3576,3476,2400
6,67,3576,3476,2400
7,67,3520,2576,2400
8,67,3520,3476,2400
9,67,3576,3476,2400
10,67,3576,3476,2400
11,67,3520,2576,2400
12,67,3520,2576,2400
1,68,5693,5693,3600
2,68,5693,5693,3600
3,68,4993,5693,3600
4,68,5693,5693,3600
5,68,5693,5693,3600
6,68,5693,5693,3600
7,68,5693,5693,3600
8,68,5693,5693,3600
9,68,5693,5693,3600
10,68,5693,5693,3600
11,68,5693,5693,3600
12,68,4993,5693,3600
1,69,7204,7354,5000
2,69,7354,7354,5000
3,69,7204,7354,5000
4,69,7354,7354,5000
5,69,7354,7354,5000
6,69,7354,7354,5000
7,69,7204,7354,5000
8,69,7354,7354,5000
9,69,7354,7354,5000
10,69,7354,7354,5000
11,69,7200,7354,5000
12,69,7354,7354,5000
1,70,5690,6750,5000
2,70,6890,6750,5000
3,70,6890,6750,5000
4,70,6890,6750,5000
5,70,6890,6750,5000
6,70,6890,6750,5000
7,70,5690,6750,5000
8,70,6890,6750,5000
9,70,6890,6750,5000
10,70,6890,6750,5000
11,70,6890,6750,5000
12,70,6890,6750,5000
1,71,1000,995,900
2,71,1050,995,900
3,71,1050,995,900
4,71,1050,1000,900
5,71,1080,995,900
6,71,1080,1000,900
7,71,1080,995,900
8,71,1050,1000,900
9,71,1080,1000,900
10,71,1080,1000,900
11,71,1005,995,900
12,71,1050,995,900
1,72,6020,7281,6000
2,72,7281,7281,6000
3,72,6081,7281,6000
4,72,7281,7281,6000
5,72,7281,7281,6000
6,72,7281,7281,6000
7,72,6081,7281,6000
8,72,7281,7281,6000
9,72,7281,7281,6000
10,72,7281,7281,6000
11,72,7281,7281,6000
12,72,7281,7281,6000
1,73,2268,2035,1100
2,73,2303,2183,1100
3,73,2268,2183,1100
4,73,2268,2183,1100
5,73,2303,2183,1100
6,73,2303,2183,1100
7,73,2303,2183,1100
8,73,2268,2183,1100
9,73,2268,2148,1100
10,73,2268,2183,1100
11,73,2268,2183,1100
12,73,2303,2183,1100
1,74,900,1325,900
2,74,1235,1325,900
3,74,1270,1325,900
4,74,1235,1325,900
5,74,1235,1325,900
6,74,1235,1325,900
7,74,955,1325,900
8,74,1325,1325,900
9,74,1325,1325,900
10,74,1235,1325,900
11,74,1095,1325,900
12,74,1095,1325,900
1,75,1500,1500,1500
2,75,1500,1500,1500
3,75,1500,1500,1500
4,75,1500,1500,1500
5,75,1500,1500,1500
6,75,1500,1500,1500
7,75,1500,1500,1500
8,75,1500,1500,1500
9,75,1500,1500,1500
10,75,1500,1500,1500
11,75,1500,1500,1500
12,75,1500,1500,1500
1,76,905,1005,600
2,76,1055,1005,600
3,76,1055,1005,600
4,76,1055,1005,600
5,76,1055,1005,600
6,76,1055,1005,600
7,76,1055,1005,600
8,76,1055,1005,600
9,76,1055,1005,600
10,76,1055,1005,600
11,76,1005,1005,600
12,76,1055,1005,600
1,77,2316,2248,2100
2,77,2316,2316,2100
3,77,2248,2248,2100
4,77,2316,2316,2100
5,77,2316,2316,2100
6,77,2316,2316,2100
7,77,2316,2248,2100
8,77,2316,2316,2100
9,77,2316,2316,2100
10,77,2316,2316,2100
11,77,2308,2248,2100
12,77,2308,2248,2100
1,78,4650,5370,2300
2,78,5020,5370,2300
3,78,4420,5370,2300
4,78,5020,5370,2300
5,78,5370,5370,2300
6,78,5020,5370,2300
7,78,4300,5370,2300
8,78,5370,5370,2300
9,78,5370,5370,2300
10,78,5370,5370,2300
11,78,5370,5370,2300
12,78,4420,5370,2300
1,79,6005,6046,6000
2,79,8246,8241,6000
3,79,6035,6046,6000
4,79,8246,8241,6000
5,79,8246,8241,6000
6,79,8246,8241,6000
7,79,8246,6046,6000
8,79,8246,8241,6000
9,79,8246,8241,6000
10,79,8246,8241,6000
11,79,6041,6046,6000
12,79,8241,6046,6000
1,80,4301,4091,4000
2,80,4301,4091,4000
3,80,4301,4091,4000
4,80,4301,4091,4000
5,80,4301,4091,4000
6,80,4301,4091,4000
7,80,4245,4091,4000
8,80,4301,4091,4000
9,80,4301,4091,4000
10,80,4301,4091,4000
11,80,4301,4091,4000
12,80,4301,4091,4000
1,81,1776,1776,1000
2,81,1776,1776,1000
3,81,1776,1776,1000
4,81,1776,1776,1000
5,81,1776,1776,1000
6,81,1776,1776,1000
7,81,1776,1776,1000
8,81,1776,1776,1000
9,81,1776,1776,1000
10,81,1776,1776,1000
11,81,1776,1776,1000
12,81,1776,1776,1000
1,82,3600,3765,2490
2,82,3765,3765,2490
3,82,3765,3765,2490
4,82,3765,3765,2490
5,82,3765,3765,2490
6,82,3765,3765,2490
7,82,3765,3765,2490
8,82,3765,3765,2490
9,82,3765,3765,2490
10,82,3765,3765,2490
11,82,3765,3765,2490
12,82,3765,3765,2490
1,83,4100,10572,4000
2,83,8100,10572,4000
3,83,8100,10572,4000
4,83,6572,10572,4000
5,83,8100,10572,4000
6,83,6572,10572,4000
7,83,6500,10572,4000
8,83,6572,10572,4000
9,83,6572,10572,4000
10,83,6500,10572,4000
11,83,4100,10572,4000
12,83,6572,10572,4000
1,84,5000,5000,5000
2,84,5000,5000,5000
3,84,5000,5000,5000
4,84,5000,5000,5000
5,84,5000,5000,5000
6,84,5000,5000,5000
7,84,5000,5000,5000
8,84,5000,5000,5000
9,84,5000,5000,5000
10,84,5000,5000,5000
11,84,5000,5000,5000
12,84,5000,5000,5000
1,85,5500,4300,2400
2,85,6700,4300,2400
3,85,5500,4300,2400
4,85,5500,4300,2400
5,85,5500,4300,2400
6,85,6700,4300,2400
7,85,6700,4300,2400
8,85,6700,4300,2400
9,85,6700,4300,2400
10,85,6700,4300,2400
11,85,5500,4300,2400
12,85,4950,4300,2400
1,86,742,1114,600
2,86,1114,1114,600
3,86,812,1114,600
4,86,812,1114,600
5,86,812,1114,600
6,86,812,1114,600
7,86,814,1114,600
8,86,1114,1114,600
9,86,814,1114,600
10,86,1114,1114,600
11,86,812,1114,600
12,86,1112,1114,600
1,87,3600,3620,3600
2,87,3600,3600,3600
3,87,3600,3620,3600
4,87,3625,3620,3600
5,87,3620,3620,3600
6,87,4620,4620,3600
7,87,3600,3600,3600
8,87,4625,3620,3600
9,87,4625,4620,3600
10,87,4625,4620,3600
11,87,3600,3600,3600
12,87,3600,3620,3600
1,88,600,1155,600
2,88,1156,1166,600
3,88,1156,1155,600
4,88,1167,1166,600
5,88,1167,1166,600
6,88,1167,1166,600
7,88,1166,1155,600
8,88,1156,1166,600
9,88,1167,1166,600
10,88,1167,1166,600
11,88,1155,1155,600
12,88,1156,1155,600
1,89,1420,1435,900
2,89,1435,1435,900
3,89,1435,1435,900
4,89,1435,1435,900
5,89,1435,1435,900
6,89,1435,1435,900
7,89,1435,1435,900
8,89,1435,1435,900
9,89,1435,1435,900
10,89,1435,1435,900
11,89,1435,1435,900
12,89,1420,1435,900
1,90,3400,2100,2100
2,90,3900,2100,2100
3,90,3900,2100,2100
4,90,3900,2100,2100
5,90,3900,2100,2100
6,90,3900,2100,2100
7,90,3900,2100,2100
8,90,3900,2100,2100
9,90,3900,2100,2100
10,90,3900,2100,2100
11,90,3900,2100,2100
12,90,3400,2100,2100
1,91,2371,2319,1219
2,91,2371,2319,1219
3,91,2371,2319,1219
4,91,2371,2319,1219
5,91,2371,2319,1219
6,91,2371,2319,1219
7,91,2371,2319,1219
8,91,2371,2319,1219
9,91,2371,1271,1219
10,91,2371,2319,1219
11,91,2371,2319,1219
12,91,2371,2319,1219
1,92,4452,5652,4900
2,92,4952,5652,4900
3,92,4452,5652,4900
4,92,4952,5652,4900
5,92,5652,5652,4900
6,92,5652,5652,4900
