Month,House,OGSA,Optimised,Preferred
11,23,1244,1200,1200
12,23,1244,1200,1200
1,24,2430,2500,2400
2,24,2695,2500,2400
3,24,2650,2500,2400
4,24,2665,2500,2400
5,24,2665,2500,2400
6,24,2680,2545,2400
7,24,2530,2500,2400
8,24,2665,2500,2400
9,24,2650,2545,2400
10,24,2550,2545,2400
11,24,2650,2500,2400
12,24,2550,2500,2400
1,25,6035,5980,5000
2,25,5000,5055,5000
3,25,6035,5980,5000
4,25,6080,6025,5000
5,25,6080,6025,5000
6,25,6080,6025,5000
7,25,6080,5980,5000
8,25,6080,6025,5000
9,25,6080,6025,5000
10,25,6080,6025,5000
11,25,6035,5980,5000
12,25,6035,5980,5000
1,26,1600,1600,1200
2,26,1620,1600,1200
3,26,1620,1600,1200
4,26,1620,1600,1200
5,26,1620,1600,1200
6,26,1620,1600,1200
7,26,1600,1600,1200
8,26,1620,1600,1200
9,26,1620,1600,1200
10,26,1620,1600,1200
11,26,1620,1600,1200
12,26,1620,1600,1200
1,27,2504,1404,1200
2,27,1304,1404,1200
3,27,2204,1404,1200
4,27,1404,1404,1200
5,27,1404,1404,1200
6,27,1404,1200,1200
7,27,1304,1404,1200
8,27,1400,1200,1200
9,27,1404,1200,1200
10,27,1404,1404,1200
11,27,1404,1404,1200
12,27,2500,1404,1200
1,28,2430,2548,2400
2,28,2513,2548,2400
3,28,2513,2548,2400
4,28,2441,2430,2400
5,28,2513,2548,2400
6,28,2441,2430,2400
7,28,2441,2548,2400
8,28,2441,2430,2400
9,28,2400,2430,2400
10,28,2661,2430,2400
11,28,2513,2548,2400
12,28,2430,2548,2400
1,29,2501,2936,2400
2,29,2936,2936,2400
3,29,2901,2936,2400
4,29,2936,2936,2400
5,29,2901,2936,2400
6,29,2936,2936,2400
7,29,2536,2936,2400
8,29,2901,2936,2400
9,29,2936,2936,2400
10,29,2901,2936,2400
11,29,2901,2936,2400
12,29,2535,2936,2400
1,30,6100,6100,2400
2,30,8500,6100,2400
3,30,6000,6100,2400
4,30,8500,6100,2400
5,30,8500,6100,2400
6,30,8500,6100,2400
7,30,6100,6100,2400
8,30,8500,6100,2400
9,30,8500,6100,2400
10,30,8500,6100,2400
11,30,8500,6100,2400
12,30,8500,6100,2400
1,31,5900,5980,3580
2,31,8380,6200,3580
3,31,8380,5980,3580
4,31,8380,6200,3580
5,31,8380,6200,3580
6,31,8380,5900,3580
7,31,8380,5980,3580
8,31,8380,6200,3580
9,31,8380,5900,3580
10,31,8380,5900,3580
11,31,8380,5980,3580
12,31,6280,5980,3580
1,32,7070,4600,2400
2,32,7070,4600,2400
3,32,7070,4600,2400
4,32,7070,4600,2400
5,32,7070,4600,2400
6,32,7070,4600,2400
7,32,7070,4600,2400
8,32,7070,4600,2400
9,32,7070,4600,2400
10,32,7070,4600,2400
11,32,7070,4600,2400
12,32,7070,4600,2400
1,33,6075,6285,4000
2,33,6285,6285,4000
3,33,6210,6285,4000
4,33,6285,6285,4000
5,33,6285,6285,4000
6,33,6285,6285,4000
7,33,6285,6285,4000
8,33,6285,6285,4000
9,33,6285,6285,4000
10,33,6285,6285,4000
11,33,6285,6285,4000
12,33,6210,6285,4000
1,34,2000,3452,1100
2,34,3400,3452,1100
3,34,2300,3452,1100
4,34,3400,3452,1100
5,34,3452,3452,1100
6,34,2500,3452,1100
7,34,2500,3452,1100
8,34,3400,3452,1100
9,34,3400,3452,1100
10,34,2500,3452,1100
11,34,2500,3452,1100
12,34,1600,3452,1100
1,35,4300,6000,2400
2,35,6000,6000,2400
3,35,5300,6000,2400
4,35,6000,6000,2400
5,35,6000,6000,2400
6,35,6015,6000,2400
7,35,5300,6000,2400
8,35,6000,6000,2400
9,35,6000,6000,2400
10,35,6015,6000,2400
11,35,5300,6000,2400
12,35,5300,6000,2400
1,36,3155,3155,1550
2,36,3155,3155,1550
3,36,3150,3155,1550
4,36,3155,3155,1550
5,36,3155,3155,1550
6,36,3155,3155,1550
7,36,2800,3155,1550
8,36,2805,3155,1550
9,36,3155,3155,1550
10,36,3155,3155,1550
11,36,2805,3155,1550
12,36,3155,3155,1550
1,37,1130,1230,1100
2,37,1215,1230,1100
3,37,1215,1230,1100
4,37,1230,1230,1100
5,37,1230,1230,1100
6,37,1230,1230,1100
7,37,1165,1230,1100
8,37,1230,1230,1100
9,37,1230,1230,1100
10,37,1230,1230,1100
11,37,1215,1230,1100
12,37,1180,1230,1100
1,38,1700,1100,1000
2,38,1855,1100,1000
3,38,1800,1100,1000
4,38,1855,1100,1000
5,38,1855,1100,1000
6,38,1800,1100,1000
7,38,1700,1100,1000
8,38,1800,1100,1000
9,38,1800,1100,1000
10,38,1855,1100,1000
11,38,1800,1100,1000
12,38,1855,1100,1000
1,39,1402,1612,1000
2,39,2402,1612,1000
3,39,2402,1612,1000
4,39,2402,1612,1000
5,39,2612,1612,1000
6,39,2402,1612,1000
7,39,1612,1612,1000
8,39,2402,1612,1000
9,39,2612,1612,1000
10,39,2402,1612,1000
11,39,1612,1612,1000
12,39,1402,1612,1000
1,40,4100,2983,2900
2,40,4175,2983,2900
3,40,4175,2983,2900
4,40,4175,2983,2900
5,40,4175,2983,2900
6,40,4183,2983,2900
7,40,4100,2983,2900
8,40,4183,2983,2900
9,40,4175,2983,2900
10,40,4183,2983,2900
11,40,4100,2983,2900
12,40,4175,2983,2900
1,41,2400,3040,1200
2,41,3092,3040,1200
3,41,3040,3040,1200
4,41,3092,3040,1200
5,41,3092,3040,1200
6,41,3092,3040,1200
7,41,2950,3040,1200
8,41,3092,3040,1200
9,41,3092,3040,1200
10,41,3092,3040,1200
11,41,2542,3040,1200
12,41,2950,3040,1200
1,42,4800,3600,2400
2,42,6000,3600,2400
3,42,4950,4800,2400
4,42,6000,4800,2400
5,42,6150,4800,2400
6,42,6150,4800,2400
7,42,4950,3600,2400
8,42,6000,4800,2400
9,42,6000,4800,2400
10,42,6000,4800,2400
11,42,4950,3600,2400
12,42,6000,4800,2400
1,43,2140,2178,2038
2,43,2178,2178,2038
3,43,2178,2178,2038
4,43,2178,2178,2038
5,43,2178,2178,2038
6,43,2178,2178,2038
7,43,2178,2178,2038
8,43,2178,2178,2038
9,43,2193,2193,2038
10,43,2178,2178,2038
11,43,2178,2178,2038
12,43,2178,2178,2038
1,44,535,620,300
2,44,675,620,300
3,44,535,620,300
4,44,675,620,300
5,44,675,620,300
6,44,675,545,300
7,44,675,620,300
8,44,675,620,300
9,44,675,545,300
10,44,675,545,300
11,44,675,620,300
12,44,620,620,300
1,45,1300,2575,1200
2,45,2575,2575,1200
3,45,2585,2575,1200
4,45,2575,2575,1200
5,45,2575,2575,1200
6,45,1575,2575,1200
7,45,1585,2575,1200
8,45,2575,2575,1200
9,45,1585,2575,1200
10,45,1585,2575,1200
11,45,2285,2575,1200
12,45,2200,2575,1200
1,46,3400,3558,2400
2,46,3558,3558,2400
3,46,3543,3558,2400
4,46,3558,3558,2400
5,46,3558,3558,2400
6,46,3558,3558,2400
7,46,3558,3558,2400
8,46,3558,3558,2400
9,46,3558,3558,2400
10,46,3558,3558,2400
11,46,3543,3558,2400
12,46,3558,3558,2400
1,47,3100,3251,2250
2,47,3251,3251,2250
3,47,3251,3251,2250
4,47,3323,3251,2250
5,47,3323,3251,2250
6,47,3323,3251,2250
7,47,3323,3251,2250
8,47,3323,3251,2250
9,47,3323,3251,2250
10,47,3323,3251,2250
11,47,3251,3251,2250
12,47,3251,3251,2250
1,48,3604,3601,2100
2,48,3667,3663,2100
3,48,3605,3663,2100
4,48,3667,3663,2100
5,48,3667,3663,2100
6,48,3663,3663,2100
7,48,3667,3663,2100
8,48,3667,3663,2100
9,48,3667,3663,2100
10,48,3667,3663,2100
11,48,3663,3663,2100
12,48,3662,3663,2100
1,49,8400,10400,8400
2,49,10415,10400,8400
3,49,10400,10400,8400
4,49,10415,10400,8400
5,49,10415,10400,8400
6,49,10415,10400,8400
7,49,9515,10400,8400
8,49,10415,10400,8400
9,49,10415,10400,8400
10,49,10415,10400,8400
11,49,9515,10400,8400
12,49,10400,10400,8400
1,50,396,320,210
2,50,396,320,210
3,50,396,320,210
4,50,396,320,210
5,50,396,320,210
6,50,396,288,210
7,50,396,320,210
8,50,396,320,210
9,50,396,286,210
10,50,396,286,210
11,50,396,320,210
12,50,328,320,210
1,51,4897,4897,2435
2,51,4897,4897,2435
3,51,4897,4897,2435
4,51,4897,4897,2435
5,51,4897,4897,2435
6,51,4897,4897,2435
7,51,4897,4897,2435
8,51,4897,4897,2435
9,51,4897,4897,2435
10,51,4897,4897,2435
11,51,4897,4897,2435
12,51,4897,4897,2435
1,52,1944,1044,900
2,52,2004,1860,900
3,52,1944,1044,900
4,52,2004,1872,900
5,52,2004,1872,900
6,52,2004,1872,900
7,52,1944,1044,900
8,52,2004,1872,900
9,52,1932,1872,900
10,52,1932,1872,900
11,52,1944,1044,900
12,52,2004,1044,900
1,53,2100,1250,1200
2,53,2154,1250,1200
3,53,2150,1250,1200
4,53,2154,1250,1200
5,53,2154,1250,1200
6,53,2154,1200,1200
7,53,2100,1250,1200
8,53,2154,1250,1200
9,53,2154,1200,1200
10,53,2154,1200,1200
11,53,2104,1250,1200
12,53,2104,1250,1200
1,54,3798,3600,3600
2,54,3813,3600,3600
3,54,3615,3600,3600
4,54,3813,3600,3600
5,54,3813,3600,3600
6,54,3813,3600,3600
7,54,3748,3600,3600
8,54,3813,3600,3600
9,54,3813,3600,3600
10,54,3813,3600,3600
11,54,3748,3600,3600
12,54,3748,3600,3600
1,55,3474,3524,2250
2,55,3524,3524,2250
3,55,3524,3524,2250
4,55,3524,3524,2250
5,55,3524,3524,2250
6,55,3524,3524,2250
7,55,3474,3524,2250
8,55,3524,3524,2250
9,55,3524,3524,2250
10,55,3524,3524,2250
11,55,3474,3524,2250
12,55,3474,3524,2250
1,56,4000,4502,4000
2,56,4430,4502,4000
3,56,4430,4502,4000
4,56,5630,4502,4000
5,56,4502,4502,4000
6,56,4430,4502,4000
7,56,4430,4502,4000
8,56,4430,4502,4000
9,56,5630,4502,4000
10,56,4430,4502,4000
11,56,4430,4502,4000
12,56,5630,4502,4000
1,57,697,682,600
2,57,727,682,600
3,57,727,682,600
4,57,789,682,600
5,57,789,682,600
6,57,727,600,600
7,57,769,682,600
8,57,789,682,600
9,57,789,600,600
10,57,789,682,600
11,57,789,682,600
12,57,727,682,600
1,58,6000,9152,6000
2,58,9062,9152,6000
3,58,9062,9152,6000
4,58,9152,9152,6000
5,58,9062,9152,6000
6,58,9152,9152,6000
7,58,9062,9152,6000
8,58,9152,9152,6000
9,58,9152,9152,6000
10,58,9152,9152,6000
11,58,9062,9152,6000
12,58,8062,9152,6000
1,59,1423,1202,1200
2,59,1425,1245,1200
3,59,1425,1202,1200
4,59,1425,1245,1200
5,59,1425,1245,1200
6,59,1350,1245,1200
7,59,1395,1245,1200
8,59,1425,1245,1200
9,59,1425,1202,1200
10,59,1425,1245,1200
11,59,1470,1245,1200
12,59,1350,1202,1200
1,60,2200,2335,1600
2,60,2335,2335,1600
3,60,2215,2335,1600
4,60,2335,2335,1600
5,60,2335,2335,1600
6,60,2335,2335,1600
7,60,2320,2335,1600
8,60,2335,2335,1600
9,60,2335,2335,1600
10,60,2335,2335,1600
11,60,2320,2335,1600
12,60,2215,2335,1600
1,61,2500,3355,2400
2,61,3455,3355,2400
3,61,3400,3355,2400
4,61,3455,3355,2400
5,61,3455,3355,2400
6,61,3455,3355,2400
7,61,3400,3355,2400
8,61,3455,3355,2400
9,61,3455,3355,2400
10,61,3455,3355,2400
11,61,3400,3355,2400
12,61,3400,3355,2400
1,62,3650,3000,1700
2,62,3650,3000,1700
3,62,3650,3000,1700
4,62,3650,3000,1700
5,62,3650,3000,1700
6,62,3650,3000,1700
7,62,3650,3000,1700
8,62,3650,3000,1700
9,62,3650,1900,1700
10,62,3650,3000,1700
11,62,3650,3000,1700
12,62,3650,3000,1700
1,63,4328,4188,3500
2,63,3678,4238,3500
3,63,4328,4188,3500
4,63,4378,4238,3500
5,63,4378,4238,3500
6,63,4328,4238,3500
7,63,4328,4188,3500
8,63,4328,4238,3500
9,63,4378,4238,3500
10,63,3728,4238,3500
11,63,3500,4188,3500
12,63,3678,4188,3500
1,64,340,279,148
2,64,341,279,148
3,64,278,279,148
4,64,279,279,148
5,64,341,279,148
6,64,341,279,148
7,64,278,279,148
8,64,279,279,148
9,64,341,279,148
10,64,341,279,148
11,64,341,279,148
12,64,279,279,148
1,65,7230,7305,3600
2,65,7305,7305,3600
3,65,7305,7305,3600
4,65,7305,7305,3600
5,65,7305,7305,3600
6,65,7305,7305,3600
7,65,7305,7305,3600
8,65,7305,7305,3600
9,65,7305,7305,3600
10,65,7305,7305,3600
11,65,7305,7305,3600
12,65,7230,7305,3600
1,66,7600,6400,4000
2,66,10500,6400,4000
3,66,9300,8100,4000
4,66,10500,8100,4000
5,66,10500,8100,4000
6,66,10500,8100,4000
7,66,9300,6400,4000
8,66,10500,8100,4000
9,66,10500,8100,4000
10,66,10500,8100,4000
11,66,9300,6400,4000
12,66,9300,8100,4000
1,67,3300,2210,2100
2,67,3490,2210,2100
3,67,3430,2210,2100
4,67,3440,2210,2100
5,67,3440,2210,2100
6,67,3430,2210,2100
7,67,3490,2210,2100
8,67,3490,2210,2100
9,67,3430,2100,2100
10,67,3430,2210,2100
11,67,3440,2210,2100
12,67,3360,2210,2100
1,68,1463,1463,1200
2,68,1463,1463,1200
3,68,1463,1463,1200
4,68,1463,1463,1200
5,68,1463,1463,1200
6,68,1463,1463,1200
7,68,1463,1463,1200
8,68,1463,1463,1200
9,68,1463,1463,1200
10,68,1463,1463,1200
11,68,1463,1463,1200
12,68,1463,1463,1200
1,69,2545,2693,2400
2,69,2693,2693,2400
3,69,2693,2693,2400
4,69,2693,2693,2400
5,69,2693,2693,2400
6,69,2693,2693,2400
7,69,2688,2693,2400
8,69,2693,2693,2400
9,69,2693,2693,2400
10,69,2693,2693,2400
11,69,2693,2693,2400
12,69,2693,2693,2400
1,70,1125,1100,1100
2,70,1125,1115,1100
3,70,1125,1115,1100
4,70,1125,1115,1100
5,70,1125,1115,1100
6,70,1187,1115,1100
7,70,1125,1115,1100
8,70,1245,1115,1100
9,70,1125,1115,1100
10,70,1307,1115,1100
11,70,1125,1115,1100
12,70,1187,1115,1100
1,71,2262,2262,2200
2,71,2863,2262,2200
3,71,2201,2262,2200
4,71,2801,2262,2200
5,71,2801,2262,2200
6,71,2863,2262,2200
7,71,2800,2262,2200
8,71,2801,2262,2200
9,71,2801,2262,2200
10,71,2863,2262,2200
11,71,2801,2262,2200
12,71,2800,2262,2200
1,72,3460,3475,2000
2,72,3475,3475,2000
3,72,3475,3475,2000
4,72,3475,3475,2000
5,72,3475,3475,2000
6,72,3475,3475,2000
7,72,3475,3475,2000
8,72,3475,3475,2000
9,72,3475,3475,2000
10,72,3475,3475,2000
11,72,3475,3475,2000
12,72,3475,3475,2000
1,73,2100,2132,1600
2,73,2130,2132,1600
3,73,2130,2132,1600
4,73,2130,2132,1600
5,73,2130,2132,1600
6,73,2130,2132,1600
7,73,2102,2132,1600
8,73,2130,2132,1600
9,73,2130,2132,1600
10,73,2130,2132,1600
11,73,2130,2132,1600
12,73,2130,2132,1600
1,74,3600,2595,2400
2,74,3720,3795,2400
3,74,3720,3795,2400
4,74,3795,3795,2400
5,74,3857,3795,2400
6,74,3795,3795,2400
7,74,3720,3795,2400
8,74,3720,3795,2400
9,74,3795,3795,2400
10,74,3795,3795,2400
11,74,3720,3795,2400
12,74,3795,3795,2400
1,75,2970,3950,2400
2,75,3970,3951,2400
3,75,3950,3951,2400
4,75,3970,3951,2400
5,75,3971,3951,2400
6,75,3971,3951,2400
7,75,3950,3951,2400
8,75,3971,3951,2400
9,75,3970,3951,2400
10,75,3971,3951,2400
11,75,3950,3951,2400
12,75,3970,3951,2400
1,76,7993,8043,6000
2,76,8043,8043,6000
3,76,8043,8043,6000
4,76,8043,8043,6000
5,76,7950,8043,6000
6,76,8043,8043,6000
7,76,8043,8043,6000
8,76,7950,8043,6000
9,76,8043,8043,6000
10,76,7950,8043,6000
11,76,8043,8043,6000
12,76,7950,8043,6000
1,77,155,279,140
2,77,324,140,140
3,77,279,279,140
4,77,279,279,140
5,77,279,279,140
6,77,279,279,140
7,77,155,279,140
8,77,279,279,140
9,77,279,279,140
10,77,279,279,140
11,77,279,227,140
12,77,279,279,140
1,78,9600,6000,6000
2,78,10800,6000,6000
3,78,10800,6000,6000
4,78,10800,6000,6000
5,78,10800,9600,6000
6,78,10800,9600,6000
7,78,10800,7200,6000
8,78,10800,9600,6000
9,78,10800,6000,6000
10,78,10800,6000,6000
11,78,10800,6000,6000
12,78,10800,7200,6000
1,79,3448,2360,2300
2,79,3375,2360,2300
3,79,3375,2360,2300
4,79,3523,2435,2300
5,79,3523,2360,2300
6,79,3583,2435,2300
7,79,3375,2360,2300
8,79,3375,2435,2300
9,79,3523,2435,2300
10,79,3523,2435,2300
11,79,3435,2360,2300
12,79,3448,2360,2300
1,80,840,840,650
2,80,870,840,650
3,80,840,840,650
4,80,870,840,650
5,80,870,840,650
6,80,870,840,650
7,80,870,840,650
8,80,870,840,650
9,80,870,835,650
10,80,870,840,650
11,80,840,840,650
12,80,840,840,650
1,81,213,143,93
2,81,215,120,93
3,81,213,158,93
4,81,215,158,93
5,81,215,158,93
6,81,213,158,93
7,81,213,143,93
8,81,215,158,93
9,81,215,158,93
10,81,215,158,93
11,81,215,143,93
12,81,213,158,93
1,82,4000,4000,4000
2,82,4000,4000,4000
3,82,4000,4000,4000
4,82,4000,4000,4000
5,82,4000,4000,4000
6,82,4000,4000,4000
7,82,4000,4000,4000
8,82,5370,5270,4000
9,82,4000,4000,4000
10,82,4000,4000,4000
11,82,4000,4000,4000
12,82,4000,4000,4000
1,83,623,335,300
2,83,623,335,300
3,83,623,335,300
4,83,623,323,300
5,83,623,323,300
6,83,483,323,300
7,83,623,335,300
8,83,623,323,300
9,83,623,323,300
10,83,623,323,300
11,83,603,335,300
12,83,623,335,300
1,84,1248,1100,1100
2,84,1398,1100,1100
3,84,1200,1100,1100
4,84,1398,1150,1100
5,84,1298,1100,1100
6,84,1250,1150,1100
7,84,1100,1100,1100
8,84,1398,1150,1100
9,84,2048,1150,1100
10,84,2048,1150,1100
11,84,1298,1100,1100
12,84,2048,1100,1100
1,85,2080,2681,2000
2,85,2081,2681,2000
3,85,2001,2681,2000
4,85,2680,2681,2000
5,85,2081,2681,2000
6,85,2731,2681,2000
7,85,2000,2681,2000
8,85,2081,2681,2000
9,85,2130,2681,2000
10,85,2080,2681,2000
11,85,2000,2681,2000
12,85,2081,2681,2000
1,86,5816,6916,4700
2,86,6916,6916,4700
3,86,4716,6916,4700
4,86,6916,6916,4700
5,86,6916,6916,4700
6,86,6916,6916,4700
7,86,6916,6916,4700
8,86,6916,6916,4700
9,86,6916,6916,4700
10,86,6916,6916,4700
11,86,4716,6916,4700
12,86,4716,6916,4700
1,87,11060,11060,6000
2,87,12060,11160,6000
3,87,11960,11160,6000
4,87,11960,11160,6000
5,87,12060,11160,6000
6,87,12060,11160,6000
7,87,12060,11160,6000
8,87,11960,11160,6000
9,87,11160,11160,6000
10,87,11960,11160,6000
11,87,11100,11160,6000
12,87,11160,11160,6000
1,88,3905,2415,2400
2,88,3420,3900,2400
3,88,3420,3900,2400
4,88,3920,3900,2400
5,88,3920,3900,2400
6,88,3905,3900,2400
7,88,2400,3900,2400
8,88,3420,3900,2400
9,88,3920,3900,2400
10,88,2400,3900,2400
11,88,3405,3900,2400
12,88,3420,3900,2400
1,89,1320,2570,1248
2,89,2570,2570,1248
3,89,2570,2570,1248
4,89,2570,2570,1248
5,89,2570,2570,1248
6,89,2570,2570,1248
7,89,2420,2570,1248
8,89,2570,2570,1248
9,89,2570,2570,1248
10,89,2570,2570,1248
11,89,2570,2570,1248
12,89,2420,2570,1248
1,90,2200,2450,1200
2,90,2900,2450,1200
3,90,2500,2450,1200
4,90,2500,2650,1200
5,90,2350,2450,1200
6,90,1950,2650,1200
7,90,2350,2450,1200
8,90,2950,2650,1200
9,90,3650,2650,1200
10,90,2650,2650,1200
11,90,2900,2450,1200
12,90,2200,2450,1200
1,91,2400,3840,2400
2,91,5040,3840,2400
3,91,3840,3840,2400
4,91,5040,3840,2400
5,91,5040,3840,2400
6,91,5040,3840,2400
7,91,4800,3840,2400
8,91,5040,3840,2400
9,91,5040,3840,2400
10,91,5040,3840,2400
11,91,3700,3840,2400
12,91,4800,3840,2400
1,92,4120,4000,4000
2,92,4555,4000,4000
3,92,4675,4000,4000
4,92,4675,4000,4000
5,92,4555,4000,4000
6,92,4120,4000,4000
7,92,4120,4000,4000
