Month,House,OGSA,Optimised,Preferred
1,10,2305,2175,2100
2,10,2305,2175,2100
3,10,2305,2230,2100
4,10,2305,2230,2100
5,10,2305,2230,2100
6,10,2305,2230,2100
7,10,2305,2175,2100
8,10,2305,2230,2100
9,10,2305,2230,2100
10,10,2305,2230,2100
11,10,2305,2175,2100
12,10,2305,2230,2100
1,11,2550,2670,2400
2,11,4720,2670,2400
3,11,2500,2670,2400
4,11,4650,2670,2400
5,11,4770,2670,2400
6,11,4650,2670,2400
7,11,2620,2670,2400
8,11,4770,2670,2400
9,11,4650,2670,2400
10,11,4720,2670,2400
11,11,4650,2670,2400
12,11,4600,2670,2400
1,12,6900,9300,6000
2,12,9600,9300,6000
3,12,9350,9300,6000
4,12,9650,9300,6000
5,12,9650,9300,6000
6,12,9650,9300,6000
7,12,9350,9300,6000
8,12,9650,9300,6000
9,12,9650,9300,6000
10,12,9650,9300,6000
11,12,9600,9300,6000
12,12,9300,9300,6000
1,13,3300,3300,2111
2,13,4500,3300,2111
3,13,4500,5400,2111
4,13,4500,5400,2111
5,13,4500,5400,2111
6,13,5400,5400,2111
7,13,4500,3300,2111
8,13,4500,5400,2111
9,13,6600,5400,2111
10,13,6600,4500,2111
11,13,2400,3300,2111
12,13,4500,3300,2111
1,14,1525,1105,1100
2,14,1605,1175,1100
3,14,1605,1105,1100
4,14,1605,1105,1100
5,14,1605,1175,1100
6,14,1605,1100,1100
7,14,1605,1105,1100
8,14,1605,1105,1100
9,14,1605,1100,1100
10,14,1605,1100,1100
11,14,1530,1105,1100
12,14,1525,1105,1100
1,15,4750,4400,2000
2,15,4761,4400,2000
3,15,4750,4400,2000
4,15,4761,4400,2000
5,15,4761,4400,2000
6,15,4761,3200,2000
7,15,4761,4400,2000
8,15,4761,4400,2000
9,15,4761,2750,2000
10,15,4761,4400,2000
11,15,4761,4400,2000
12,15,4761,4400,2000
1,16,8100,9100,6000
2,16,9400,9100,6000
3,16,9400,9100,6000
4,16,9400,9100,6000
5,16,9400,9100,6000
6,16,9100,9100,6000
7,16,8100,9100,6000
8,16,9400,9100,6000
9,16,9100,9100,6000
10,16,9400,9100,6000
11,16,9100,9100,6000
12,16,9400,9100,6000
1,17,6168,2868,2400
2,17,6768,5200,2400
3,17,4568,2868,2400
4,17,6768,4300,2400
5,17,6768,4300,2400
6,17,5268,4300,2400
7,17,6768,2868,2400
8,17,6768,2868,2400
9,17,6768,4300,2400
10,17,6768,4300,2400
11,17,5268,5200,2400
12,17,5268,2868,2400
1,18,1225,1188,1000
2,18,1263,1188,1000
3,18,1263,1188,1000
4,18,1263,1188,1000
5,18,1263,1188,1000
6,18,1263,1188,1000
7,18,1263,1188,1000
8,18,1263,1188,1000
9,18,1263,1188,1000
10,18,1263,1188,1000
11,18,1263,1188,1000
12,18,1263,1188,1000
1,19,3700,4902,2400
2,19,4900,4902,2400
3,19,4800,4902,2400
4,19,4902,4902,2400
5,19,4900,4902,2400
6,19,4900,4902,2400
7,19,4900,4902,2400
8,19,4900,4902,2400
9,19,4900,4902,2400
10,19,4900,4902,2400
11,19,4800,4902,2400
12,19,4902,4902,2400
1,20,10322,9600,6000
2,20,12722,12000,6000
3,20,12722,12000,6000
4,20,12722,12000,6000
5,20,12722,12000,6000
6,20,12722,12000,6000
7,20,12722,12000,6000
8,20,12722,12000,6000
9,20,12722,12000,6000
10,20,12722,12000,6000
11,20,12722,9600,6000
12,20,12722,12000,6000
1,21,4668,3600,6000
2,21,7068,7072,6000
3,21,6068,7072,6000
4,21,7068,7072,6000
5,21,7140,7072,6000
6,21,7068,7072,6000
7,21,6068,7072,6000
8,21,7140,7072,6000
9,21,4740,7072,6000
10,21,4740,7072,6000
11,21,6140,7072,6000
12,21,7068,7072,6000
1,22,760,745,550
2,22,775,745,550
3,22,775,745,550
4,22,775,745,550
5,22,775,745,550
6,22,775,745,550
7,22,775,745,550
8,22,775,745,550
9,22,775,745,550
10,22,775,745,550
11,22,760,745,550
12,22,760,745,550
1,23,4600,3025,2400
2,23,5225,5180,2400
3,23,5180,3025,2400
4,23,5225,5180,2400
5,23,5225,5180,2400
6,23,5225,5180,2400
7,23,5225,3025,2400
8,23,5225,5180,2400
9,23,3025,5180,2400
10,23,3025,5180,2400
11,23,5225,3025,2400
12,23,5225,3025,2400
1,24,1700,1705,900
2,24,1705,1705,900
3,24,1655,1705,900
4,24,1705,1705,900
5,24,1705,1705,900
6,24,1705,1705,900
7,24,1705,1705,900
8,24,1705,1705,900
9,24,1705,1705,900
10,24,1705,1705,900
11,24,1655,1705,900
12,24,1605,1705,900
1,25,5004,5704,5000
2,25,5704,5704,5000
3,25,5004,5704,5000
4,25,5704,5704,5000
5,25,5004,5704,5000
6,25,5004,5704,5000
7,25,5004,5704,5000
8,25,5704,5704,5000
9,25,5704,5704,5000
10,25,5704,5704,5000
11,25,5004,5704,5000
12,25,5004,5704,5000
1,26,4120,4120,2200
2,26,4128,4120,2200
3,26,3528,4120,2200
4,26,4128,4120,2200
5,26,4128,4120,2200
6,26,4128,4120,2200
7,26,4128,4120,2200
8,26,4128,4120,2200
9,26,4128,4120,2200
10,26,3528,4120,2200
11,26,2920,4120,2200
12,26,3528,4120,2200
1,27,2020,1240,1100
2,27,2170,1180,1100
3,27,2020,1240,1100
4,27,2170,1240,1100
5,27,2170,1240,1100
6,27,2170,1240,1100
7,27,2170,1240,1100
8,27,2170,1240,1100
9,27,2170,1240,1100
10,27,2170,1240,1100
11,27,2170,1240,1100
12,27,2020,1240,1100
1,28,3382,3300,2400
2,28,3432,3382,2400
3,28,3432,3382,2400
4,28,3432,3382,2400
5,28,3432,3382,2400
6,28,3432,3382,2400
7,28,3432,3382,2400
8,28,3432,3382,2400
9,28,3432,3382,2400
10,28,3432,3382,2400
11,28,3432,3382,2400
12,28,3432,3382,2400
1,29,2891,2816,2400
2,29,2891,2881,2400
3,29,2891,2816,2400
4,29,2891,2881,2400
5,29,2891,2881,2400
6,29,2891,2881,2400
7,29,2891,2816,2400
8,29,2891,2881,2400
9,29,2891,2881,2400
10,29,2891,2881,2400
11,29,2891,2816,2400
12,29,2891,2816,2400
1,30,10370,10250,6000
2,30,10370,10250,6000
3,30,10370,10250,6000
4,30,10370,10250,6000
5,30,10370,10250,6000
6,30,10370,9170,6000
7,30,9170,10250,6000
8,30,10370,9170,6000
9,30,10370,9170,6000
10,30,10370,10250,6000
11,30,9170,10250,6000
12,30,9170,10250,6000
1,31,3921,3921,2400
2,31,3925,3921,2400
3,31,3925,3921,2400
4,31,3925,3921,2400
5,31,3925,3921,2400
6,31,3925,3915,2400
7,31,3925,3921,2400
8,31,3925,3921,2400
9,31,3925,3915,2400
10,31,3925,3915,2400
11,31,3925,3921,2400
12,31,3915,3921,2400
1,32,6050,7343,5000
2,32,7343,7343,5000
3,32,7250,7343,5000
4,32,7343,7343,5000
5,32,7343,7343,5000
6,32,7343,7343,5000
7,32,7250,7343,5000
8,32,7343,7343,5000
9,32,7343,7343,5000
10,32,7343,7343,5000
11,32,7250,7343,5000
12,32,7250,7343,5000
1,33,4152,4452,2400
2,33,4452,4452,2400
3,33,4152,4452,2400
4,33,4452,4452,2400
5,33,4430,4452,2400
6,33,4452,4452,2400
7,33,4152,4452,2400
8,33,4482,4452,2400
9,33,4452,4452,2400
10,33,4400,4452,2400
11,33,4152,4452,2400
12,33,4482,4452,2400
1,34,3995,3475,2200
2,34,3995,2200,2200
3,34,3995,3475,2200
4,34,3995,3475,2200
5,34,3995,3475,2200
6,34,3995,3475,2200
7,34,3995,3475,2200
8,34,3995,3475,2200
9,34,3995,3475,2200
10,34,3995,3475,2200
11,34,3995,3475,2200
12,34,3995,3475,2200
1,35,2400,2400,2400
2,35,2838,2700,2400
3,35,2438,2400,2400
4,35,2739,2700,2400
5,35,2739,2700,2400
6,35,2739,2700,2400
7,35,2438,2400,2400
8,35,2739,2700,2400
9,35,2738,2700,2400
10,35,2739,2700,2400
11,35,2838,2400,2400
12,35,2739,2400,2400
1,36,3795,3795,1700
2,36,3795,3795,1700
3,36,3645,3795,1700
4,36,3795,3795,1700
5,36,3795,3795,1700
6,36,3795,3795,1700
7,36,3645,3795,1700
8,36,3795,3795,1700
9,36,3795,3795,1700
10,36,3795,3795,1700
11,36,3795,3795,1700
12,36,3795,3795,1700
1,37,3600,4600,2400
2,37,4700,4600,2400
3,37,4700,4600,2400
4,37,4700,4600,2400
5,37,4700,4600,2400
6,37,4700,4600,2400
7,37,3772,4600,2400
8,37,4772,4600,2400
9,37,4700,4600,2400
10,37,4700,4600,2400
11,37,3700,4600,2400
12,37,4600,4600,2400
1,38,4360,3810,2550
2,38,4510,4360,2550
3,38,3310,3810,2550
4,38,4510,4360,2550
5,38,4510,4360,2550
6,38,4510,4360,2550
7,38,2610,3810,2550
8,38,4510,4360,2550
9,38,4510,4360,2550
10,38,4510,4360,2550
11,38,3810,3810,2550
12,38,2610,3810,2550
1,39,614,700,600
2,39,716,700,600
3,39,704,700,600
4,39,716,700,600
5,39,714,700,600
6,39,700,700,600
7,39,710,700,600
8,39,702,700,600
9,39,714,610,600
10,39,716,700,600
11,39,614,700,600
12,39,710,700,600
1,40,2200,1200,2100
2,40,2200,1200,2100
3,40,2200,1200,2100
4,40,2200,1200,2100
5,40,2200,1200,2100
6,40,2200,1200,2100
7,40,2200,1200,2100
8,40,2200,1200,2100
9,40,2200,1200,2100
10,40,2200,1200,2100
11,40,2200,1200,2100
12,40,2200,1200,2100
1,41,7200,6000,2400
2,41,7200,6000,2400
3,41,6000,6000,2400
4,41,7200,6000,2400
5,41,7200,6000,2400
6,41,7200,6000,2400
7,41,7200,6000,2400
8,41,7200,6000,2400
9,41,7200,6000,2400
10,41,7200,6000,2400
11,41,7200,6000,2400
12,41,6000,6000,2400
1,42,5500,5100,5000
2,42,5505,5100,5000
3,42,5505,5100,5000
4,42,5505,5100,5000
5,42,5505,5100,5000
6,42,5505,5100,5000
7,42,5500,5100,5000
8,42,5505,5100,5000
9,42,5500,5100,5000
10,42,5505,5100,5000
11,42,5505,5100,5000
12,42,5505,5100,5000
1,43,5125,5595,5000
2,43,5775,5595,5000
3,43,5775,5595,5000
4,43,5775,5595,5000
5,43,5775,5595,5000
6,43,5595,5595,5000
7,43,5225,5595,5000
8,43,5775,5595,5000
9,43,5775,5595,5000
10,43,5775,5595,5000
11,43,5595,5595,5000
12,43,5225,5595,5000
1,44,1283,1338,1250
2,44,1338,1338,1250
3,44,1333,1338,1250
4,44,1333,1338,1250
5,44,1333,1338,1250
6,44,1333,1338,1250
7,44,1338,1338,1250
8,44,1333,1338,1250
9,44,1333,1338,1250
10,44,1333,1338,1250
11,44,1333,1338,1250
12,44,1333,1338,1250
1,45,9950,9720,6000
2,45,9950,9720,6000
3,45,9830,9720,6000
4,45,9950,9720,6000
5,45,9950,9720,6000
6,45,9950,9720,6000
7,45,9950,9720,6000
8,45,9950,9720,6000
9,45,9950,6350,6000
10,45,9950,9720,6000
11,45,9950,9720,6000
12,45,9950,9720,6000
1,46,2843,2276,2100
2,46,2926,2911,2100
3,46,2911,2911,2100
4,46,2926,2911,2100
5,46,2926,2911,2100
6,46,2926,2911,2100
7,46,2911,2911,2100
8,46,2926,2911,2100
9,46,2926,2911,2100
10,46,2926,2911,2100
11,46,2926,2911,2100
12,46,2858,2911,2100
1,47,11000,11008,6000
2,47,11068,11008,6000
3,47,11068,11008,6000
4,47,11068,11008,6000
5,47,11068,11008,6000
6,47,11068,11008,6000
7,47,11008,11008,6000
8,47,11068,11008,6000
9,47,11076,11008,6000
10,47,11068,11008,6000
11,47,11008,11008,6000
12,47,11068,11008,6000
1,48,5450,5550,2450
2,48,6200,5550,2450
3,48,6150,5550,2450
4,48,6200,5550,2450
5,48,6200,5550,2450
6,48,6200,5550,2450
7,48,3800,5550,2450
8,48,6200,5550,2450
9,48,6200,5550,2450
10,48,6200,5550,2450
11,48,6150,5550,2450
12,48,5500,5550,2450
1,49,2910,3960,2400
2,49,3960,3960,2400
3,49,3960,3960,2400
4,49,4260,3960,2400
5,49,4260,3960,2400
6,49,4260,3060,2400
7,49,3060,3960,2400
8,49,4260,3960,2400
9,49,4260,3060,2400
10,49,4260,3960,2400
11,49,3060,3960,2400
12,49,3060,3960,2400
1,50,2415,4500,2400
2,50,4515,4500,2400
3,50,4505,4500,2400
4,50,4605,4500,2400
5,50,4605,4500,2400
6,50,4500,4500,2400
7,50,4415,4500,2400
8,50,4515,4500,2400
9,50,4505,4500,2400
10,50,4605,4500,2400
11,50,4605,4500,2400
12,50,4415,4500,2400
1,51,9400,9400,6000
2,51,10800,8400,6000
3,51,9400,8400,6000
4,51,11800,8400,6000
5,51,11800,8400,6000
6,51,11800,8400,6000
7,51,8400,9400,6000
8,51,11800,8400,6000
9,51,11800,8400,6000
10,51,11800,8400,6000
11,51,11800,9400,6000
12,51,9400,8400,6000
1,52,3710,3500,2600
2,52,3810,2310,2600
3,52,3810,3600,2600
4,52,3810,3600,2600
5,52,3810,3600,2600
6,52,3810,3600,2600
7,52,3810,3600,2600
8,52,3810,3600,2600
9,52,3810,3600,2600
10,52,3810,3600,2600
11,52,3810,3500,2600
12,52,3810,3600,2600
1,53,5530,6130,5000
2,53,8530,6130,5000
3,53,7930,6130,5000
4,53,8530,6130,5000
5,53,8530,6130,5000
6,53,8530,6130,5000
7,53,5530,6130,5000
8,53,8530,6130,5000
9,53,8530,6130,5000
10,53,6130,6130,5000
11,53,6130,6130,5000
12,53,5530,6130,5000
1,54,4950,5650,4000
2,54,5700,5650,4000
3,54,5700,5650,4000
4,54,5700,5650,4000
5,54,5700,5650,4000
6,54,5700,5650,4000
7,54,5600,5650,4000
8,54,5700,5650,4000
9,54,5700,4800,4000
10,54,5700,5650,4000
11,54,5600,5650,4000
12,54,5600,5650,4000
1,55,2575,2535,2400
2,55,2610,2535,2400
3,55,2590,2535,2400
4,55,2590,2535,2400
5,55,2590,2535,2400
6,55,2610,2535,2400
7,55,2575,2535,2400
8,55,2595,2535,2400
9,55,2610,2400,2400
10,55,2595,2535,2400
11,55,2595,2535,2400
12,55,2575,2535,2400
1,56,2400,3985,2400
2,56,3145,3985,2400
3,56,4010,3985,2400
4,56,4045,3985,2400
5,56,4045,3985,2400
6,56,4045,3985,2400
7,56,3145,3985,2400
8,56,4045,3985,2400
9,56,3950,3985,2400
10,56,4010,3985,2400
11,56,4010,3985,2400
12,56,2495,3985,2400
1,57,3300,4080,2100
2,57,3980,4080,2100
3,57,3980,4080,2100
4,57,4080,4080,2100
5,57,4080,4080,2100
6,57,4080,4080,2100
7,57,3300,4080,2100
8,57,4080,4080,2100
9,57,3980,4080,2100
10,57,4080,4080,2100
11,57,3980,4080,2100
12,57,3330,4080,2100
1,58,3668,4689,3600
2,58,4689,4689,3600
3,58,4678,4689,3600
4,58,4689,4689,3600
5,58,4689,4689,3600
6,58,4689,4689,3600
7,58,4689,4689,3600
8,58,4689,4689,3600
9,58,4689,4689,3600
10,58,4689,4689,3600
11,58,3679,4689,3600
12,58,4689,4689,3600
1,59,9915,6315,6000
2,59,9915,6300,6000
3,59,9615,6315,6000
4,59,9615,6600,6000
5,59,9915,6315,6000
6,59,10215,9615,6000
7,59,9615,6300,6000
8,59,9915,6315,6000
9,59,9615,9615,6000
10,59,9915,9900,6000
11,59,9615,6300,6000
12,59,9615,6315,6000
1,60,2150,2100,1000
2,60,2158,2100,1000
3,60,1450,2100,1000
4,60,2158,2100,1000
5,60,2150,2100,1000
6,60,2150,2100,1000
7,60,2100,2100,1000
8,60,2150,2100,1000
9,60,2158,2100,1000
10,60,2158,2100,1000
11,60,2100,2100,1000
12,60,2150,2100,1000
1,61,9662,6066,6000
2,61,6000,6000,6000
3,61,9604,6066,6000
4,61,11666,9666,6000
5,61,11666,9666,6000
6,61,9604,9666,6000
7,61,9662,6066,6000
8,61,9666,9666,6000
9,61,11666,9666,6000
10,61,11666,9666,6000
11,61,9666,6066,6000
12,61,8066,6066,6000
1,62,4250,7880,3500
2,62,7880,7880,3500
3,62,5480,7880,3500
4,62,7880,7880,3500
5,62,7880,7880,3500
6,62,7880,7880,3500
7,62,5350,7880,3500
8,62,7880,7880,3500
9,62,7880,7880,3500
10,62,7880,7880,3500
11,62,7750,7880,3500
12,62,7750,7880,3500
1,63,5075,8100,5000
2,63,8175,8100,5000
3,63,7525,8100,5000
4,63,8175,8100,5000
5,63,8175,8100,5000
6,63,8175,8100,5000
7,63,5775,8100,5000
8,63,8175,8100,5000
9,63,8175,8100,5000
10,63,8175,8100,5000
11,63,7525,8100,5000
12,63,5050,8100,5000
1,64,2580,2625,2045
2,64,2625,2625,2045
3,64,2625,2625,2045
4,64,2625,2625,2045
5,64,2625,2625,2045
6,64,2625,2625,2045
7,64,2625,2625,2045
8,64,2625,2625,2045
9,64,2625,2625,2045
10,64,2625,2625,2045
11,64,2625,2625,2045
12,64,2625,2625,2045
1,65,1132,1132,1000
2,65,1200,1132,1000
3,65,1128,1132,1000
4,65,1200,1132,1000
5,65,1200,1132,1000
6,65,1200,1132,1000
7,65,1076,1132,1000
8,65,1200,1132,1000
9,65,1200,1132,1000
10,65,1200,1132,1000
11,65,1144,1132,1000
12,65,1144,1132,1000
1,66,2700,3200,1100
2,66,3200,3200,1100
3,66,3100,3200,1100
4,66,3200,3200,1100
5,66,3200,3200,1100
6,66,3200,3200,1100
7,66,3100,3200,1100
8,66,3200,3200,1100
9,66,3200,3200,1100
10,66,3200,3200,1100
11,66,3200,3200,1100
12,66,3100,3200,1100
1,67,2106,2701,2000
2,67,2701,2701,2000
3,67,2701,2701,2000
4,67,2701,2701,2000
5,67,2701,2701,2000
6,67,2701,2701,2000
7,67,2651,2701,2000
8,67,2701,2701,2000
9,67,2701,2701,2000
10,67,2701,2701,2000
11,67,2056,2701,2000
12,67,2701,2701,2000
1,68,2501,4500,2200
2,68,2500,4500,2200
3,68,3500,4500,2200
4,68,2501,4500,2200
5,68,3500,4500,2200
6,68,4500,4500,2200
7,68,4501,4500,2200
8,68,4500,4500,2200
9,68,3500,4500,2200
10,68,4500,4500,2200
11,68,4501,4500,2200
12,68,3500,4500,2200
1,69,2402,2400,2400
2,69,2462,2400,2400
3,69,2460,2400,2400
4,69,2462,2400,2400
5,69,2462,2400,2400
6,69,2462,2400,2400
7,69,2462,2400,2400
8,69,2462,2400,2400
9,69,2462,2400,2400
10,69,2462,2400,2400
11,69,2460,2400,2400
12,69,2462,2400,2400
1,70,3000,3120,1200
2,70,3158,3120,1200
3,70,3120,3120,1200
4,70,3158,3120,1200
5,70,3158,3120,1200
6,70,3158,3120,1200
7,70,3120,3120,1200
8,70,3158,3120,1200
9,70,3158,3120,1200
10,70,3158,3120,1200
11,70,3120,3120,1200
12,70,3120,3120,1200
1,71,1600,1600,1200
2,71,1730,1600,1200
3,71,1730,1600,1200
4,71,1730,1600,1200
5,71,1730,1600,1200
6,71,1730,1590,1200
7,71,1600,1600,1200
8,71,1730,1600,1200
9,71,1730,1590,1200
10,71,1730,1590,1200
11,71,1730,1600,1200
12,71,1730,1600,1200
1,72,415,415,400
2,72,415,415,400
3,72,400,415,400
4,72,415,415,400
5,72,415,415,400
6,72,415,415,400
7,72,400,415,400
8,72,415,415,400
9,72,415,415,400
10,72,415,415,400
11,72,400,415,400
12,72,400,415,400
1,73,3448,3400,2200
2,73,3548,3400,2200
3,73,3548,3448,2200
4,73,3548,3448,2200
5,73,3548,3448,2200
6,73,3548,3448,2200
7,73,3548,3400,2200
8,73,3548,3448,2200
9,73,3548,3448,2200
10,73,3548,3448,2200
11,73,3548,3400,2200
12,73,3448,3448,2200
1,74,3703,3703,3500
2,74,3703,3703,3500
3,74,3703,3703,3500
4,74,3703,3703,3500
5,74,3703,3703,3500
6,74,3703,3703,3500
7,74,3703,3703,3500
8,74,3703,3703,3500
9,74,3703,3703,3500
10,74,3703,3703,3500
11,74,3703,3703,3500
12,74,3703,3703,3500
1,75,450,550,350
2,75,505,550,350
3,75,605,550,350
4,75,550,550,350
5,75,605,550,350
6,75,505,550,350
7,75,505,550,350
8,75,505,550,350
9,75,550,550,350
10,75,550,550,350
11,75,450,550,350
12,75,430,550,350
1,76,9400,7708,7700
2,76,10500,7700,7700
3,76,10500,7708,7700
4,76,10500,7708,7700
5,76,10500,7708,7700
6,76,9400,7708,7700
7,76,9400,7708,7700
8,76,9408,7708,7700
9,76,10508,7708,7700
10,76,10500,7708,7700
11,76,10500,7708,7700
12,76,10500,7708,7700
1,77,4655,3500,3500
2,77,4755,4600,3500
3,77,5855,4600,3500
4,77,5855,4600,3500
5,77,4755,4600,3500
6,77,5855,3500,3500
7,77,4755,4600,3500
8,77,4755,4600,3500
9,77,5855,3500,3500
10,77,4755,3500,3500
11,77,4755,4600,3500
12,77,4755,4600,3500
1,78,5285,5135,5000
2,78,5285,5135,5000
3,78,5135,5135,5000
4,78,5285,5135,5000
5,78,5285,5135,5000
6,78,5285,5135,5000
7,78,5155,5135,5000
8,78,5285,5135,5000
9,78,5285,5135,5000
10,78,5285,5135,5000
11,78,5755,5605,5000
12,78,5285,5135,5000
1,79,2554,2400,2400
2,79,2554,2400,2400
3,79,2554,2400,2400
4,79,2554,2400,2400
5,79,2554,2554,2400
6,79,2554,2554,2400
7,79,2554,2400,2400
8,79,2554,2554,2400
9,79,2554,2400,2400
10,79,2554,2400,2400
11,79,2554,2400,2400
12,79,2554,2554,2400
1,80,157,192,120
2,80,277,192,120
3,80,157,192,120
4,80,277,192,120
5,80,277,192,120
6,80,277,122,120
7,80,227,192,120
8,80,277,122,120
9,80,277,120,120
10,80,277,122,120
11,80,277,192,120
12,80,277,192,120
1,81,185,236,130
2,81,235,236,130
3,81,235,236,130
4,81,236,236,130
5,81,235,236,130
6,81,235,236,130
7,81,235,236,130
8,81,235,236,130
9,81,235,236,130
10,81,236,236,130
11,81,236,236,130
12,81,235,236,130
1,82,1162,1359,1100
2,82,1359,1359,1100
3,82,1173,1359,1100
4,82,1359,1359,1100
5,82,1359,1359,1100
6,82,1303,1359,1100
7,82,1162,1359,1100
8,82,1303,1359,1100
9,82,1359,1359,1100
10,82,1359,1359,1100
11,82,1303,1359,1100
12,82,1303,1359,1100
1,83,2675,2675,2000
2,83,2677,2675,2000
3,83,2677,2675,2000
4,83,2677,2675,2000
5,83,2677,2675,2000
6,83,2677,2675,2000
7,83,2677,2675,2000
8,83,2677,2675,2000
9,83,2677,2675,2000
10,83,2677,2675,2000
11,83,2677,2675,2000
12,83,2677,2675,2000
1,84,10500,10552,3500
2,84,8352,10552,3500
3,84,8352,10552,3500
4,84,10552,10552,3500
5,84,10552,10552,3500
6,84,8352,10552,3500
7,84,8352,10552,3500
8,84,8352,10552,3500
9,84,10552,10552,3500
10,84,10552,10552,3500
11,84,10500,10552,3500
12,84,10500,10552,3500
1,85,2590,2500,1200
2,85,3700,2400,1200
3,85,3690,2500,1200
4,85,3790,2500,1200
5,85,3790,2500,1200
6,85,3790,2500,1200
7,85,3690,2500,1200
8,85,3790,2500,1200
9,85,3790,2500,1200
10,85,3790,2500,1200
11,85,3700,2400,1200
12,85,3790,2500,1200
1,86,6000,7720,3600
2,86,6820,7720,3600
3,86,6000,7720,3600
4,86,6700,7720,3600
5,86,6900,7720,3600
6,86,6700,7720,3600
7,86,6120,7720,3600
8,86,7600,7720,3600
9,86,6820,7720,3600
10,86,6820,7720,3600
11,86,6000,7720,3600
12,86,6700,7720,3600
1,87,2400,2690,2400
2,87,2610,2690,2400
3,87,2530,2690,2400
4,87,2810,2690,2400
5,87,2730,2690,2400
6,87,2810,2680,2400
7,87,2730,2690,2400
8,87,2610,2690,2400
9,87,2810,2680,2400
10,87,2730,2680,2400
11,87,2730,2690,2400
12,87,2480,2690,2400
1,88,3500,4830,2000
2,88,4830,4830,2000
3,88,4840,4830,2000
4,88,4970,4830,2000
5,88,4970,4830,2000
6,88,4830,4830,2000
7,88,4830,4830,2000
8,88,4830,4830,2000
9,88,4970,4830,2000
10,88,4970,4830,2000
11,88,4970,4830,2000
12,88,4830,4830,2000
1,89,1600,2700,1100
2,89,2750,2700,1100
3,89,2750,2700,1100
4,89,2754,2704,1100
5,89,2754,2704,1100
6,89,2700,2704,1100
7,89,2754,2700,1100
8,89,2750,2704,1100
9,89,2750,1650,1100
10,89,2754,2704,1100
11,89,2750,2700,1100
12,89,1750,2700,1100
1,90,524,450,300
2,90,599,450,300
3,90,599,450,300
4,90,599,450,300
5,90,599,450,300
6,90,599,449,300
7,90,599,450,300
8,90,599,450,300
9,90,599,449,300
10,90,599,449,300
11,90,599,450,300
12,90,599,450,300
1,91,3650,5880,3500
2,91,5750,5880,3500
3,91,3580,5880,3500
4,91,3580,5880,3500
5,91,3650,5880,3500
6,91,5880,5880,3500
7,91,3600,5880,3500
8,91,5780,5880,3500
9,91,3680,5880,3500
10,91,3680,5880,3500
11,91,3500,5880,3500
12,91,3500,5880,3500
1,92,1250,1250,1200
2,92,1252,1300,1200
