Month,House,Gecode,Gurobi,Limit,OGSA,Preferred
5,6,2200,2200,11000,2200,2200
6,6,2200,2200,11000,2200,2200
7,6,2200,2200,11000,2200,2200
8,6,2200,2200,11000,2200,2200
9,6,2200,2200,11000,2200,2200
10,6,2200,2200,11000,2200,2200
11,6,2200,2200,11000,2200,2200
12,6,2200,2200,11000,2200,2200
1,7,6000,6000,30000,6000,6000
2,7,6000,6000,30000,6000,6000
3,7,6000,6000,30000,6000,6000
4,7,6000,6000,30000,6000,6000
5,7,6000,6000,30000,6000,6000
6,7,6000,6000,30000,6000,6000
7,7,6000,6000,30000,6000,6000
8,7,6000,6000,30000,6000,6000
9,7,6000,6000,30000,6000,6000
10,7,6000,6000,30000,6000,6000
11,7,6000,6000,30000,6000,6000
12,7,6000,6000,30000,6000,6000
1,8,2500,2500,12000,2500,2500
2,8,2400,2400,12000,2400,2500
3,8,2400,2400,12000,2400,2500
4,8,2500,2500,12000,2500,2500
5,8,2500,2500,12000,2500,2500
6,8,2400,2400,12000,2400,2500
7,8,2400,2400,12000,2400,2500
8,8,2400,2400,12000,2400,2500
9,8,2400,2400,12000,2400,2500
10,8,2400,2400,12000,2402,2500
11,8,2400,2400,12000,2400,2500
12,8,2400,2400,12000,2400,2500
1,9,1538,1538,7500,1538,1500
2,9,1550,1550,7500,1550,1500
3,9,1538,1538,7500,1538,1500
4,9,1500,1500,7500,1500,1500
5,9,1500,1500,7500,1500,1500
6,9,1500,1500,7500,1500,1500
7,9,1500,1500,7500,1500,1500
8,9,1500,1500,7500,1500,1500
9,9,1500,1500,7500,1500,1500
10,9,1538,1538,7500,1538,1500
11,9,1500,1500,7500,1500,1500
12,9,1538,1538,7500,1538,1500
1,10,2400,2400,12000,2400,2400
2,10,2400,2400,12000,2400,2400
3,10,2400,2400,12000,2400,2400
4,10,2400,2400,12000,2400,2400
5,10,2400,2400,12000,2400,2400
6,10,2400,2400,12000,2400,2400
7,10,2400,2400,12000,2400,2400
8,10,2500,2500,12000,2500,2400
9,10,2400,2400,12000,2400,2400
10,10,2400,2400,12000,2400,2400
11,10,2400,2400,12000,2400,2400
12,10,2400,2400,12000,2400,2400
1,11,900,900,4500,900,900
2,11,900,900,4500,900,900
3,11,900,900,4500,900,900
4,11,900,900,4500,900,900
5,11,900,900,4500,900,900
6,11,900,900,4500,900,900
7,11,900,900,4500,900,900
8,11,900,900,4500,900,900
9,11,900,900,4500,900,900
10,11,900,900,4500,900,900
11,11,900,900,4500,900,900
12,11,900,900,4500,900,900
1,12,2200,2200,11000,2200,3900
2,12,2200,2200,11000,2200,3900
3,12,2200,2200,11000,2200,3900
4,12,2200,2200,11000,2200,3900
5,12,2200,2200,11000,2200,3900
6,12,2200,2200,11000,2200,3900
7,12,2200,2200,11000,2200,3900
8,12,2200,2200,11000,2200,3900
9,12,2200,2200,11000,2200,3900
10,12,2200,2200,11000,2200,3900
11,12,2200,2200,11000,2200,3900
12,12,2200,2200,11000,2200,3900
1,13,2200,2200,11000,2200,2200
2,13,2200,2200,11000,2200,2200
3,13,2200,2200,11000,2200,2200
4,13,2200,2200,11000,2200,2200
5,13,2200,2200,11000,2200,2200
6,13,2200,2200,11000,2200,2200
7,13,2200,2200,11000,2200,2200
8,13,2200,2200,11000,2200,2200
9,13,2200,2200,11000,2200,2200
10,13,2200,2200,11000,2200,2200
11,13,2200,2200,11000,2200,2200
12,13,2200,2200,11000,2200,2200
1,14,5800,5800,18000,3600,3600
2,14,3600,3600,18000,3600,3600
3,14,5800,5800,18000,5800,3600
4,14,5800,5800,18000,3600,3600
5,14,5800,5800,18000,3600,3600
6,14,5800,5800,18000,3600,3600
7,14,5800,5800,18000,3600,3600
8,14,3600,3600,18000,3600,3600
9,14,3600,3600,18000,3600,3600
10,14,5800,5800,18000,5800,3600
11,14,3600,3600,18000,3600,3600
12,14,5800,5800,18000,5800,3600
1,15,4000,4000,20000,4000,4000
2,15,4000,4000,20000,4000,4000
3,15,4000,4000,20000,4000,4000
4,15,4000,4000,20000,4000,4000
5,15,4072,4072,20000,4072,4000
6,15,4072,4072,20000,4072,4000
7,15,4072,4072,20000,4072,4000
8,15,4072,4072,20000,4072,4000
9,15,4000,4000,20000,4000,4000
10,15,4000,4000,20000,4000,4000
11,15,4000,4000,20000,4000,4000
12,15,4000,4000,20000,4000,4000
1,16,2400,2400,12000,2400,2400
2,16,2400,2400,12000,2400,2400
3,16,2400,2400,12000,2400,2400
4,16,2475,2475,12000,2400,2400
5,16,2475,2475,12000,2400,2400
6,16,2475,2475,12000,2400,2400
7,16,2475,2475,12000,2400,2400
8,16,2475,2475,12000,2400,2400
9,16,2475,2475,12000,2400,2400
10,16,2400,2400,12000,2400,2400
11,16,2400,2400,12000,2400,2400
12,16,2475,2475,12000,2400,2400
1,17,3600,3600,18000,3600,3600
2,17,3600,3600,18000,3600,3600
3,17,3600,3600,18000,3600,3600
4,17,3600,3600,18000,3600,3600
5,17,3600,3600,18000,3600,3600
6,17,3600,3600,18000,3600,3600
7,17,3600,3600,18000,3600,3600
8,17,3600,3600,18000,3600,3600
9,17,3600,3600,18000,3600,3600
10,17,3600,3600,18000,3600,3600
11,17,3600,3600,18000,3600,3600
12,17,3600,3600,18000,3600,3600
1,18,2400,2400,12000,2400,2400
2,18,2400,2400,12000,2400,2400
3,18,2400,2400,12000,2400,2400
4,18,2400,2400,12000,2400,2400
5,18,2400,2400,12000,2400,2400
6,18,2472,2472,12000,2472,2400
7,18,2400,2400,12000,2400,2400
8,18,2472,2472,12000,2472,2400
9,18,2400,2400,12000,2400,2400
10,18,2472,2472,12000,2472,2400
11,18,2400,2400,12000,2400,2400
12,18,2400,2400,12000,2400,2400
1,19,5000,5000,25000,5000,5000
2,19,5000,5000,25000,5000,5000
3,19,5000,5000,25000,5000,5000
4,19,5000,5000,25000,5000,5000
5,19,5000,5000,25000,5000,5000
6,19,5000,5000,25000,5000,5000
7,19,5000,5000,25000,5000,5000
8,19,5000,5000,25000,5000,5000
9,19,7000,7000,25000,7000,5000
10,19,7000,7000,25000,7000,5000
11,19,5000,5000,25000,5000,5000
12,19,5000,5000,25000,5000,5000
1,20,3500,3500,17500,3500,3500
2,20,3500,3500,17500,3500,3500
3,20,3500,3500,17500,3500,3500
4,20,3500,3500,17500,3500,3500
5,20,3500,3500,17500,3500,3500
6,20,4600,4600,17500,4600,3500
7,20,4600,3500,17500,4600,3500
8,20,3500,3500,17500,3500,3500
9,20,4600,4600,17500,4600,3500
10,20,3500,3500,17500,3500,3500
11,20,4600,4600,17500,4600,3500
12,20,3500,3500,17500,3500,3500
1,21,1700,1700,8500,2600,1700
2,21,1700,1700,8500,1700,1700
3,21,1700,1700,8500,2600,1700
4,21,1700,1700,8500,2600,1700
5,21,1700,1700,8500,2600,1700
6,21,2100,2100,8500,3800,1700
7,21,2900,2900,8500,3800,1700
8,21,3800,3800,8500,3800,1700
9,21,2600,2600,8500,2600,1700
10,21,2600,2600,8500,2600,1700
11,21,1700,1700,8500,2600,1700
12,21,2100,2100,8500,3800,1700
1,22,6900,6900,30000,6900,6080
2,22,6000,6000,30000,6900,6080
3,22,6900,6900,30000,6900,6080
4,22,6900,6900,30000,6900,6080
5,22,6900,6900,30000,6900,6080
6,22,6900,6900,30000,6900,6080
7,22,6900,6900,30000,6900,6080
8,22,6900,6900,30000,6900,6080
9,22,6900,6900,30000,6900,6080
10,22,6900,6900,30000,6900,6080
11,22,6000,6000,30000,6000,6080
12,22,6900,6900,30000,6900,6080
1,23,8000,8000,30000,9000,6000
2,23,8000,8000,30000,8000,6000
3,23,8000,8000,30000,8000,6000
4,23,8000,8000,30000,9000,6000
5,23,8000,8000,30000,9000,6000
6,23,9000,9000,30000,9000,6000
7,23,8000,8000,30000,8000,6000
8,23,9000,9000,30000,9000,6000
9,23,8000,8000,30000,9000,6000
10,23,8000,8000,30000,9000,6000
11,23,8000,8000,30000,8000,6000
12,23,8000,8000,30000,8000,6000
1,24,2400,2400,12000,2400,2400
2,24,2400,2400,12000,2400,2400
3,24,2400,2400,12000,2400,2400
4,24,2400,2400,12000,2400,2400
5,24,2400,2400,12000,2400,2400
6,24,2400,2400,12000,2400,2400
7,24,3300,3300,12000,3300,2400
8,24,2400,2400,12000,2400,2400
9,24,2400,2400,12000,2400,2400
10,24,2400,2400,12000,2400,2400
11,24,2400,2400,12000,2400,2400
12,24,2400,2400,12000,2400,2400
1,25,5000,5000,25000,6700,5000
2,25,6700,6700,25000,5000,5000
3,25,5000,5000,25000,5000,5000
4,25,6700,6700,25000,5000,5000
5,25,6700,6700,25000,5000,5000
6,25,6700,6700,25000,6700,5000
7,25,6700,6700,25000,5000,5000
8,25,6700,6700,25000,6700,5000
9,25,5000,5000,25000,6700,5000
10,25,5000,5000,25000,6700,5000
11,25,5000,5000,25000,5000,5000
12,25,6700,5000,25000,6700,5000
1,26,2400,2400,12000,2400,2400
2,26,2400,2400,12000,2400,2400
3,26,2400,2400,12000,2400,2400
4,26,2400,2400,12000,2400,2400
5,26,2400,2400,12000,2400,2400
6,26,2450,2450,12000,2450,2400
7,26,2400,2400,12000,2400,2400
8,26,2400,2400,12000,2400,2400
9,26,2400,2400,12000,2400,2400
10,26,2400,2400,12000,2400,2400
11,26,2400,2400,12000,2400,2400
12,26,2400,2400,12000,2400,2400
1,27,3600,3600,18000,3600,3601
2,27,3600,3600,18000,3600,3601
3,27,3601,3601,18000,3601,3601
4,27,3600,3600,18000,3600,3601
5,27,3601,3601,18000,3601,3601
6,27,3601,3601,18000,3601,3601
7,27,3600,3600,18000,3600,3601
8,27,4700,4700,18000,3601,3601
9,27,3600,3600,18000,3600,3601
10,27,3600,3600,18000,3600,3601
11,27,3600,3600,18000,3600,3601
12,27,3600,3600,18000,3600,3601
1,28,2100,2100,10500,2100,2100
2,28,2100,2100,10500,2100,2100
3,28,2100,2100,10500,2100,2100
4,28,2100,2100,10500,2100,2100
5,28,2100,2100,10500,2100,2100
6,28,2100,2100,10500,2100,2100
7,28,2100,2100,10500,2100,2100
8,28,2100,2100,10500,2100,2100
9,28,2100,2100,10500,2100,2100
10,28,2100,2100,10500,2100,2100
11,28,2100,2100,10500,2100,2100
12,28,2100,2100,10500,2100,2100
1,29,6400,6400,20000,4000,4000
2,29,4000,4000,20000,4000,4000
3,29,4000,4000,20000,4000,4000
4,29,4000,4000,20000,4000,4000
5,29,4400,4400,20000,4000,4000
6,29,8400,8400,20000,6000,4000
7,29,4400,4400,20000,4000,4000
8,29,6000,6000,20000,6000,4000
9,29,6400,6400,20000,4000,4000
10,29,6400,6400,20000,4000,4000
11,29,4000,4000,20000,4400,4000
12,29,6000,6000,20000,6000,4000
1,30,1200,1201,6000,1200,1200
2,30,1200,1200,6000,1200,1200
3,30,1200,1200,6000,1200,1200
4,30,1201,1201,6000,1201,1200
5,30,1201,1201,6000,1201,1200
6,30,1201,1201,6000,1201,1200
7,30,1200,1201,6000,1200,1200
8,30,1201,1201,6000,1201,1200
9,30,1201,1501,6000,1501,1200
10,30,1201,1201,6000,1201,1200
11,30,1200,1200,6000,1200,1200
12,30,1200,1200,6000,1200,1200
1,31,2400,2400,12000,2400,2400
2,31,2400,2400,12000,2400,2400
3,31,2400,2400,12000,2400,2400
4,31,2400,2400,12000,2400,2400
5,31,2400,2400,12000,2400,2400
6,31,2400,2400,12000,2400,2400
7,31,2400,2400,12000,2400,2400
8,31,4800,4800,12000,4800,2400
9,31,2400,2400,12000,2400,2400
10,31,2400,2400,12000,2400,2400
11,31,2400,2400,12000,2400,2400
12,31,2400,2400,12000,2400,2400
1,32,2400,2400,12000,2400,2400
2,32,4500,4500,12000,2400,2400
3,32,2400,2400,12000,2400,2400
4,32,4500,4500,12000,2400,2400
5,32,2400,2400,12000,2400,2400
6,32,2400,2400,12000,2400,2400
7,32,2400,2400,12000,2400,2400
8,32,2400,2400,12000,2400,2400
9,32,2400,2400,12000,2400,2400
10,32,4500,4500,12000,2400,2400
11,32,2400,2400,12000,2400,2400
12,32,2400,2400,12000,2400,2400
1,33,650,650,3250,650,650
2,33,650,650,3250,650,650
3,33,650,650,3250,650,650
4,33,650,650,3250,650,650
5,33,650,650,3250,650,650
6,33,650,650,3250,650,650
7,33,650,650,3250,650,650
8,33,650,650,3250,650,650
9,33,650,650,3250,650,650
10,33,650,650,3250,650,650
11,33,650,650,3250,650,650
12,33,650,650,3250,650,650
1,34,4093,4093,20000,4093,4000
2,34,4093,4093,20000,4093,4000
3,34,4093,4093,20000,4093,4000
4,34,4093,4093,20000,4093,4000
5,34,4093,4093,20000,4093,4000
6,34,4093,4093,20000,4093,4000
7,34,4093,4093,20000,4093,4000
8,34,4093,4093,20000,4093,4000
9,34,4093,4093,20000,4093,4000
10,34,4093,4093,20000,4093,4000
11,34,4093,4093,20000,4093,4000
12,34,4093,4093,20000,4093,4000
1,35,1250,1250,5000,1250,1500
2,35,1750,1750,5000,1750,1500
3,35,1250,1250,5000,1250,1500
4,35,1250,1250,5000,1250,1500
5,35,1250,1250,5000,1250,1500
6,35,1250,1250,5000,1250,1500
7,35,1400,1250,5000,1400,1500
8,35,1250,1250,5000,1250,1500
9,35,1250,1250,5000,1250,1500
10,35,1250,1250,5000,1250,1500
11,35,1750,1750,5000,1750,1500
12,35,1250,1250,5000,1250,1500
1,36,2400,2400,12000,2400,2400
2,36,2400,2400,12000,2400,2400
3,36,2400,2400,12000,2400,2400
4,36,2400,2400,12000,2400,2400
5,36,4800,4800,12000,4800,2400
6,36,4800,4800,12000,4800,2400
7,36,4800,4800,12000,4800,2400
8,36,4800,4800,12000,4800,2400
9,36,2400,2400,12000,2400,2400
10,36,2400,2400,12000,2400,2400
11,36,2400,2400,12000,2400,2400
12,36,2400,2400,12000,2400,2400
1,37,3100,3100,12000,3100,3100
2,37,5400,5400,12000,5400,3100
3,37,3100,3100,12000,3100,3100
4,37,3800,3800,12000,3800,3100
5,37,3100,3100,12000,3100,3100
6,37,3800,3800,12000,3800,3100
7,37,3100,3100,12000,3100,3100
8,37,3800,3800,12000,3800,3100
9,37,3800,3800,12000,3800,3100
10,37,3800,3800,12000,3800,3100
11,37,2400,2400,12000,2400,3100
12,37,3100,3100,12000,3100,3100
1,38,2400,2400,12000,2400,2400
2,38,2400,2400,12000,2400,2400
3,38,2400,2400,12000,2400,2400
4,38,2400,2400,12000,2400,2400
5,38,2400,2400,12000,2400,2400
6,38,2400,2400,12000,2400,2400
7,38,2400,2400,12000,2400,2400
8,38,2400,2400,12000,2400,2400
9,38,2400,2400,12000,2400,2400
10,38,2400,2400,12000,2400,2400
11,38,2400,2400,12000,2400,2400
12,38,2400,2400,12000,2400,2400
1,39,1000,1000,5000,1000,1000
2,39,1000,1000,5000,1000,1000
3,39,1000,1000,5000,1000,1000
4,39,1000,1000,5000,1000,1000
5,39,1000,1000,5000,1000,1000
6,39,1000,1000,5000,1000,1000
7,39,1000,1000,5000,1000,1000
8,39,1000,1000,5000,1000,1000
9,39,1000,1000,5000,1000,1000
10,39,1000,1000,5000,1000,1000
11,39,1000,1000,5000,1000,1000
12,39,1000,1000,5000,1000,1000
1,40,2400,2400,12000,2400,2400
2,40,2400,2400,12000,2400,2400
3,40,2400,2400,12000,2400,2400
4,40,2400,2400,12000,2400,2400
5,40,2400,2400,12000,2400,2400
6,40,2400,2400,12000,2400,2400
7,40,2400,2400,12000,2400,2400
8,40,2400,2400,12000,2400,2400
9,40,2400,2400,12000,2400,2400
10,40,2400,2400,12000,2400,2400
11,40,2400,2400,12000,2400,2400
12,40,2400,2400,12000,2400,2400
1,41,2900,2900,10000,2900,2015
2,41,2105,2105,10000,2105,2015
3,41,2900,2900,10000,2900,2015
4,41,2900,2900,10000,2900,2015
5,41,2900,2900,10000,2900,2015
6,41,2900,2900,10000,2900,2015
7,41,2900,2900,10000,2900,2015
8,41,2900,2900,10000,2900,2015
9,41,2900,2900,10000,2900,2015
10,41,2900,2900,10000,2900,2015
11,41,2900,2900,10000,2900,2015
12,41,2900,2900,10000,2900,2015
1,42,1200,1200,6000,2200,1200
2,42,1200,1200,6000,1200,1200
3,42,1200,1200,6000,1500,1200
4,42,1200,1200,6000,1500,1200
5,42,1500,1500,6000,1500,1200
6,42,2200,2200,6000,2200,1200
7,42,2200,2200,6000,2200,1200
8,42,2200,2200,6000,2200,1200
9,42,2200,2200,6000,2200,1200
10,42,1200,1200,6000,2200,1200
11,42,1200,1200,6000,1200,1200
12,42,1500,1500,6000,1500,1200
1,43,700,700,3500,700,700
2,43,700,700,3500,700,700
3,43,700,700,3500,700,700
4,43,700,700,3500,700,700
5,43,700,700,3500,700,700
6,43,700,700,3500,700,700
7,43,700,700,3500,700,700
8,43,700,700,3500,700,700
9,43,700,700,3500,700,700
10,43,700,700,3500,700,700
11,43,700,700,3500,700,700
12,43,700,700,3500,700,700
1,44,3600,3600,18000,3600,3600
2,44,3600,3600,18000,3600,3600
3,44,3600,3600,18000,3600,3600
4,44,3600,3600,18000,3600,3600
5,44,3600,3600,18000,3600,3600
6,44,5900,5900,18000,5900,3600
7,44,3600,3600,18000,3600,3600
8,44,3600,3600,18000,5900,3600
9,44,5900,5900,18000,3600,3600
10,44,3600,5900,18000,3600,3600
11,44,3600,3600,18000,3600,3600
12,44,3600,3600,18000,3600,3600
1,45,2000,2000,10000,2000,2000
2,45,2000,2000,10000,2000,2000
3,45,2000,2000,10000,2000,2000
4,45,2000,2000,10000,2000,2000
5,45,2000,2000,10000,2000,2000
6,45,2000,2000,10000,2000,2000
7,45,2000,2000,10000,2000,2000
8,45,2000,2000,10000,2000,2000
9,45,2600,2600,10000,2600,2000
10,45,2600,2600,10000,2600,2000
11,45,2000,2000,10000,2000,2000
12,45,2000,2000,10000,2000,2000
1,46,1250,1250,6000,1250,1200
2,46,1200,1200,6000,1200,1200
3,46,1200,1200,6000,1200,1200
4,46,1200,1200,6000,1200,1200
5,46,1200,1200,6000,1200,1200
6,46,1200,1200,6000,1200,1200
7,46,1200,1200,6000,1200,1200
8,46,1200,1200,6000,1200,1200
9,46,1200,1200,6000,1200,1200
10,46,1200,1200,6000,1200,1200
11,46,1200,1200,6000,1200,1200
12,46,1250,1250,6000,1250,1200
1,47,2400,2400,12000,2400,2400
2,47,2400,2400,12000,2400,2400
3,47,2400,2400,12000,2400,2400
4,47,2400,2400,12000,2400,2400
5,47,2400,2400,12000,2400,2400
6,47,2400,2400,12000,2400,2400
7,47,2400,2400,12000,2400,2400
8,47,2400,2400,12000,2400,2400
9,47,2400,2400,12000,2400,2400
10,47,2400,2400,12000,2400,2400
11,47,2400,2400,12000,2400,2400
12,47,2400,2400,12000,2400,2400
1,48,2400,2400,12000,2400,2400
2,48,4700,4700,12000,4700,2400
3,48,4700,4700,12000,4700,2400
4,48,2400,2400,12000,2400,2400
5,48,4700,4700,12000,4700,2400
6,48,4700,4700,12000,4700,2400
7,48,4700,4700,12000,4700,2400
8,48,6700,6700,12000,6700,2400
9,48,6700,6700,12000,6700,2400
10,48,4700,4700,12000,4700,2400
11,48,4700,4700,12000,4700,2400
12,48,2400,2400,12000,2400,2400
1,49,1200,1200,6000,1200,1200
2,49,1850,1850,6000,1850,1200
3,49,1200,1200,6000,1200,1200
4,49,1200,1200,6000,1200,1200
5,49,1200,1200,6000,1200,1200
6,49,1200,1200,6000,1200,1200
7,49,1200,1200,6000,1200,1200
8,49,1200,1200,6000,1200,1200
9,49,1200,1200,6000,1200,1200
10,49,1200,1200,6000,1200,1200
11,49,1200,1200,6000,1200,1200
12,49,1200,1200,6000,1200,1200
1,50,1200,1200,6000,1200,1200
2,50,1200,1200,6000,1200,1200
3,50,1200,1200,6000,1200,1200
4,50,1200,1200,6000,1200,1200
5,50,1200,1200,6000,1200,1200
6,50,1200,1200,6000,1200,1200
7,50,2400,2400,6000,2400,1200
8,50,2400,2400,6000,2400,1200
9,50,1200,1200,6000,1200,1200
10,50,1200,1200,6000,1200,1200
11,50,1200,1200,6000,1200,1200
12,50,1200,1200,6000,1200,1200
1,51,7200,7200,30000,7200,6000
2,51,6000,6000,30000,6000,6000
3,51,7200,7200,30000,7200,6000
4,51,7200,7200,30000,7200,6000
5,51,7200,7200,30000,7200,6000
6,51,7200,7200,30000,7200,6000
7,51,7200,7200,30000,7200,6000
8,51,7200,7200,30000,7200,6000
9,51,7200,7200,30000,7200,6000
10,51,7200,7200,30000,7200,6000
11,51,7200,7200,30000,7200,6000
12,51,7200,7200,30000,7200,6000
1,52,8800,8800,18000,8800,3700
2,52,7100,7100,18000,5200,3700
3,52,8800,8800,18000,8800,3700
4,52,8800,8800,18000,8800,3700
5,52,8800,8800,18000,8800,3700
6,52,8800,8800,18000,8800,3700
7,52,8800,8800,18000,8800,3700
8,52,7100,7100,18000,8800,3700
9,52,7100,7100,18000,5200,3700
10,52,8800,8800,18000,5200,3700
11,52,7100,7100,18000,7100,3700
12,52,8800,8800,18000,7100,3700
1,53,3600,3600,18000,3600,3600
2,53,3600,3600,18000,3600,3600
3,53,3600,3600,18000,3600,3600
4,53,3600,3600,18000,3650,3600
5,53,3600,3600,18000,3650,3600
6,53,3600,3600,18000,3650,3600
7,53,3600,3600,18000,3650,3600
8,53,3600,3600,18000,3650,3600
9,53,3600,3600,18000,3650,3600
10,53,3600,3600,18000,3650,3600
11,53,3600,3600,18000,3700,3600
12,53,3600,3600,18000,3700,3600
1,54,2400,2400,12000,2400,2400
2,54,2400,2400,12000,2400,2400
3,54,2400,2400,12000,2400,2400
4,54,2400,2400,12000,2400,2400
5,54,2400,2400,12000,2400,2400
6,54,2450,2450,12000,2450,2400
7,54,2400,2400,12000,2400,2400
8,54,2450,2450,12000,2450,2400
9,54,2400,2400,12000,2400,2400
10,54,2400,2400,12000,2400,2400
11,54,2400,2400,12000,2400,2400
12,54,2500,2500,12000,2500,2400
1,55,6000,6000,30000,6000,6000
2,55,6000,6000,30000,6000,6000
3,55,6000,6000,30000,6000,6000
4,55,6000,6000,30000,6002,6000
5,55,6002,6002,30000,6002,6000
6,55,6002,6002,30000,6002,6000
7,55,6000,6000,30000,6002,6000
8,55,6002,6002,30000,6002,6000
9,55,6000,6000,30000,6000,6000
10,55,6000,6000,30000,6002,6000
11,55,6000,6000,30000,6000,6000
12,55,6000,6000,30000,6000,6000
1,56,6400,6400,20000,6400,4000
2,56,6400,6400,20000,6400,4000
3,56,6400,6400,20000,6400,4000
4,56,6400,6400,20000,6400,4000
5,56,6400,6400,20000,6400,4000
6,56,6400,6400,20000,6400,4000
7,56,6400,6400,20000,6400,4000
8,56,6400,6400,20000,6400,4000
9,56,6400,6400,20000,6400,4000
10,56,6400,6400,20000,6400,4000
11,56,6400,6400,20000,6400,4000
12,56,6400,6400,20000,6400,4000
1,57,2400,2400,12000,2400,2400
2,57,2400,2400,12000,2400,2400
3,57,2400,2400,12000,2400,2400
4,57,2400,2400,12000,2400,2400
5,57,2400,2400,12000,2400,2400
6,57,2400,2400,12000,2400,2400
7,57,2400,2400,12000,2400,2400
8,57,2400,2400,12000,2400,2400
9,57,2400,2400,12000,2400,2400
10,57,2400,2400,12000,2400,2400
11,57,2400,2400,12000,2400,2400
12,57,2400,2400,12000,2400,2400
1,58,2100,2100,10500,2100,2100
2,58,2100,2100,10500,2100,2100
3,58,2100,2100,10500,2100,2100
4,58,2100,2100,10500,2100,2100
5,58,2100,2100,10500,2100,2100
6,58,2100,2100,10500,2100,2100
7,58,2100,2100,10500,2100,2100
8,58,2100,2100,10500,2100,2100
9,58,2100,2100,10500,2100,2100
10,58,2100,2100,10500,2100,2100
11,58,2500,2500,10500,2500,2100
12,58,2100,2100,10500,2100,2100
1,59,1200,1200,6000,1200,1200
2,59,1200,1200,6000,1200,1200
3,59,1200,1200,6000,1200,1200
4,59,1256,1256,6000,1256,1200
5,59,1256,1256,6000,1256,1200
6,59,1256,1256,6000,1256,1200
7,59,1200,1200,6000,1200,1200
8,59,1200,1200,6000,1200,1200
9,59,1200,1200,6000,1200,1200
10,59,1200,1200,6000,1200,1200
11,59,1200,1200,6000,1200,1200
12,59,1200,1200,6000,1200,1200
1,60,2300,2300,10000,2300,2300
2,60,2300,2300,10000,2300,2300
3,60,2300,2300,10000,2300,2300
4,60,2300,2300,10000,2300,2300
5,60,2000,2000,10000,2000,2300
6,60,2000,2000,10000,2000,2300
7,60,2000,2000,10000,2000,2300
8,60,2000,2000,10000,2000,2300
9,60,2000,2000,10000,2000,2300
10,60,2300,2300,10000,2300,2300
11,60,2300,2300,10000,2300,2300
12,60,2000,2000,10000,2000,2300
1,61,2300,2300,11500,2300,2300
2,61,2300,2300,11500,2300,2300
3,61,2300,2300,11500,2300,2300
4,61,2300,2300,11500,2300,2300
5,61,2300,2300,11500,2300,2300
6,61,2300,2300,11500,2300,2300
7,61,2300,2300,11500,2300,2300
8,61,2300,2300,11500,2300,2300
9,61,2300,2300,11500,2300,2300
10,61,2300,2300,11500,2300,2300
11,61,2300,2300,11500,2300,2300
12,61,2300,2300,11500,2300,2300
1,62,650,650,3250,650,650
2,62,650,650,3250,650,650
3,62,650,650,3250,650,650
4,62,650,650,3250,650,650
5,62,650,650,3250,650,650
6,62,650,650,3250,650,650
7,62,650,650,3250,650,650
8,62,650,650,3250,650,650
9,62,650,650,3250,650,650
10,62,650,650,3250,650,650
11,62,650,650,3250,650,650
