Month,House,OGSA,Optimised,Preferred
2,10,8051,6000,6000
3,10,8051,8000,6000
4,10,8051,8000,6000
5,10,8001,8000,6000
6,10,8051,8000,6000
7,10,8051,8000,6000
8,10,8001,8000,6000
9,10,8001,8000,6000
10,10,8001,8000,6000
11,10,8051,8000,6000
12,10,8001,8000,6000
1,11,2801,1601,1200
2,11,2801,1601,1200
3,11,2801,1601,1200
4,11,2801,2451,1200
5,11,2801,2451,1200
6,11,2801,2451,1200
7,11,2801,1601,1200
8,11,2801,2451,1200
9,11,2801,2451,1200
10,11,2801,2451,1200
11,11,2801,1601,1200
12,11,2801,2451,1200
1,12,600,668,600
2,12,683,668,600
3,12,600,668,600
4,12,683,668,600
5,12,683,668,600
6,12,668,668,600
7,12,600,668,600
8,12,703,668,600
9,12,703,668,600
10,12,668,668,600
11,12,615,668,600
12,12,668,668,600
1,13,4500,4850,2400
2,13,4800,4850,2400
3,13,4400,4850,2400
4,13,4800,4850,2400
5,13,4850,4850,2400
6,13,4800,4850,2400
7,13,4550,4850,2400
8,13,4850,4850,2400
9,13,4800,4850,2400
10,13,4850,4850,2400
11,13,4400,4850,2400
12,13,4400,4850,2400
1,14,4970,3960,3600
2,14,5270,3960,3600
3,14,5270,4170,3600
4,14,5270,4170,3600
5,14,5270,4170,3600
6,14,5270,4170,3600
7,14,5270,4170,3600
8,14,5270,4170,3600
9,14,5270,4170,3600
10,14,5270,4170,3600
11,14,5270,3960,3600
12,14,4970,4170,3600
1,15,1600,2850,1200
2,15,2850,2850,1200
3,15,2300,2850,1200
4,15,2700,2850,1200
5,15,2450,2850,1200
6,15,2850,2850,1200
7,15,1600,2850,1200
8,15,2700,2850,1200
9,15,2450,2850,1200
10,15,2300,2850,1200
11,15,2700,2850,1200
12,15,1300,2850,1200
1,16,765,786,600
2,16,801,786,600
3,16,785,786,600
4,16,801,786,600
5,16,801,786,600
6,16,801,786,600
7,16,786,786,600
8,16,801,786,600
9,16,801,786,600
10,16,801,786,600
11,16,786,786,600
12,16,786,786,600
1,17,5100,5111,5056
2,17,5217,5206,5056
3,17,5100,5111,5056
4,17,5217,5206,5056
5,17,5217,5206,5056
6,17,5100,5206,5056
7,17,5167,5111,5056
8,17,5156,5206,5056
9,17,5206,5206,5056
10,17,5217,5206,5056
11,17,5156,5111,5056
12,17,5217,5111,5056
1,18,3800,3920,1200
2,18,3920,3920,1200
3,18,2600,3920,1200
4,18,3800,3920,1200
5,18,3800,3920,1200
6,18,3800,3920,1200
7,18,2800,3920,1200
8,18,3800,3920,1200
9,18,3800,3920,1200
10,18,3800,3920,1200
11,18,3400,3920,1200
12,18,2720,3920,1200
1,19,1562,1810,1000
2,19,2772,1810,1000
3,19,2172,2110,1000
4,19,2772,2110,1000
5,19,2772,2110,1000
6,19,2772,2110,1000
7,19,2772,1810,1000
8,19,2772,2110,1000
9,19,2772,2110,1000
10,19,2772,2110,1000
11,19,2772,1810,1000
12,19,2772,2110,1000
1,20,1087,1148,1015
2,20,1250,1178,1015
3,20,1250,1148,1015
4,20,1250,1178,1015
5,20,1250,1178,1015
6,20,1250,1178,1015
7,20,1235,1148,1015
8,20,1250,1178,1015
9,20,1250,1178,1015
10,20,1250,1178,1015
11,20,1250,1148,1015
12,20,1235,1148,1015
1,21,7900,15300,5000
2,21,15300,15300,5000
3,21,12900,15300,5000
4,21,14800,15300,5000
5,21,12900,15300,5000
6,21,10300,15300,5000
7,21,9800,15300,5000
8,21,12900,15300,5000
9,21,9800,15300,5000
10,21,15300,15300,5000
11,21,7900,15300,5000
12,21,7900,15300,5000
1,22,2350,2406,1200
2,22,2425,2406,1200
3,22,2350,2406,1200
4,22,2350,2406,1200
5,22,2425,2406,1200
6,22,2425,2406,1200
7,22,2350,2406,1200
8,22,2406,2406,1200
9,22,2350,2406,1200
10,22,2350,2406,1200
11,22,2350,2406,1200
12,22,2350,2406,1200
1,23,4000,4938,3500
2,23,6138,4938,3500
3,23,6138,4938,3500
4,23,6138,5638,3500
5,23,6138,4938,3500
6,23,6138,5638,3500
7,23,6138,4938,3500
8,23,6138,5638,3500
9,23,6138,5638,3500
10,23,6138,5638,3500
11,23,6138,4938,3500
12,23,6138,4938,3500
1,24,2650,1750,1200
2,24,2650,1840,1200
3,24,1750,1750,1200
4,24,2650,1840,1200
5,24,2740,1840,1200
6,24,2740,1840,1200
7,24,1840,1750,1200
8,24,2650,1840,1200
9,24,2240,1840,1200
10,24,2650,1840,1200
11,24,2150,1750,1200
12,24,1840,1750,1200
1,25,2590,3510,2472
2,25,3590,3510,2472
3,25,2590,3510,2472
4,25,3590,3510,2472
5,25,3590,3510,2472
6,25,3590,3510,2472
7,25,3590,3510,2472
8,25,3590,3510,2472
9,25,3590,3510,2472
10,25,3590,3510,2472
11,25,2590,3510,2472
12,25,3510,3510,2472
1,26,6800,4700,4100
2,26,6838,6538,4100
3,26,6538,6538,4100
4,26,6838,6538,4100
5,26,6838,6538,4100
6,26,6838,6538,4100
7,26,6538,6538,4100
8,26,6838,6538,4100
9,26,6838,6538,4100
10,26,6838,6538,4100
11,26,6838,6538,4100
12,26,6838,6538,4100
1,27,3615,5165,3600
2,27,5165,5165,3600
3,27,4815,5165,3600
4,27,5165,5165,3600
5,27,6265,5165,3600
6,27,5165,5165,3600
7,27,3965,5165,3600
8,27,6265,5165,3600
9,27,5165,5165,3600
10,27,5915,5165,3600
11,27,3615,5165,3600
12,27,4815,5165,3600
1,28,1980,3200,1700
2,28,3200,3200,1700
3,28,3200,3200,1700
4,28,3200,3200,1700
5,28,3200,3200,1700
6,28,3200,3200,1700
7,28,3070,3200,1700
8,28,3200,3200,1700
9,28,3200,3200,1700
10,28,3200,3200,1700
11,28,3200,3200,1700
12,28,1970,3200,1700
1,29,11800,11950,6000
2,29,12100,11950,6000
3,29,11800,11950,6000
4,29,12100,11950,6000
5,29,12100,11950,6000
6,29,12100,11450,6000
7,29,11800,11950,6000
8,29,12100,11950,6000
9,29,12100,11450,6000
10,29,12100,11450,6000
11,29,11800,11950,6000
12,29,11800,11950,6000
1,30,7075,6085,5000
2,30,7085,7075,5000
3,30,7075,6085,5000
4,30,7085,7075,5000
5,30,7085,7075,5000
6,30,7085,7075,5000
7,30,7085,6085,5000
8,30,7085,7075,5000
9,30,7085,7075,5000
10,30,7085,7075,5000
11,30,7085,6085,5000
12,30,7085,6085,5000
1,31,4800,6425,4800
2,31,6425,6425,4800
3,31,6300,6425,4800
4,31,6425,6425,4800
5,31,6375,6425,4800
6,31,6375,6425,4800
7,31,3975,6425,4800
8,31,6425,6425,4800
9,31,6425,6425,4800
10,31,6425,6425,4800
11,31,3975,6425,4800
12,31,4800,6425,4800
1,32,6300,6420,5800
2,32,6420,6420,5800
3,32,6400,6420,5800
4,32,6420,6420,5800
5,32,6420,6420,5800
6,32,6420,6420,5800
7,32,3600,6420,5800
8,32,6420,6420,5800
9,32,6400,6420,5800
10,32,6420,6420,5800
11,32,6400,6420,5800
12,32,6420,6420,5800
1,33,196,311,130
2,33,245,311,130
3,33,265,311,130
4,33,311,311,130
5,33,276,311,130
6,33,221,311,130
7,33,231,311,130
8,33,265,311,130
9,33,265,311,130
10,33,276,311,130
11,33,185,311,130
12,33,245,311,130
1,34,7545,6400,4000
2,34,8745,9945,4000
3,34,8745,6445,4000
4,34,8745,9945,4000
5,34,8745,9945,4000
6,34,11145,9945,4000
7,34,5900,6445,4000
8,34,11145,9945,4000
9,34,8745,9945,4000
10,34,7645,9945,4000
11,34,11100,6400,4000
12,34,8700,6445,4000
1,35,6478,6493,6000
2,35,6493,6493,6000
3,35,6478,6493,6000
4,35,6493,6493,6000
5,35,6493,6493,6000
6,35,6493,6493,6000
7,35,6493,6493,6000
8,35,6493,6493,6000
9,35,6493,6493,6000
10,35,6493,6493,6000
11,35,6493,6493,6000
12,35,6478,6493,6000
1,36,720,685,400
2,36,720,685,400
3,36,685,685,400
4,36,720,685,400
5,36,725,685,400
6,36,725,650,400
7,36,720,685,400
8,36,725,685,400
9,36,725,650,400
10,36,725,650,400
11,36,725,685,400
12,36,720,685,400
1,37,12100,15700,11000
2,37,18100,15700,11000
3,37,18100,15700,11000
4,37,18100,15700,11000
5,37,18100,15700,11000
6,37,18100,12100,11000
7,37,18100,15700,11000
8,37,18100,15700,11000
9,37,18100,12100,11000
10,37,18100,12100,11000
11,37,18100,15700,11000
12,37,18100,15700,11000
1,38,10800,6000,5000
2,38,10801,8401,5000
3,38,6001,6000,5000
4,38,10801,8401,5000
5,38,10801,8401,5000
6,38,10801,8401,5000
7,38,8401,6000,5000
8,38,10801,8401,5000
9,38,10801,8401,5000
10,38,10801,8401,5000
11,38,10800,6000,5000
12,38,10800,6000,5000
1,39,1630,1641,1200
2,39,1693,1641,1200
3,39,1693,1641,1200
4,39,1693,1641,1200
5,39,1693,1641,1200
6,39,1693,1641,1200
7,39,1693,1641,1200
8,39,1693,1641,1200
9,39,1693,1641,1200
10,39,1693,1641,1200
11,39,1693,1641,1200
12,39,1693,1641,1200
1,40,2160,2110,1200
2,40,2160,2110,1200
3,40,2160,2110,1200
4,40,2260,2110,1200
5,40,2260,2110,1200
6,40,2260,2110,1200
7,40,2160,2110,1200
8,40,2160,2110,1200
9,40,2160,2110,1200
10,40,2160,2110,1200
11,40,2260,2110,1200
12,40,1560,2110,1200
1,41,630,702,500
2,41,802,702,500
3,41,692,702,500
4,41,802,702,500
5,41,802,702,500
6,41,802,682,500
7,41,702,702,500
8,41,802,702,500
9,41,802,682,500
10,41,802,682,500
11,41,802,702,500
12,41,802,702,500
1,42,1102,1402,1400
2,42,1488,1402,1400
3,42,1488,1402,1400
4,42,1488,1402,1400
5,42,1488,1402,1400
6,42,1486,1402,1400
7,42,1188,1402,1400
8,42,1486,1402,1400
9,42,1477,1402,1400
10,42,1488,1402,1400
11,42,1111,1402,1400
12,42,1411,1402,1400
1,43,2100,2700,2100
2,43,2910,2700,2100
3,43,2745,2700,2100
4,43,3210,2700,2100
5,43,3045,2700,2100
6,43,3255,2400,2100
7,43,2910,2700,2100
8,43,2910,2700,2100
9,43,3255,2400,2100
10,43,3000,2400,2100
11,43,3000,2700,2100
12,43,3210,2700,2100
1,44,1005,1905,1000
2,44,2002,1905,1000
3,44,1900,1905,1000
4,44,1905,1905,1000
5,44,1907,1905,1000
6,44,2005,1905,1000
7,44,1900,1905,1000
8,44,2002,1905,1000
9,44,2005,1905,1000
10,44,2007,1905,1000
11,44,1900,1905,1000
12,44,2000,1905,1000
1,45,2900,4175,2400
2,45,4101,4175,2400
3,45,2901,4175,2400
4,45,4101,4175,2400
5,45,4101,4175,2400
6,45,4175,4175,2400
7,45,2901,4175,2400
8,45,4101,4175,2400
9,45,4101,4175,2400
10,45,4176,4175,2400
11,45,4101,4175,2400
12,45,2901,4175,2400
1,46,374,350,350
2,46,522,350,350
3,46,502,350,350
4,46,522,350,350
5,46,522,350,350
6,46,506,350,350
7,46,354,350,350
8,46,526,354,350
9,46,506,354,350
10,46,518,350,350
11,46,502,350,350
12,46,502,350,350
1,47,2502,4630,2372
2,47,4702,4630,2372
3,47,4702,4630,2372
4,47,4702,4630,2372
5,47,4702,4630,2372
6,47,4630,4630,2372
7,47,3630,4630,2372
8,47,4702,4630,2372
9,47,4702,3502,2372
10,47,4702,4630,2372
11,47,2502,4630,2372
12,47,2502,4630,2372
1,48,770,843,550
2,48,723,843,550
3,48,555,843,550
4,48,843,843,550
5,48,723,843,550
6,48,723,843,550
7,48,723,843,550
8,48,723,843,550
9,48,723,843,550
10,48,723,843,550
11,48,723,843,550
12,48,623,843,550
1,49,1620,1615,1200
2,49,1620,1615,1200
3,49,1635,1615,1200
4,49,1635,1615,1200
5,49,1635,1615,1200
6,49,1635,1605,1200
7,49,1620,1615,1200
8,49,1635,1615,1200
9,49,1635,1605,1200
10,49,1635,1605,1200
11,49,1620,1615,1200
12,49,1620,1615,1200
1,50,5950,5950,2400
2,50,5950,5950,2400
3,50,5950,5950,2400
4,50,6018,5950,2400
5,50,6018,5950,2400
6,50,6018,5950,2400
7,50,6018,5950,2400
8,50,6018,5950,2400
9,50,5950,5950,2400
10,50,5950,5950,2400
11,50,6018,5950,2400
12,50,5950,5950,2400
1,51,201,236,93
2,51,236,236,93
3,51,216,236,93
4,51,236,236,93
5,51,236,236,93
6,51,236,236,93
7,51,201,236,93
8,51,236,236,93
9,51,236,236,93
10,51,236,236,93
11,51,236,236,93
12,51,201,236,93
1,52,4623,4631,2400
2,52,4631,4631,2400
3,52,4623,4631,2400
4,52,4631,4631,2400
5,52,4631,4631,2400
6,52,4631,4631,2400
7,52,4623,4631,2400
8,52,4631,4631,2400
9,52,4631,4631,2400
10,52,4631,4631,2400
11,52,4601,4631,2400
12,52,4623,4631,2400
1,53,4680,4600,3500
2,53,4690,4600,3500
3,53,4680,4600,3500
4,53,4690,4600,3500
5,53,4690,4600,3500
6,53,4690,4600,3500
7,53,4690,4600,3500
8,53,4690,4600,3500
9,53,4690,4600,3500
10,53,4690,4600,3500
11,53,4690,4600,3500
12,53,4690,4600,3500
1,54,3600,3722,2400
2,54,3722,3722,2400
3,54,3602,3722,2400
4,54,3722,3722,2400
5,54,3722,3722,2400
6,54,3722,3722,2400
7,54,3122,3722,2400
8,54,3722,3722,2400
9,54,3722,3722,2400
10,54,3722,3722,2400
11,54,3720,3722,2400
12,54,3720,3722,2400
1,55,1423,1413,1293
2,55,1443,1413,1293
3,55,1443,1413,1293
4,55,1443,1413,1293
5,55,1443,1413,1293
6,55,1443,1413,1293
7,55,1303,1413,1293
8,55,1443,1413,1293
9,55,1443,1313,1293
10,55,1443,1413,1293
11,55,1433,1413,1293
12,55,1443,1413,1293
1,56,7000,7220,6000
2,56,7148,7220,6000
3,56,7000,7220,6000
4,56,7148,7220,6000
5,56,7148,7220,6000
6,56,7203,7220,6000
7,56,7148,7220,6000
8,56,7203,7220,6000
9,56,7148,7220,6000
10,56,7148,7220,6000
11,56,7148,7220,6000
12,56,7220,7220,6000
1,57,2400,2800,1200
2,57,4000,3400,1200
3,57,3400,2800,1200
4,57,3415,3400,1200
5,57,3400,3400,1200
6,57,2800,3400,1200
7,57,3000,2800,1200
8,57,3400,3400,1200
9,57,3415,3400,1200
10,57,3415,3400,1200
11,57,2400,2800,1200
12,57,3000,2800,1200
1,58,4775,3127,2400
2,58,4827,3127,2400
3,58,4175,3127,2400
4,58,4775,2427,2400
5,58,4827,3127,2400
6,58,4775,2427,2400
7,58,4700,3127,2400
8,58,4775,2427,2400
9,58,4775,2427,2400
10,58,4827,2427,2400
11,58,4827,3127,2400
12,58,4775,3127,2400
1,59,1800,2400,1000
2,59,2500,2400,1000
3,59,2500,2400,1000
4,59,1900,2400,1000
5,59,2500,2400,1000
6,59,2400,2400,1000
7,59,1900,2400,1000
8,59,2500,2400,1000
9,59,1900,1500,1000
10,59,2500,2400,1000
11,59,1800,2400,1000
12,59,2500,2400,1000
1,60,850,730,700
2,60,865,730,700
3,60,865,775,700
4,60,865,790,700
5,60,865,790,700
6,60,865,745,700
7,60,865,775,700
8,60,865,790,700
9,60,865,745,700
10,60,865,745,700
11,60,865,730,700
12,60,865,775,700
1,61,1341,1293,1100
2,61,1441,1293,1100
3,61,1441,1293,1100
4,61,1441,1293,1100
5,61,1441,1293,1100
6,61,1441,1293,1100
7,61,1441,1293,1100
8,61,1441,1293,1100
9,61,1441,1293,1100
10,61,1441,1293,1100
11,61,1341,1293,1100
12,61,1341,1293,1100
1,62,3775,3775,2400
2,62,6175,5875,2400
3,62,5175,3775,2400
4,62,6175,5875,2400
5,62,6175,5875,2400
6,62,6175,5875,2400
7,62,5875,3775,2400
8,62,6175,5875,2400
9,62,6175,5875,2400
10,62,6175,5875,2400
11,62,3775,3775,2400
12,62,5175,3775,2400
1,63,3515,4215,2400
2,63,4223,4215,2400
3,63,4223,4215,2400
4,63,4223,4215,2400
5,63,4223,4215,2400
6,63,4223,4215,2400
7,63,4223,4215,2400
8,63,4223,4215,2400
9,63,4223,4215,2400
10,63,4223,4215,2400
11,63,4200,4215,2400
12,63,3108,4215,2400
1,64,1590,1645,1200
2,64,1645,1645,1200
3,64,1555,1645,1200
4,64,1645,1645,1200
5,64,1645,1645,1200
6,64,1645,1645,1200
7,64,1500,1645,1200
8,64,1645,1645,1200
9,64,1645,1645,1200
10,64,1645,1645,1200
11,64,1555,1645,1200
12,64,1500,1645,1200
1,65,2980,1830,1200
2,65,2430,1830,1200
3,65,1780,1830,1200
4,65,2980,1830,1200
5,65,2980,1830,1200
6,65,2980,1830,1200
7,65,1830,1830,1200
8,65,2980,1830,1200
9,65,2980,1830,1200
10,65,2480,1830,1200
11,65,1280,1830,1200
12,65,2480,1830,1200
1,66,1750,1216,1200
2,66,1859,1765,1200
3,66,1751,1765,1200
4,66,1859,1765,1200
5,66,1859,1765,1200
6,66,1859,1765,1200
7,66,1844,1765,1200
8,66,1859,1765,1200
9,66,1859,1765,1200
10,66,1859,1765,1200
11,66,1859,1765,1200
12,66,1766,1765,1200
1,67,2580,3780,1200
2,67,3780,3780,1200
3,67,3780,3780,1200
4,67,3780,3780,1200
5,67,3780,3780,1200
6,67,3780,3780,1200
7,67,3780,3780,1200
8,67,3780,3780,1200
9,67,3780,3780,1200
10,67,3780,3780,1200
11,67,3780,3780,1200
12,67,3780,3780,1200
1,68,4940,4940,3600
2,68,4942,4940,3600
3,68,4800,4940,3600
4,68,4942,4940,3600
5,68,4942,4940,3600
6,68,4942,4940,3600
7,68,4800,4940,3600
8,68,4942,4940,3600
9,68,4997,4940,3600
10,68,4942,4940,3600
11,68,4800,4940,3600
12,68,4942,4940,3600
1,69,3750,3750,2000
2,69,4665,4650,2000
3,69,4650,3750,2000
4,69,4650,4650,2000
5,69,4650,4650,2000
6,69,4650,4650,2000
7,69,4665,3750,2000
8,69,4665,4650,2000
9,69,4650,4650,2000
10,69,4100,4650,2000
11,69,4100,3750,2000
12,69,4100,3750,2000
1,70,4700,4886,3500
2,70,4742,4886,3500
3,70,4890,4886,3500
4,70,4742,4886,3500
5,70,4890,4886,3500
6,70,4742,4886,3500
7,70,4704,4886,3500
8,70,4742,4886,3500
9,70,4886,4886,3500
10,70,4886,4886,3500
11,70,4704,4886,3500
12,70,4704,4886,3500
1,71,10093,7000,6093
2,71,6000,6000,6093
3,71,11393,7000,6093
4,71,11393,11000,6093
5,71,11393,11000,6093
6,71,11393,11000,6093
7,71,10093,7000,6093
8,71,11393,11000,6093
9,71,6000,6000,6093
10,71,11393,11000,6093
11,71,6000,6000,6093
12,71,6393,7000,6093
1,72,11060,11110,6050
2,72,11110,11110,6050
3,72,11110,11110,6050
4,72,11110,11110,6050
5,72,11110,11110,6050
6,72,11110,11110,6050
7,72,11110,11110,6050
8,72,11110,11110,6050
9,72,11110,11110,6050
10,72,11110,11110,6050
11,72,11110,11110,6050
12,72,11060,11110,6050
1,73,4727,4727,4000
2,73,4779,4724,4000
3,73,4779,4727,4000
4,73,4779,4727,4000
5,73,4779,4727,4000
6,73,4779,4727,4000
7,73,4779,4727,4000
8,73,4779,4727,4000
9,73,4779,4727,4000
10,73,4779,4727,4000
11,73,4779,4724,4000
12,73,4779,4727,4000
1,74,1365,1250,600
2,74,1865,1100,600
3,74,1865,1250,600
4,74,1865,1265,600
5,74,1865,1250,600
6,74,1865,1265,600
7,74,1865,1250,600
8,74,1865,1265,600
9,74,1865,1265,600
10,74,1865,1265,600
11,74,1865,1250,600
12,74,1865,1265,600
1,75,3600,4150,3600
2,75,3660,4150,3600
3,75,3660,4150,3600
4,75,3660,4150,3600
5,75,4210,4150,3600
6,75,3760,4150,3600
7,75,3660,4150,3600
8,75,4010,4150,3600
9,75,4210,4150,3600
10,75,3860,4150,3600
11,75,3700,4150,3600
12,75,3660,4150,3600
1,76,4013,2420,2411
2,76,4024,2420,2411
3,76,4013,2420,2411
4,76,4024,2431,2411
5,76,4013,2420,2411
6,76,4024,2431,2411
7,76,4013,2420,2411
8,76,4013,2431,2411
9,76,4024,2431,2411
10,76,4024,2431,2411
11,76,2524,2420,2411
12,76,4013,2420,2411
1,77,3772,3672,2400
2,77,3772,3672,2400
3,77,3772,3672,2400
4,77,3772,3672,2400
5,77,3772,3672,2400
6,77,3772,3672,2400
7,77,3772,3672,2400
8,77,3772,3672,2400
9,77,3772,2572,2400
10,77,3772,3672,2400
11,77,3772,3672,2400
12,77,3772,3672,2400
1,78,2860,2450,2300
2,78,3000,2450,2300
3,78,2860,2450,2300
4,78,3000,2450,2300
5,78,3000,2450,2300
6,78,3000,2310,2300
7,78,2860,2450,2300
8,78,3000,2450,2300
9,78,2860,2310,2300
10,78,3000,2310,2300
11,78,2860,2450,2300
12,78,2860,2450,2300
1,79,5000,6386,5000
2,79,6306,6386,5000
3,79,5780,6386,5000
4,79,6386,6386,5000
5,79,6306,6386,5000
6,79,6306,6386,5000
7,79,5700,6386,5000
8,79,6306,6386,5000
9,79,6306,6386,5000
10,79,6306,6386,5000
11,79,6330,6386,5000
12,79,5756,6386,5000
1,80,4480,2720,2400
2,80,4720,4640,2400
3,80,2600,2720,2400
4,80,4720,4640,2400
5,80,4720,4640,2400
6,80,4720,4640,2400
7,80,4720,2720,2400
8,80,2720,4640,2400
9,80,4600,4640,2400
10,80,4720,4640,2400
11,80,4720,2720,2400
12,80,2480,2720,2400
1,81,7495,7495,6000
2,81,7495,7495,6000
3,81,7495,7495,6000
4,81,7495,7495,6000
5,81,7495,7495,6000
6,81,7495,7495,6000
7,81,7495,7495,6000
8,81,7495,7495,6000
9,81,7495,7495,6000
10,81,7495,7495,6000
11,81,7495,7495,6000
12,81,7495,7495,6000
1,82,3235,5695,2400
2,82,4495,5695,2400
3,82,4435,5695,2400
4,82,5635,5695,2400
5,82,4495,5695,2400
6,82,5695,5695,2400
7,82,5695,5695,2400
8,82,4495,5695,2400
9,82,5635,5695,2400
10,82,4435,5695,2400
11,82,5635,5695,2400
12,82,4435,5695,2400
1,83,1372,2422,1200
2,83,2422,2422,1200
3,83,1372,2422,1200
4,83,2422,2422,1200
5,83,2372,2422,1200
6,83,1422,2422,1200
7,83,2252,2422,1200
8,83,2422,2422,1200
9,83,2422,2422,1200
10,83,2422,2422,1200
11,83,2372,2422,1200
12,83,1422,2422,1200
1,84,2745,3856,2400
2,84,2756,2756,2400
3,84,3845,3856,2400
4,84,2756,2756,2400
5,84,2756,2756,2400
6,84,2756,2756,2400
7,84,2745,2756,2400
8,84,2756,2756,2400
9,84,2756,2756,2400
10,84,2756,2756,2400
11,84,2756,2756,2400
12,84,3845,3856,2400
1,85,900,900,900
2,85,900,900,900
3,85,1005,955,900
4,85,955,1005,900
5,85,955,1005,900
6,85,955,1015,900
7,85,955,955,900
8,85,1155,1015,900
9,85,1155,1015,900
10,85,1205,1015,900
11,85,900,900,900
12,85,900,900,900
1,86,280,418,150
2,86,280,418,150
3,86,280,418,150
4,86,280,418,150
5,86,428,418,150
6,86,280,418,150
7,86,278,418,150
8,86,280,418,150
9,86,418,278,150
10,86,278,418,150
11,86,280,418,150
12,86,278,418,150
1,87,6153,6346,6000
2,87,6253,6346,6000
3,87,6346,6346,6000
4,87,6346,6346,6000
5,87,6346,6346,6000
6,87,6346,6346,6000
7,87,6346,6346,6000
8,87,6253,6346,6000
9,87,6253,6346,6000
10,87,6346,6346,6000
11,87,6253,6346,6000
12,87,6346,6346,6000
1,88,2395,2395,1220
2,88,2440,2395,1220
3,88,2395,2395,1220
4,88,2395,2395,1220
5,88,2440,2395,1220
6,88,2395,2395,1220
7,88,2440,2395,1220
8,88,2440,2395,1220
9,88,2440,2395,1220
10,88,2395,2395,1220
11,88,2440,2395,1220
12,88,2395,2395,1220
1,89,8000,7022,6000
2,89,8122,8050,6000
3,89,7022,7022,6000
4,89,8122,8050,6000
5,89,8122,8050,6000
6,89,7222,8050,6000
7,89,7222,7022,6000
8,89,8122,8050,6000
9,89,8122,8050,6000
10,89,8122,8050,6000
11,89,7222,7022,6000
12,89,7222,7022,6000
1,90,2320,2252,2200
2,90,3572,2252,2200
3,90,3452,2252,2200
4,90,3572,2252,2200
5,90,3520,2252,2200
6,90,3520,2252,2200
7,90,3452,2252,2200
8,90,3572,2252,2200
9,90,3572,2252,2200
10,90,3577,2252,2200
11,90,3572,2252,2200
12,90,3520,2252,2200
1,91,4720,2520,2400
2,91,4824,4600,2400
3,91,2520,2520,2400
4,91,4824,4600,2400
5,91,4704,4600,2400
6,91,4724,4600,2400
7,91,2524,2520,2400
8,91,4724,4600,2400
9,91,4824,4600,2400
10,91,4824,4700,2400
11,91,4724,2520,2400
12,91,4604,2520,2400
1,92,2472,2400,2800
2,92,2892,2400,2800
3,92,2892,2400,2800
4,92,2892,2400,2800
5,92,5292,2872,2800
6,92,5292,2872,2800
7,92,2892,2872,2800
8,92,5292,2872,2800
9,92,2892,2400,2800
10,92,2892,2400,2800
11,92,2892,2400,2800
12,92,2892,2872,2800
1,93,2350,2250,1200
2,93,3450,2250,1200
3,93,2370,2250,1200
