Month,House,Limit,OGSA,Optimised,Preferred
6,8,5000,2368,2368,1000
7,8,5000,2368,2368,1000
8,8,5000,2368,2368,1000
9,8,5000,2368,2368,1000
10,8,5000,2368,2368,1000
11,8,5000,2368,2368,1000
12,8,5000,2368,2368,1000
1,9,5000,1101,1401,1000
2,9,5000,1451,1401,1000
3,9,5000,1101,1401,1000
4,9,5000,1451,1401,1000
5,9,5000,1451,1401,1000
6,9,5000,1401,1401,1000
7,9,5000,1151,1401,1000
8,9,5000,1151,1401,1000
9,9,5000,1151,1401,1000
10,9,5000,1451,1401,1000
11,9,5000,1100,1401,1000
12,9,5000,1151,1401,1000
1,10,12000,3970,3670,2400
2,10,12000,5170,5170,2400
3,10,12000,5115,3915,2400
4,10,12000,5170,5170,2400
5,10,12000,5170,5170,2400
6,10,12000,5170,5170,2400
7,10,12000,3970,3915,2400
8,10,12000,5170,5170,2400
9,10,12000,5170,5170,2400
10,10,12000,5170,5170,2400
11,10,12000,3970,3915,2400
12,10,12000,3970,3915,2400
1,11,6000,1625,1625,1200
2,11,6000,1625,1625,1200
3,11,6000,1625,1625,1200
4,11,6000,1625,1625,1200
5,11,6000,1625,1625,1200
6,11,6000,1625,1625,1200
7,11,6000,1625,1625,1200
8,11,6000,1625,1625,1200
9,11,6000,1625,1625,1200
10,11,6000,1625,1625,1200
11,11,6000,1625,1625,1200
12,11,6000,1625,1625,1200
1,12,17500,3573,3568,3500
2,12,17500,3580,3570,3500
3,12,17500,3578,3568,3500
4,12,17500,3580,3570,3500
5,12,17500,3580,3570,3500
6,12,17500,3580,3570,3500
7,12,17500,3578,3568,3500
8,12,17500,3578,3570,3500
9,12,17500,3578,3570,3500
10,12,17500,3578,3570,3500
11,12,17500,3578,3568,3500
12,12,17500,3578,3568,3500
1,13,6000,3162,2812,1200
2,13,6000,2812,2812,1200
3,13,6000,2462,2812,1200
4,13,6000,2812,2812,1200
5,13,6000,3162,2812,1200
6,13,6000,3162,2812,1200
7,13,6000,2462,1962,1200
8,13,6000,2812,2812,1200
9,13,6000,3162,2812,1200
10,13,6000,2812,2812,1200
11,13,6000,1962,1962,1200
12,13,6000,1962,2812,1200
1,14,6000,1280,1280,1200
2,14,6000,1360,1285,1200
3,14,6000,1355,1285,1200
4,14,6000,1360,1285,1200
5,14,6000,1360,1285,1200
6,14,6000,1448,1373,1200
7,14,6000,1355,1285,1200
8,14,6000,1448,1373,1200
9,14,6000,1453,1373,1200
10,14,6000,1360,1280,1200
11,14,6000,1355,1285,1200
12,14,6000,1355,1285,1200
1,15,5500,1386,1386,1100
2,15,5500,1386,1386,1100
3,15,5500,1386,1386,1100
4,15,5500,1386,1386,1100
5,15,5500,1386,1386,1100
6,15,5500,1386,1386,1100
7,15,5500,1386,1386,1100
8,15,5500,1386,1386,1100
9,15,5500,1386,1386,1100
10,15,5500,1386,1386,1100
11,15,5500,1386,1386,1100
12,15,5500,1386,1386,1100
1,16,3500,750,700,700
2,16,3500,868,700,700
3,16,3500,812,700,700
4,16,3500,868,700,700
5,16,3500,812,700,700
6,16,3500,812,756,700
7,16,3500,868,700,700
8,16,3500,812,756,700
9,16,3500,868,756,700
10,16,3500,868,700,700
11,16,3500,887,700,700
12,16,3500,812,700,700
1,17,12000,4160,4160,2400
2,17,12000,4760,3060,2400
3,17,12000,4760,4160,2400
4,17,12000,4760,4160,2400
5,17,12000,4760,4160,2400
6,17,12000,4760,4160,2400
7,17,12000,4760,4160,2400
8,17,12000,4760,4160,2400
9,17,12000,4760,4160,2400
10,17,12000,4760,4160,2400
11,17,12000,4760,4160,2400
12,17,12000,4760,4160,2400
1,18,6000,1705,1705,1200
2,18,6000,1705,1705,1200
3,18,6000,1705,1705,1200
4,18,6000,1716,1705,1200
5,18,6000,1705,1705,1200
6,18,6000,1705,1705,1200
7,18,6000,1705,1705,1200
8,18,6000,1705,1705,1200
9,18,6000,1705,1705,1200
10,18,6000,1705,1705,1200
11,18,6000,1716,1705,1200
12,18,6000,1716,1705,1200
1,19,4500,1622,1700,900
2,19,4500,2422,1772,900
3,19,4500,2272,1700,900
4,19,4500,2422,1772,900
5,19,4500,2422,1772,900
6,19,4500,1622,1772,900
7,19,4500,1550,1700,900
8,19,4500,2422,1772,900
9,19,4500,2272,1772,900
10,19,4500,2422,1772,900
11,19,4500,2272,1700,900
12,19,4500,2272,1700,900
1,20,12000,2530,3080,2400
2,20,12000,3140,3080,2400
3,20,12000,3135,3080,2400
4,20,12000,3135,3080,2400
5,20,12000,3085,3080,2400
6,20,12000,3140,3080,2400
7,20,12000,3080,3080,2400
8,20,12000,3080,3080,2400
9,20,12000,3140,3080,2400
10,20,12000,3140,3080,2400
11,20,12000,3135,3080,2400
12,20,12000,2950,3080,2400
1,21,12000,3692,5672,2400
2,21,12000,5692,5672,2400
3,21,12000,5620,5672,2400
4,21,12000,5620,5672,2400
5,21,12000,5692,5672,2400
6,21,12000,5620,5672,2400
7,21,12000,4420,5672,2400
8,21,12000,5692,5672,2400
9,21,12000,4420,5672,2400
10,21,12000,4420,5672,2400
11,21,12000,4400,5672,2400
12,21,12000,3620,5672,2400
1,22,12000,2700,2625,2400
2,22,12000,2775,2625,2400
3,22,12000,2700,2625,2400
4,22,12000,2700,2625,2400
5,22,12000,2700,2625,2400
6,22,12000,2600,2625,2400
7,22,12000,2700,2625,2400
8,22,12000,2775,2625,2400
9,22,12000,2775,2625,2400
10,22,12000,2775,2625,2400
11,22,12000,2775,2625,2400
12,22,12000,2675,2625,2400
1,23,12000,3783,3990,2400
2,23,12000,3783,4083,2400
3,23,12000,3600,3990,2400
4,23,12000,4083,4083,2400
5,23,12000,3783,4083,2400
6,23,12000,4083,4083,2400
7,23,12000,3993,3990,2400
8,23,12000,4083,4083,2400
9,23,12000,4083,4083,2400
10,23,12000,4083,4083,2400
11,23,12000,3600,3990,2400
12,23,12000,2883,3990,2400
1,24,12000,2400,2400,2400
2,24,12000,2400,2400,2400
3,24,12000,2400,2400,2400
4,24,12000,2400,2400,2400
5,24,12000,2400,2400,2400
6,24,12000,2400,2400,2400
7,24,12000,2400,2400,2400
8,24,12000,2400,2400,2400
9,24,12000,2400,2400,2400
10,24,12000,2400,2400,2400
11,24,12000,2400,2400,2400
12,24,12000,2400,2400,2400
1,25,25000,10148,8648,5000
2,25,25000,10148,9048,5000
3,25,25000,10148,9048,5000
4,25,25000,10148,9048,5000
5,25,25000,10148,9048,5000
6,25,25000,10148,8648,5000
7,25,25000,10148,9048,5000
8,25,25000,10148,9048,5000
9,25,25000,10148,8648,5000
10,25,25000,10148,8648,5000
11,25,25000,10148,9048,5000
12,25,25000,10148,9048,5000
1,26,12000,5988,5840,2400
2,26,12000,5988,5848,2400
3,26,12000,5988,5840,2400
4,26,12000,5988,5848,2400
5,26,12000,5988,5848,2400
6,26,12000,5848,5840,2400
7,26,12000,5988,5840,2400
8,26,12000,5848,5848,2400
9,26,12000,5988,5840,2400
10,26,12000,5988,5840,2400
11,26,12000,5840,5840,2400
12,26,12000,5840,5840,2400
1,27,12000,4885,3485,2400
2,27,12000,5885,5885,2400
3,27,12000,5885,4885,2400
4,27,12000,5885,5885,2400
5,27,12000,5885,5885,2400
6,27,12000,5885,5885,2400
7,27,12000,4885,4885,2400
8,27,12000,5885,5885,2400
9,27,12000,5885,5885,2400
10,27,12000,5885,5885,2400
11,27,12000,4885,4885,2400
12,27,12000,5885,4885,2400
1,28,12000,5270,5200,2400
2,28,12000,5270,5150,2400
3,28,12000,5320,5200,2400
4,28,12000,5320,5200,2400
5,28,12000,5320,5200,2400
6,28,12000,5270,5150,2400
7,28,12000,4770,5200,2400
8,28,12000,5270,5150,2400
9,28,12000,5270,5150,2400
10,28,12000,5320,5200,2400
11,28,12000,5270,5150,2400
12,28,12000,5320,5200,2400
1,29,5000,1185,1290,1000
2,29,5000,1325,1290,1000
3,29,5000,1325,1290,1000
4,29,5000,1325,1290,1000
5,29,5000,1325,1290,1000
6,29,5000,1325,1290,1000
7,29,5000,1325,1290,1000
8,29,5000,1325,1290,1000
9,29,5000,1325,1290,1000
10,29,5000,1325,1290,1000
11,29,5000,1325,1290,1000
12,29,5000,1325,1290,1000
1,30,8500,1912,1940,1700
2,30,8500,1955,1942,1700
3,30,8500,1942,1942,1700
4,30,8500,1957,1942,1700
5,30,8500,1955,1942,1700
6,30,8500,1955,1942,1700
7,30,8500,1940,1940,1700
8,30,8500,1955,1942,1700
9,30,8500,1955,1942,1700
10,30,8500,1955,1942,1700
11,30,8500,1957,1942,1700
12,30,8500,1955,1942,1700
1,31,8500,2750,3600,1848
2,31,8500,3798,3600,1848
3,31,8500,3798,3600,1848
4,31,8500,3798,3600,1848
5,31,8500,3798,3600,1848
6,31,8500,3798,3600,1848
7,31,8500,3798,3600,1848
8,31,8500,3798,3600,1848
9,31,8500,3798,3600,1848
10,31,8500,3798,3600,1848
11,31,8500,3798,3600,1848
12,31,8500,3798,3600,1848
1,32,12000,4700,3640,2400
2,32,12000,4840,4840,2400
3,32,12000,4700,4840,2400
4,32,12000,4840,4840,2400
5,32,12000,4840,4840,2400
6,32,12000,4840,4840,2400
7,32,12000,4700,4840,2400
8,32,12000,4840,4840,2400
9,32,12000,4840,4840,2400
10,32,12000,4840,4840,2400
11,32,12000,4840,4840,2400
12,32,12000,4896,4840,2400
1,33,30000,6650,7560,6000
2,33,30000,6675,7560,6000
3,33,30000,6665,7560,6000
4,33,30000,6675,7560,6000
5,33,30000,7575,7560,6000
6,33,30000,6675,7560,6000
7,33,30000,6665,7560,6000
8,33,30000,7575,7560,6000
9,33,30000,7575,7560,6000
10,33,30000,6675,7560,6000
11,33,30000,6675,7560,6000
12,33,30000,7575,7560,6000
1,34,17500,5750,4750,3500
2,34,17500,5785,5785,3500
3,34,17500,5750,5750,3500
4,34,17500,5785,5785,3500
5,34,17500,5785,5785,3500
6,34,17500,5785,5785,3500
7,34,17500,5750,5750,3500
8,34,17500,5785,5785,3500
9,34,17500,5785,5785,3500
10,34,17500,5785,5785,3500
11,34,17500,5785,5750,3500
12,34,17500,5785,5750,3500
1,35,3000,690,690,600
2,35,3000,780,690,600
3,35,3000,615,690,600
4,35,3000,900,690,600
5,35,3000,900,690,600
6,35,3000,900,690,600
7,35,3000,780,690,600
8,35,3000,690,690,600
9,35,3000,780,690,600
10,35,3000,990,690,600
11,35,3000,900,690,600
12,35,3000,690,690,600
1,36,17500,5600,4300,3500
2,36,17500,7872,7772,3500
3,36,17500,7872,4300,3500
4,36,17500,7872,7800,3500
5,36,17500,7872,7800,3500
6,36,17500,7872,7800,3500
7,36,17500,7800,4300,3500
8,36,17500,7872,7800,3500
9,36,17500,7872,7800,3500
10,36,17500,7872,7800,3500
11,36,17500,7872,4300,3500
12,36,17500,7872,4300,3500
1,37,12000,2530,3230,2400
2,37,12000,4730,3230,2400
3,37,12000,4730,3230,2400
4,37,12000,4730,3230,2400
5,37,12000,4730,3230,2400
6,37,12000,4805,3230,2400
7,37,12000,4730,3230,2400
8,37,12000,4805,3230,2400
9,37,12000,4730,3230,2400
10,37,12000,4805,3230,2400
11,37,12000,4730,3230,2400
12,37,12000,4730,3230,2400
1,38,12000,3155,4355,2400
2,38,12000,4355,4355,2400
3,38,12000,4355,4355,2400
4,38,12000,4355,4355,2400
5,38,12000,4355,4355,2400
6,38,12000,4495,4355,2400
7,38,12000,4355,4355,2400
8,38,12000,4355,4355,2400
9,38,12000,4495,4355,2400
10,38,12000,4355,4355,2400
11,38,12000,4355,4355,2400
12,38,12000,4355,4355,2400
1,39,30000,7052,6000,6000
2,39,30000,8552,7500,6000
3,39,30000,8552,6000,6000
4,39,30000,8552,7500,6000
5,39,30000,8552,7500,6000
6,39,30000,8552,6000,6000
7,39,30000,8552,6000,6000
8,39,30000,8552,6000,6000
9,39,30000,8552,6000,6000
10,39,30000,8552,7500,6000
11,39,30000,7052,6000,6000
12,39,30000,7052,6000,6000
1,40,30000,6015,6098,6000
2,40,30000,8513,8498,6000
3,40,30000,8513,6098,6000
4,40,30000,8513,8498,6000
5,40,30000,8513,8498,6000
6,40,30000,8513,8498,6000
7,40,30000,8400,6098,6000
8,40,30000,8513,8498,6000
9,40,30000,8513,8498,6000
10,40,30000,8513,8498,6000
11,40,30000,8498,6098,6000
12,40,30000,8513,6098,6000
1,41,18000,4762,3662,3600
2,41,18000,5962,5900,3600
3,41,18000,5900,4700,3600
4,41,18000,6020,5900,3600
5,41,18000,6082,5900,3600
6,41,18000,6082,5900,3600
7,41,18000,4820,4700,3600
8,41,18000,5962,5900,3600
9,41,18000,5962,5900,3600
10,41,18000,6082,5900,3600
11,41,18000,5900,4700,3600
12,41,18000,4700,4700,3600
1,42,10500,2152,2152,2100
2,42,10500,3152,3152,2100
3,42,10500,3102,3100,2100
4,42,10500,3152,3152,2100
5,42,10500,3152,3152,2100
6,42,10500,3152,3152,2100
7,42,10500,3152,3100,2100
8,42,10500,3152,3152,2100
9,42,10500,3152,3152,2100
10,42,10500,3152,3152,2100
11,42,10500,3152,3100,2100
12,42,10500,3152,3100,2100
1,43,12000,5780,4500,2400
2,43,12000,6180,5780,2400
3,43,12000,5780,5700,2400
4,43,12000,6180,5780,2400
5,43,12000,6180,5780,2400
6,43,12000,6180,5780,2400
7,43,12000,6180,5700,2400
8,43,12000,5780,5780,2400
9,43,12000,6180,4080,2400
10,43,12000,6180,5780,2400
11,43,12000,6180,5700,2400
12,43,12000,6180,5700,2400
1,44,12000,4775,4200,2475
2,44,12000,4775,4275,2475
3,44,12000,4275,4275,2475
4,44,12000,4775,4275,2475
5,44,12000,4775,4275,2475
6,44,12000,4775,4275,2475
7,44,12000,4775,4275,2475
8,44,12000,4775,4275,2475
9,44,12000,4775,4275,2475
10,44,12000,4775,4275,2475
11,44,12000,4775,4275,2475
12,44,12000,4700,4275,2475
1,45,10000,2215,3370,2000
2,45,10000,3275,3415,2000
3,45,10000,2075,3415,2000
4,45,10000,3275,3415,2000
5,45,10000,3275,3415,2000
6,45,10000,3415,3415,2000
7,45,10000,2215,3415,2000
8,45,10000,3275,3415,2000
9,45,10000,3275,3415,2000
10,45,10000,3275,3415,2000
11,45,10000,3245,3415,2000
12,45,10000,2075,3415,2000
1,46,30000,6000,6000,6000
2,46,30000,6000,6000,6000
3,46,30000,6000,6000,6000
4,46,30000,6000,6000,6000
5,46,30000,6000,6000,6000
6,46,30000,6000,6000,6000
7,46,30000,6000,6000,6000
8,46,30000,6000,6000,6000
9,46,30000,6000,6000,6000
10,46,30000,6000,6000,6000
11,46,30000,6000,6000,6000
12,46,30000,6000,6000,6000
1,47,8500,1775,1775,1700
2,47,8500,3175,2975,1700
3,47,8500,3175,2975,1700
4,47,8500,3175,2975,1700
5,47,8500,3175,2975,1700
6,47,8500,3175,2975,1700
7,47,8500,3175,2975,1700
8,47,8500,3175,2975,1700
9,47,8500,3175,1700,1700
10,47,8500,3175,2975,1700
11,47,8500,3175,2975,1700
12,47,8500,3075,2975,1700
1,48,10500,2220,3220,2100
2,48,10500,4495,3295,2100
3,48,10500,4300,3220,2100
4,48,10500,4495,3220,2100
5,48,10500,4495,3220,2100
6,48,10500,4420,3220,2100
7,48,10500,3100,3220,2100
8,48,10500,4495,3220,2100
9,48,10500,4495,3220,2100
10,48,10500,4495,3220,2100
11,48,10500,2295,3295,2100
12,48,10500,4420,3220,2100
1,49,600,268,244,120
2,49,600,306,306,120
3,49,600,268,244,120
4,49,600,306,306,120
5,49,600,306,306,120
6,49,600,306,306,120
7,49,600,250,244,120
8,49,600,306,306,120
9,49,600,306,306,120
10,49,600,306,306,120
11,49,600,306,244,120
12,49,600,250,244,120
1,50,10000,4800,4800,2000
2,50,10000,6060,4900,2000
3,50,10000,6060,4900,2000
4,50,10000,6060,4900,2000
5,50,10000,6060,4900,2000
6,50,10000,4860,4800,2000
7,50,10000,4900,4900,2000
8,50,10000,4900,4900,2000
9,50,10000,6060,4800,2000
10,50,10000,6060,4800,2000
11,50,10000,4960,4900,2000
12,50,10000,4900,4900,2000
1,51,6000,2452,2100,1200
2,51,6000,2465,1250,1200
3,51,6000,2467,2100,1200
4,51,6000,2467,2100,1200
5,51,6000,2465,2100,1200
6,51,6000,2465,2100,1200
7,51,6000,2465,2100,1200
8,51,6000,2467,2100,1200
9,51,6000,2465,2100,1200
10,51,6000,2467,2100,1200
11,51,6000,2465,2100,1200
12,51,6000,2465,2100,1200
1,52,12000,2548,2476,2400
2,52,12000,2616,2476,2400
3,52,12000,2548,2476,2400
4,52,12000,2616,2476,2400
5,52,12000,2616,2476,2400
6,52,12000,2548,2476,2400
7,52,12000,2548,2476,2400
8,52,12000,2616,2476,2400
9,52,12000,2616,2476,2400
10,52,12000,2548,2476,2400
11,52,12000,2476,2476,2400
12,52,12000,2408,2476,2400
1,53,12000,2400,2562,2400
2,53,12000,4562,4547,2400
3,53,12000,4472,4547,2400
4,53,12000,4562,4547,2400
5,53,12000,4562,4547,2400
6,53,12000,4562,4547,2400
7,53,12000,4562,4547,2400
8,53,12000,4562,4547,2400
9,53,12000,4562,4547,2400
10,53,12000,4547,4547,2400
11,53,12000,4547,4547,2400
12,53,12000,4562,4547,2400
1,54,18000,6171,6156,3600
2,54,18000,6171,6171,3600
3,54,18000,6171,6156,3600
4,54,18000,6171,6171,3600
5,54,18000,6171,6171,3600
6,54,18000,6171,6171,3600
7,54,18000,6171,6156,3600
8,54,18000,6171,6171,3600
9,54,18000,6171,6171,3600
10,54,18000,6171,6171,3600
11,54,18000,6171,6156,3600
12,54,18000,6171,6156,3600
1,55,6000,1988,1958,1230
2,55,6000,1988,1958,1230
3,55,6000,1988,1958,1230
4,55,6000,1988,1958,1230
5,55,6000,1988,1958,1230
6,55,6000,1988,1958,1230
7,55,6000,1988,1958,1230
8,55,6000,1988,1958,1230
9,55,6000,1988,1958,1230
10,55,6000,1988,1958,1230
11,55,6000,1988,1958,1230
12,55,6000,1988,1958,1230
1,56,11500,5200,4020,2420
2,56,11500,6320,5720,2420
3,56,11500,3020,4020,2420
4,56,11500,6320,4020,2420
5,56,11500,6320,5720,2420
6,56,11500,6320,4020,2420
7,56,11500,3300,4020,2420
8,56,11500,6320,4020,2420
9,56,11500,6320,4020,2420
10,56,11500,5320,4020,2420
11,56,11500,6320,4020,2420
12,56,11500,4020,4020,2420
1,57,30000,6060,6762,6000
2,57,30000,8060,8000,6000
3,57,30000,6700,6762,6000
4,57,30000,6762,6762,6000
5,57,30000,6762,6762,6000
6,57,30000,6760,6762,6000
7,57,30000,6760,6762,6000
8,57,30000,6760,6762,6000
9,57,30000,6760,6762,6000
10,57,30000,6762,6762,6000
11,57,30000,6760,6762,6000
12,57,30000,6760,6762,6000
1,58,10000,3020,2120,2000
2,58,10000,4520,2000,2000
3,58,10000,4520,2000,2000
4,58,10000,4520,2120,2000
5,58,10000,4520,2120,2000
6,58,10000,4520,2120,2000
7,58,10000,4520,2120,2000
8,58,10000,4520,2120,2000
9,58,10000,4520,2120,2000
10,58,10000,4520,2120,2000
11,58,10000,3620,2000,2000
12,58,10000,4520,2120,2000
1,59,6000,1395,1345,1215
2,59,6000,1395,1330,1215
3,59,6000,1380,1345,1215
4,59,6000,1395,1345,1215
5,59,6000,1395,1345,1215
6,59,6000,1395,1345,1215
7,59,6000,1330,1345,1215
8,59,6000,1395,1345,1215
9,59,6000,1395,1345,1215
10,59,6000,1395,1345,1215
11,59,6000,1350,1350,1215
12,59,6000,1395,1345,1215
1,60,20000,4000,6476,4000
2,60,20000,7026,6476,4000
3,60,20000,7026,6476,4000
4,60,20000,7026,6476,4000
5,60,20000,7026,6476,4000
6,60,20000,7026,6476,4000
7,60,20000,6970,6476,4000
8,60,20000,7026,6476,4000
9,60,20000,7026,6476,4000
10,60,20000,6970,6476,4000
11,60,20000,6970,6476,4000
12,60,20000,6970,6476,4000
1,61,30000,6950,6954,6000
2,61,30000,7047,6954,6000
3,61,30000,6900,6954,6000
4,61,30000,7047,6954,6000
5,61,30000,7047,6954,6000
6,61,30000,7043,6954,6000
7,61,30000,6900,6954,6000
8,61,30000,6997,6954,6000
9,61,30000,7047,6954,6000
10,61,30000,7047,6954,6000
11,61,30000,6900,6954,6000
12,61,30000,6950,6954,6000
1,62,12000,4310,3610,2400
2,62,12000,4310,3610,2400
3,62,12000,4650,3610,2400
4,62,12000,4310,3610,2400
5,62,12000,4310,3610,2400
6,62,12000,4860,3610,2400
7,62,12000,4310,3610,2400
8,62,12000,4860,3610,2400
9,62,12000,4860,3610,2400
10,62,12000,4860,3610,2400
11,62,12000,4310,3610,2400
12,62,12000,4160,3610,2400
1,63,17500,7101,4701,3501
2,63,17500,7106,7101,3501
3,63,17500,7106,5901,3501
4,63,17500,7106,7101,3501
5,63,17500,7106,7101,3501
6,63,17500,7101,7101,3501
7,63,17500,7106,5901,3501
8,63,17500,7101,7101,3501
9,63,17500,7106,7101,3501
10,63,17500,7101,7101,3501
11,63,17500,7101,5901,3501
12,63,17500,7106,5901,3501
1,64,12000,3525,3525,2405
2,64,12000,3600,3525,2405
3,64,12000,3600,3525,2405
4,64,12000,3600,3525,2405
5,64,12000,3600,3525,2405
6,64,12000,3595,3525,2405
7,64,12000,3595,3525,2405
8,64,12000,3595,3525,2405
9,64,12000,3525,3525,2405
10,64,12000,3525,3525,2405
11,64,12000,3600,3525,2405
12,64,12000,3600,3525,2405
1,65,6000,1343,1256,1200
2,65,6000,1328,1306,1200
3,65,6000,1328,1306,1200
4,65,6000,1393,1306,1200
5,65,6000,1343,1306,1200
6,65,6000,1343,1306,1200
7,65,6000,1328,1306,1200
8,65,6000,1328,1306,1200
9,65,6000,1343,1306,1200
10,65,6000,1378,1306,1200
11,65,6000,1328,1306,1200
12,65,6000,1378,1306,1200
1,66,11000,5010,4610,2200
2,66,11000,5010,4610,2200
3,66,11000,4610,4610,2200
4,66,11000,5010,4610,2200
5,66,11000,5010,4610,2200
6,66,11000,5010,4610,2200
7,66,11000,5010,4610,2200
8,66,11000,5010,4610,2200
9,66,11000,5010,4610,2200
10,66,11000,5010,4610,2200
11,66,11000,4010,4610,2200
12,66,11000,5010,4610,2200
1,67,30000,6919,6100,6000
2,67,30000,7019,6100,6000
3,67,30000,6904,6100,6000
4,67,30000,7019,6100,6000
5,67,30000,7019,6100,6000
6,67,30000,7019,6100,6000
7,67,30000,6915,6100,6000
8,67,30000,7019,6100,6000
9,67,30000,7019,6100,6000
10,67,30000,7019,6100,6000
11,67,30000,7019,6100,6000
12,67,30000,6919,6100,6000
1,68,12000,3500,2401,2400
2,68,12000,4701,4701,2400
3,68,12000,3601,2401,2400
4,68,12000,4701,4701,2400
5,68,12000,4701,4701,2400
6,68,12000,4701,4701,2400
7,68,12000,4701,2401,2400
8,68,12000,4701,4701,2400
9,68,12000,4701,4701,2400
10,68,12000,4701,4701,2400
11,68,12000,4701,2401,2400
12,68,12000,3500,2401,2400
1,69,12000,2505,4555,2400
2,69,12000,4205,4555,2400
3,69,12000,2505,4555,2400
4,69,12000,4555,4555,2400
5,69,12000,4205,4555,2400
6,69,12000,4205,4555,2400
7,69,12000,4200,4555,2400
8,69,12000,4205,4555,2400
9,69,12000,4205,4555,2400
10,69,12000,4205,4555,2400
11,69,12000,4205,4555,2400
12,69,12000,4205,4555,2400
1,70,8500,4240,3900,1700
2,70,8500,4240,3900,1700
3,70,8500,3140,3900,1700
4,70,8500,4240,3140,1700
5,70,8500,4240,3900,1700
6,70,8500,4240,3140,1700
7,70,8500,3140,3900,1700
8,70,8500,4240,3140,1700
9,70,8500,4240,3140,1700
10,70,8500,4240,3140,1700
11,70,8500,3140,3900,1700
12,70,8500,4240,3900,1700
1,71,30000,8200,6001,6000
2,71,30000,8711,8710,6000
3,71,30000,8711,6510,6000
4,71,30000,8711,8710,6000
5,71,30000,8711,8710,6000
6,71,30000,8711,8710,6000
7,71,30000,8201,6510,6000
8,71,30000,8711,8710,6000
9,71,30000,8711,8710,6000
10,71,30000,8701,8710,6000
11,71,30000,8711,6510,6000
12,71,30000,6511,6510,6000
1,72,11500,2401,2380,2300
2,72,11500,2580,2380,2300
3,72,11500,2581,2400,2300
4,72,11500,2580,2501,2300
5,72,11500,2581,2501,2300
6,72,11500,2481,2501,2300
7,72,11500,2481,2380,2300
8,72,11500,2580,2501,2300
9,72,11500,2581,2501,2300
10,72,11500,2580,2501,2300
11,72,11500,2481,2380,2300
12,72,11500,2580,2400,2300
1,73,8500,3304,2548,1700
2,73,8500,3452,2752,1700
3,73,8500,3452,3448,1700
4,73,8500,3452,3448,1700
5,73,8500,3452,3448,1700
6,73,8500,3452,3448,1700
7,73,8500,3452,3448,1700
8,73,8500,3452,3448,1700
9,73,8500,3452,3448,1700
10,73,8500,3452,3448,1700
11,73,8500,3452,3448,1700
12,73,8500,3452,3448,1700
1,74,12000,3600,4000,2400
2,74,12000,3300,4000,2400
3,74,12000,4000,4500,2400
4,74,12000,4000,4500,2400
5,74,12000,3300,4500,2400
6,74,12000,4200,4500,2400
