Month,House,Gecode,Gurobi,Limit,OGSA,Preferred
8,15,1900,1900,6000,1900,1200
9,15,1900,1900,6000,1900,1200
10,15,1900,1900,6000,1900,1200
11,15,1900,1900,6000,1200,1200
12,15,1900,1900,6000,1900,1200
1,16,2400,2400,12000,2400,2400
2,16,2400,2400,12000,2400,2400
3,16,2400,2400,12000,2400,2400
4,16,2400,2400,12000,2400,2400
5,16,2400,2400,12000,2400,2400
6,16,2400,2400,12000,2400,2400
7,16,2400,2400,12000,2400,2400
8,16,2400,2400,12000,2400,2400
9,16,2400,2400,12000,2400,2400
10,16,2400,2400,12000,2400,2400
11,16,2400,2400,12000,2400,2400
12,16,2400,2400,12000,2400,2400
1,17,1348,1348,6000,1348,1348
2,17,1348,1348,6000,1348,1348
3,17,1200,1200,6000,1200,1348
4,17,1348,1348,6000,1348,1348
5,17,1348,1348,6000,1348,1348
6,17,1348,1348,6000,1348,1348
7,17,1200,1200,6000,1200,1348
8,17,1348,1348,6000,1348,1348
9,17,1948,1948,6000,1948,1348
10,17,1200,1200,6000,1948,1348
11,17,1348,1348,6000,1348,1348
12,17,1348,1348,6000,1348,1348
1,18,6000,6000,30000,6000,6000
2,18,6000,6000,30000,6000,6000
3,18,6000,6000,30000,6000,6000
4,18,6000,6000,30000,6000,6000
5,18,8402,8402,30000,8402,6000
6,18,8402,8402,30000,8402,6000
7,18,7100,7100,30000,7100,6000
8,18,7100,7100,30000,7100,6000
9,18,6000,6000,30000,6000,6000
10,18,6000,6000,30000,6000,6000
11,18,6000,6000,30000,6000,6000
12,18,8400,8400,30000,6000,6000
1,19,900,900,4500,900,900
2,19,900,900,4500,900,900
3,19,900,900,4500,900,900
4,19,900,900,4500,900,900
5,19,900,900,4500,900,900
6,19,900,900,4500,900,900
7,19,900,900,4500,900,900
8,19,900,900,4500,900,900
9,19,900,900,4500,900,900
10,19,900,900,4500,900,900
11,19,900,900,4500,900,900
12,19,900,900,4500,900,900
1,20,2650,2650,10000,2650,2650
2,20,2650,2650,10000,2650,2650
3,20,2650,2650,10000,2650,2650
4,20,2650,3550,10000,2650,2650
5,20,2900,2900,10000,2900,2650
6,20,2000,2000,10000,2900,2650
7,20,2900,2900,10000,2900,2650
8,20,2000,2000,10000,2000,2650
9,20,2000,2000,10000,2000,2650
10,20,3550,3550,10000,3550,2650
11,20,2650,2650,10000,2650,2650
12,20,2000,2000,10000,2000,2650
1,21,2400,2400,12000,2400,2400
2,21,2400,2400,12000,2400,2400
3,21,2400,2400,12000,2400,2400
4,21,3400,3400,12000,3400,2400
5,21,2400,2400,12000,2400,2400
6,21,2400,2400,12000,2400,2400
7,21,3400,3400,12000,3400,2400
8,21,2400,2400,12000,2400,2400
9,21,3400,3400,12000,3400,2400
10,21,2400,2400,12000,2400,2400
11,21,2400,2400,12000,2400,2400
12,21,2400,2400,12000,2400,2400
1,22,3600,3600,18000,3600,3600
2,22,3600,3600,18000,3600,3600
3,22,3600,3600,18000,3600,3600
4,22,3600,3600,18000,3600,3600
5,22,3600,3600,18000,3600,3600
6,22,3600,3600,18000,3600,3600
7,22,3600,3600,18000,3600,3600
8,22,3600,3600,18000,3600,3600
9,22,3650,3650,18000,3650,3600
10,22,3650,3650,18000,3650,3600
11,22,3600,3600,18000,3600,3600
12,22,3600,3600,18000,3600,3600
1,23,1200,1200,6000,1200,1252
2,23,1200,1200,6000,1200,1252
3,23,1200,1200,6000,1200,1252
4,23,1200,1200,6000,1200,1252
5,23,1200,1200,6000,1200,1252
6,23,1200,1200,6000,1200,1252
7,23,1200,1200,6000,1200,1252
8,23,1200,1200,6000,1200,1252
9,23,1200,1200,6000,1200,1252
10,23,1200,1200,6000,1200,1252
11,23,1200,1200,6000,1200,1252
12,23,1252,1252,6000,1352,1252
1,24,4000,4000,20000,4000,4000
2,24,4000,4000,20000,4000,4000
3,24,4000,4000,20000,4000,4000
4,24,4000,4000,20000,4000,4000
5,24,4000,4000,20000,4000,4000
6,24,4000,4000,20000,4000,4000
7,24,4000,4000,20000,4000,4000
8,24,4000,4000,20000,4000,4000
9,24,4000,4000,20000,4000,4000
10,24,4000,4000,20000,4000,4000
11,24,4000,4000,20000,4000,4000
12,24,4000,4000,20000,4000,4000
1,25,2400,2400,12000,2400,2400
2,25,2400,2400,12000,2415,2400
3,25,2400,2400,12000,2415,2400
4,25,2400,2400,12000,2400,2400
5,25,2400,2400,12000,2400,2400
6,25,2400,2400,12000,2400,2400
7,25,2400,2400,12000,2400,2400
8,25,2400,2400,12000,2400,2400
9,25,2400,2400,12000,2400,2400
10,25,2400,2400,12000,2415,2400
11,25,2400,2400,12000,2415,2400
12,25,2400,2400,12000,2400,2400
1,26,5000,5000,25000,5000,5000
2,26,5000,5000,25000,5000,5000
3,26,5000,5000,25000,5000,5000
4,26,5000,5000,25000,5000,5000
5,26,5000,5000,25000,5000,5000
6,26,5000,5000,25000,5000,5000
7,26,5000,5000,25000,5000,5000
8,26,5000,5000,25000,5000,5000
9,26,5650,5650,25000,5650,5000
10,26,5650,5650,25000,5650,5000
11,26,5000,5000,25000,5000,5000
12,26,5000,5000,25000,5000,5000
1,27,2700,2700,7500,2700,2700
2,27,1500,1500,7500,1500,2700
3,27,2700,2700,7500,2700,2700
4,27,2700,2700,7500,2700,2700
5,27,2700,2700,7500,1500,2700
6,27,2700,2700,7500,2700,2700
7,27,2700,2700,7500,2700,2700
8,27,2700,2700,7500,2700,2700
9,27,2700,2700,7500,2700,2700
10,27,2700,2700,7500,2700,2700
11,27,2700,2700,7500,1500,2700
12,27,2700,2700,7500,2700,2700
1,28,1000,1000,5000,1000,1000
2,28,1000,1000,5000,1000,1000
3,28,1000,1000,5000,1000,1000
4,28,1000,1000,5000,1000,1000
5,28,1000,1000,5000,1000,1000
6,28,1000,1000,5000,1000,1000
7,28,1000,1000,5000,1000,1000
8,28,1000,1000,5000,1000,1000
9,28,1000,1000,5000,1000,1000
10,28,1000,1000,5000,1000,1000
11,28,1000,1000,5000,1000,1000
12,28,1000,1000,5000,1000,1000
1,29,3600,3600,18000,3600,3655
2,29,3600,3600,18000,3600,3655
3,29,3600,4600,18000,3600,3655
4,29,3600,3600,18000,3600,3655
5,29,3600,3600,18000,3600,3655
6,29,3600,3600,18000,3600,3655
7,29,3600,3600,18000,3600,3655
8,29,3600,3600,18000,3600,3655
9,29,3600,3600,18000,3600,3655
10,29,3600,3600,18000,3600,3655
11,29,4600,4600,18000,4600,3655
12,29,3600,3600,18000,3600,3655
1,30,3500,3500,17500,3610,3500
2,30,3610,3610,17500,3600,3500
3,30,3500,3500,17500,3500,3500
4,30,3610,3610,17500,3510,3500
5,30,3610,3610,17500,3610,3500
6,30,3610,3610,17500,3600,3500
7,30,3610,3610,17500,3600,3500
8,30,3600,3600,17500,3600,3500
9,30,3500,3500,17500,3500,3500
10,30,3500,3500,17500,3500,3500
11,30,3500,3500,17500,3500,3500
12,30,3600,3600,17500,3600,3500
1,31,2400,2400,12000,2400,2400
2,31,2400,2400,12000,2400,2400
3,31,2400,2400,12000,2400,2400
4,31,2400,2400,12000,2400,2400
5,31,2400,2400,12000,2400,2400
6,31,2400,2400,12000,2400,2400
7,31,2400,2400,12000,2400,2400
8,31,3100,3100,12000,2400,2400
9,31,2400,2400,12000,2400,2400
10,31,2400,2400,12000,2400,2400
11,31,2400,2400,12000,2400,2400
12,31,2400,2400,12000,2400,2400
1,32,3600,3600,18000,3600,3600
2,32,3600,3600,18000,3600,3600
3,32,3600,3600,18000,3600,3600
4,32,3600,3600,18000,3600,3600
5,32,3600,3600,18000,3600,3600
6,32,3600,3600,18000,3600,3600
7,32,3600,3600,18000,3600,3600
8,32,3600,3600,18000,3600,3600
9,32,3600,3600,18000,3600,3600
10,32,3600,3600,18000,3600,3600
11,32,3600,3600,18000,3600,3600
12,32,3600,3600,18000,3600,3600
1,33,1200,1200,6000,1200,1200
2,33,1200,1200,6000,1200,1200
3,33,1200,1200,6000,1200,1200
4,33,1200,1200,6000,1200,1200
5,33,1200,1200,6000,1200,1200
6,33,1200,1200,6000,1200,1200
7,33,1200,1200,6000,1200,1200
8,33,1200,1200,6000,1200,1200
9,33,1200,1200,6000,1200,1200
10,33,1200,1200,6000,1200,1200
11,33,1200,1200,6000,1200,1200
12,33,1200,1200,6000,1200,1200
1,34,1000,1000,5000,1000,1000
2,34,1000,1000,5000,1000,1000
3,34,1000,1000,5000,1000,1000
4,34,1000,1000,5000,1000,1000
5,34,1000,1000,5000,1000,1000
6,34,1000,1000,5000,1000,1000
7,34,1000,1000,5000,1000,1000
8,34,1000,1000,5000,1000,1000
9,34,1000,1000,5000,1000,1000
10,34,1000,1000,5000,1000,1000
11,34,1000,1000,5000,1000,1000
12,34,1000,1000,5000,1000,1000
1,35,1200,1200,6000,1200,2200
2,35,1200,1200,6000,1200,2200
3,35,1200,1200,6000,1200,2200
4,35,1200,1200,6000,1200,2200
5,35,1200,1200,6000,1200,2200
6,35,1200,1200,6000,1200,2200
7,35,1200,1200,6000,1200,2200
8,35,1200,1200,6000,1200,2200
9,35,1200,1200,6000,2200,2200
10,35,1200,1200,6000,1200,2200
11,35,2200,2200,6000,2200,2200
12,35,1200,1200,6000,1200,2200
1,36,1130,1130,5000,1130,1000
2,36,1130,1130,5000,1130,1000
3,36,1000,1000,5000,1000,1000
4,36,1000,1000,5000,1000,1000
5,36,1130,1130,5000,1130,1000
6,36,1130,1130,5000,1130,1000
7,36,1130,1130,5000,1130,1000
8,36,1130,1130,5000,1130,1000
9,36,1130,1130,5000,1130,1000
10,36,1000,1000,5000,1000,1000
11,36,1000,1000,5000,1000,1000
12,36,1000,1000,5000,1000,1000
1,37,2000,2000,10000,2000,2000
2,37,2000,2000,10000,2000,2000
3,37,2000,2000,10000,2000,2000
4,37,2000,2000,10000,2000,2000
5,37,2000,2000,10000,2000,2000
6,37,2600,2600,10000,2600,2000
7,37,3000,3000,10000,3000,2000
8,37,3000,3000,10000,3000,2000
9,37,2000,2000,10000,2000,2000
10,37,2000,2000,10000,2000,2000
11,37,2000,2000,10000,2000,2000
12,37,2000,2000,10000,2000,2000
1,38,2420,2420,12000,2420,2400
2,38,2420,2420,12000,2420,2400
3,38,2425,2425,12000,2425,2400
4,38,2420,2420,12000,2420,2400
5,38,2420,2420,12000,2420,2400
6,38,2420,3620,12000,2420,2400
7,38,2420,2420,12000,2420,2400
8,38,3620,3620,12000,3620,2400
9,38,3620,3620,12000,3620,2400
10,38,3620,3620,12000,3620,2400
11,38,2425,2425,12000,2425,2400
12,38,3620,3620,12000,3620,2400
1,39,1000,1000,5000,1000,1000
2,39,1000,1000,5000,1000,1000
3,39,1000,1000,5000,1000,1000
4,39,1000,1000,5000,1000,1000
5,39,1000,1000,5000,1000,1000
6,39,1056,1056,5000,1000,1000
7,39,1000,1000,5000,1000,1000
8,39,1000,1000,5000,1000,1000
9,39,1000,1000,5000,1000,1000
10,39,1000,1000,5000,1093,1000
11,39,1000,1000,5000,1000,1000
12,39,1000,1000,5000,1000,1000
1,40,3600,3600,18000,3600,3600
2,40,3600,3600,18000,3600,3600
3,40,3600,3600,18000,3600,3600
4,40,3600,3600,18000,3600,3600
5,40,3600,3600,18000,3600,3600
6,40,3600,3600,18000,3600,3600
7,40,3600,3600,18000,3600,3600
8,40,3600,3600,18000,3600,3600
9,40,3600,3600,18000,3600,3600
10,40,3600,3600,18000,3600,3600
11,40,3600,3600,18000,3600,3600
12,40,3600,3600,18000,3600,3600
1,41,1700,2400,8500,2400,1700
2,41,2400,2400,8500,2400,1700
3,41,1700,2400,8500,1700,1700
4,41,2400,2400,8500,2400,1700
5,41,2400,2400,8500,2400,1700
6,41,2400,2400,8500,2400,1700
7,41,1700,2400,8500,2400,1700
8,41,2400,2400,8500,2400,1700
9,41,2000,2000,8500,2000,1700
10,41,1700,1700,8500,1700,1700
11,41,1700,1700,8500,1700,1700
12,41,1700,2400,8500,2400,1700
1,42,1000,1000,5000,1000,1000
2,42,1000,1000,5000,1000,1000
3,42,1000,1000,5000,1000,1000
4,42,1000,1000,5000,1000,1000
5,42,1000,1000,5000,1000,1000
6,42,1000,1000,5000,1000,1000
7,42,1000,1000,5000,1000,1000
8,42,1000,1000,5000,1000,1000
9,42,1000,1000,5000,1000,1000
10,42,1000,1000,5000,1000,1000
11,42,1000,1000,5000,1000,1000
12,42,1000,1000,5000,1000,1000
1,43,1200,1200,6000,1200,1200
2,43,1200,1200,6000,1200,1200
3,43,1200,1200,6000,1200,1200
4,43,1200,1200,6000,1200,1200
5,43,1200,1200,6000,1200,1200
6,43,1200,1200,6000,1200,1200
7,43,1200,1200,6000,1200,1200
8,43,1200,1200,6000,1200,1200
9,43,1200,1200,6000,1200,1200
10,43,1200,1200,6000,1200,1200
11,43,1200,1200,6000,1200,1200
12,43,1200,1200,6000,1200,1200
1,44,2000,2000,10000,2000,2000
2,44,3200,3200,10000,3200,2000
3,44,3200,3200,10000,3200,2000
4,44,3200,3200,10000,3200,2000
5,44,3200,3200,10000,3200,2000
6,44,2000,2000,10000,2000,2000
7,44,3200,3200,10000,3200,2000
8,44,3200,3200,10000,3200,2000
9,44,2000,2000,10000,2000,2000
10,44,3200,3200,10000,3200,2000
11,44,3200,3200,10000,3200,2000
12,44,2000,2000,10000,2000,2000
1,45,319,319,1500,319,319
2,45,319,319,1500,319,319
3,45,319,319,1500,319,319
4,45,319,319,1500,319,319
5,45,319,319,1500,319,319
6,45,319,319,1500,319,319
7,45,319,319,1500,319,319
8,45,319,319,1500,319,319
9,45,319,319,1500,319,319
10,45,319,319,1500,319,319
11,45,319,319,1500,319,319
12,45,319,319,1500,319,319
1,46,1200,1200,6000,1200,1200
2,46,1200,1200,6000,1200,1200
3,46,1200,1200,6000,1200,1200
4,46,1200,1200,6000,1200,1200
5,46,1200,1200,6000,1200,1200
6,46,1200,1200,6000,1200,1200
7,46,1200,1200,6000,1200,1200
8,46,1200,1200,6000,1200,1200
9,46,1200,1200,6000,1200,1200
10,46,1200,1200,6000,1200,1200
11,46,1200,1200,6000,1200,1200
12,46,1200,1200,6000,1200,1200
1,47,700,700,3500,700,700
2,47,700,700,3500,700,700
3,47,700,700,3500,700,700
4,47,700,700,3500,700,700
5,47,700,700,3500,700,700
6,47,700,700,3500,700,700
7,47,700,700,3500,700,700
8,47,700,700,3500,700,700
9,47,700,700,3500,700,700
10,47,700,700,3500,700,700
11,47,700,700,3500,700,700
12,47,700,700,3500,700,700
1,48,2400,2400,12000,2400,2400
2,48,2400,2400,12000,2400,2400
3,48,2400,2400,12000,2400,2400
4,48,2400,2400,12000,2400,2400
5,48,2400,2400,12000,2400,2400
6,48,2400,2400,12000,2400,2400
7,48,2400,2400,12000,2400,2400
8,48,2400,2400,12000,2400,2400
9,48,2400,2400,12000,2400,2400
10,48,2400,2400,12000,2400,2400
11,48,2400,2400,12000,2400,2400
12,48,2400,2400,12000,2400,2400
1,49,6000,6000,30000,6000,6000
2,49,6000,6000,30000,6000,6000
3,49,6000,6000,30000,6000,6000
4,49,6000,6000,30000,6000,6000
5,49,6000,6000,30000,6000,6000
6,49,6000,6000,30000,6000,6000
7,49,6000,6000,30000,6000,6000
8,49,6000,6000,30000,6000,6000
9,49,6000,6000,30000,6000,6000
10,49,6000,6000,30000,6000,6000
11,49,6000,6000,30000,6000,6000
12,49,6000,6000,30000,6000,6000
1,50,3600,3600,18000,3600,3600
2,50,3600,3600,18000,4600,3600
3,50,3600,3600,18000,3600,3600
4,50,3600,3600,18000,3600,3600
5,50,3600,3600,18000,3600,3600
6,50,3600,3600,18000,3600,3600
7,50,3600,3600,18000,3600,3600
8,50,3600,3600,18000,3600,3600
9,50,3600,3600,18000,3600,3600
10,50,3600,3600,18000,3600,3600
11,50,3600,3600,18000,3600,3600
12,50,3600,3600,18000,3600,3600
1,51,1200,1200,6000,1200,1200
2,51,1200,1200,6000,1200,1200
3,51,1200,1200,6000,1200,1200
4,51,1200,1200,6000,1200,1200
5,51,1200,1200,6000,1200,1200
6,51,2400,2400,6000,2400,1200
7,51,1200,1200,6000,1200,1200
8,51,2400,2400,6000,2400,1200
9,51,1200,1200,6000,1200,1200
10,51,1200,1200,6000,1200,1200
11,51,1200,1200,6000,1200,1200
12,51,1200,1200,6000,1200,1200
1,52,1275,1275,6000,1275,1200
2,52,1200,1200,6000,1200,1200
3,52,1275,1275,6000,1275,1200
4,52,1275,1275,6000,1275,1200
5,52,1275,1275,6000,1275,1200
6,52,1275,1275,6000,1275,1200
7,52,1275,1275,6000,1275,1200
8,52,1275,1275,6000,1275,1200
9,52,1275,1275,6000,1275,1200
10,52,1275,1275,6000,1275,1200
11,52,1275,1275,6000,1275,1200
12,52,1275,1275,6000,1275,1200
1,53,5000,5000,25000,5000,5000
2,53,5000,5000,25000,5000,5000
3,53,5000,5000,25000,5000,5000
4,53,5000,5000,25000,5000,5000
5,53,5000,5000,25000,5000,5000
6,53,5000,5000,25000,5000,5000
7,53,5000,5000,25000,5000,5000
8,53,5000,5000,25000,5000,5000
9,53,5000,5000,25000,5000,5000
10,53,5000,5000,25000,5000,5000
11,53,5000,5000,25000,5000,5000
12,53,5000,5000,25000,5000,5000
1,54,600,600,3000,600,600
2,54,600,600,3000,600,600
3,54,600,600,3000,600,600
4,54,730,730,3000,730,600
5,54,600,730,3000,730,600
6,54,730,730,3000,730,600
7,54,600,600,3000,600,600
8,54,600,600,3000,600,600
9,54,600,600,3000,600,600
10,54,600,600,3000,600,600
11,54,600,600,3000,600,600
12,54,600,600,3000,600,600
1,55,4000,4000,20000,4000,4130
2,55,6400,6400,20000,6400,4130
3,55,4000,4000,20000,4000,4130
4,55,4000,4000,20000,4000,4130
5,55,6400,6400,20000,6400,4130
6,55,4000,4000,20000,4000,4130
7,55,6400,6400,20000,6400,4130
8,55,4000,4000,20000,4000,4130
9,55,4000,4000,20000,4000,4130
10,55,6400,6400,20000,6400,4130
11,55,4000,4000,20000,4000,4130
12,55,4000,4000,20000,4000,4130
1,56,6000,6000,30000,6000,6900
2,56,6000,6000,30000,6000,6900
3,56,6000,6000,30000,6000,6900
4,56,6000,6000,30000,6000,6900
5,56,6000,6000,30000,6000,6900
6,56,6000,6000,30000,6000,6900
7,56,6000,6000,30000,6000,6900
8,56,6900,6900,30000,6900,6900
9,56,6900,6900,30000,6900,6900
10,56,6000,6000,30000,6000,6900
11,56,6000,6000,30000,6000,6900
12,56,6000,6000,30000,6000,6900
1,57,2100,1200,6000,2100,3300
2,57,2100,2100,6000,2100,3300
3,57,2100,1200,6000,1200,3300
4,57,2100,2100,6000,2100,3300
5,57,2100,2100,6000,2100,3300
6,57,2100,2100,6000,2100,3300
7,57,2100,1200,6000,2100,3300
8,57,2100,2100,6000,2100,3300
9,57,2100,2100,6000,2100,3300
10,57,2100,2100,6000,2100,3300
11,57,2100,1200,6000,2100,3300
12,57,2100,1200,6000,2100,3300
1,58,630,630,1500,630,300
2,58,630,630,1500,630,300
3,58,630,630,1500,630,300
4,58,630,630,1500,630,300
5,58,630,630,1500,630,300
6,58,630,630,1500,630,300
7,58,630,630,1500,630,300
8,58,630,630,1500,630,300
9,58,630,630,1500,630,300
10,58,630,630,1500,630,300
11,58,630,630,1500,630,300
12,58,630,630,1500,630,300
1,59,3200,3200,10500,3200,2100
2,59,3200,3200,10500,3200,2100
3,59,2100,2100,10500,2100,2100
4,59,3200,3200,10500,3200,2100
5,59,3200,3200,10500,3200,2100
6,59,4900,4900,10500,4900,2100
7,59,2100,2100,10500,2100,2100
8,59,4900,4900,10500,4900,2100
9,59,2100,2100,10500,2100,2100
10,59,4900,4900,10500,4900,2100
11,59,2100,2100,10500,2100,2100
12,59,2100,2100,10500,2100,2100
1,60,448,448,1500,300,448
2,60,448,448,1500,300,448
3,60,300,300,1500,300,448
4,60,448,448,1500,478,448
5,60,478,478,1500,478,448
6,60,478,478,1500,478,448
7,60,478,478,1500,478,448
8,60,300,300,1500,355,448
9,60,355,355,1500,355,448
10,60,300,300,1500,300,448
11,60,300,300,1500,300,448
12,60,448,448,1500,300,448
1,61,2700,2700,12000,2700,2400
2,61,2400,2400,12000,2400,2400
3,61,2400,2400,12000,2400,2400
4,61,2400,2400,12000,2400,2400
5,61,2400,2400,12000,2400,2400
6,61,2768,2768,12000,2768,2400
7,61,2400,2400,12000,2400,2400
8,61,2400,2400,12000,2400,2400
9,61,2400,2400,12000,2400,2400
10,61,2400,2400,12000,2400,2400
11,61,2400,2400,12000,2400,2400
12,61,2700,2700,12000,2700,2400
1,62,1700,1700,8500,1700,1700
2,62,1700,1700,8500,1700,1700
3,62,1700,1700,8500,1700,1700
4,62,1700,1700,8500,1700,1700
5,62,1700,1700,8500,1700,1700
6,62,1700,1700,8500,1700,1700
7,62,1700,1700,8500,1700,1700
8,62,1700,1700,8500,1700,1700
9,62,1700,1700,8500,1700,1700
10,62,1700,1700,8500,1700,1700
11,62,1700,1700,8500,1700,1700
12,62,1700,1700,8500,1700,1700
1,63,80,80,400,80,80
2,63,80,80,400,80,80
3,63,80,80,400,80,80
4,63,80,80,400,80,80
5,63,80,80,400,80,80
6,63,80,80,400,80,80
7,63,80,80,400,80,80
8,63,80,80,400,80,80
9,63,80,80,400,80,80
10,63,80,80,400,80,80
11,63,80,80,400,80,80
12,63,80,80,400,80,80
1,64,6000,6000,30000,6000,6000
2,64,6000,6000,30000,6000,6000
3,64,6000,6000,30000,6000,6000
