Month,House,Limit,OGSA,Optimised,Preferred
2,75,30000,18008,18000,12000
3,75,30000,18000,18000,12000
4,75,30000,18004,18000,12000
5,75,30000,18004,18000,12000
6,75,30000,18012,18000,12000
7,75,30000,18000,18000,12000
8,75,30000,18000,18000,12000
9,75,30000,18012,18000,12000
10,75,30000,18012,18000,12000
11,75,30000,12008,18000,12000
12,75,30000,18000,18000,12000
1,76,18000,7000,5868,3600
2,76,18000,8268,5868,3600
3,76,18000,6000,5868,3600
4,76,18000,7068,5868,3600
5,76,18000,8268,5868,3600
6,76,18000,7068,5868,3600
7,76,18000,7000,5868,3600
8,76,18000,8268,5868,3600
9,76,18000,7068,5868,3600
10,76,18000,8200,5868,3600
11,76,18000,7068,5868,3600
12,76,18000,6000,5868,3600
1,77,5000,1656,1600,1000
2,77,5000,2656,2672,1000
3,77,5000,2600,1672,1000
4,77,5000,2600,2600,1000
5,77,5000,2672,2600,1000
6,77,5000,2600,2600,1000
7,77,5000,2600,1600,1000
8,77,5000,2672,2600,1000
9,77,5000,2600,2600,1000
10,77,5000,2600,2600,1000
11,77,5000,1656,1672,1000
12,77,5000,2000,1672,1000
1,78,30000,12000,12000,12000
2,78,30000,12011,12011,12000
3,78,30000,12000,12000,12000
4,78,30000,12019,12011,12000
5,78,30000,12019,12011,12000
6,78,30000,13111,12011,12000
7,78,30000,12011,12000,12000
8,78,30000,13111,12011,12000
9,78,30000,12019,12011,12000
10,78,30000,13111,12011,12000
11,78,30000,12011,12000,12000
12,78,30000,12011,12000,12000
1,79,12000,5900,4915,2500
2,79,12000,5915,4915,2500
3,79,12000,5915,4915,2500
4,79,12000,5915,4915,2500
5,79,12000,5915,4915,2500
6,79,12000,5915,4915,2500
7,79,12000,5900,4915,2500
8,79,12000,5915,4915,2500
9,79,12000,5915,4915,2500
10,79,12000,5915,4915,2500
11,79,12000,5900,4915,2500
12,79,12000,5915,4915,2500
1,80,11500,4493,4545,2300
2,80,11500,5745,5745,2300
3,80,11500,5693,4545,2300
4,80,11500,5745,5745,2300
5,80,11500,5745,5745,2300
6,80,11500,5745,5745,2300
7,80,11500,3645,4545,2300
8,80,11500,5745,5745,2300
9,80,11500,5745,5745,2300
10,80,11500,3645,5745,2300
11,80,11500,3593,4545,2300
12,80,11500,3645,4545,2300
1,81,6000,1200,1700,1200
2,81,6000,1350,1700,1200
3,81,6000,1200,1700,1200
4,81,6000,1635,1700,1200
5,81,6000,1485,1700,1200
6,81,6000,1635,1700,1200
7,81,6000,1200,1700,1200
8,81,6000,1485,1700,1200
9,81,6000,1635,1700,1200
10,81,6000,1485,1700,1200
11,81,6000,1200,1700,1200
12,81,6000,1410,1700,1200
1,82,6000,2023,1951,1200
2,82,6000,2023,2023,1200
3,82,6000,2023,2023,1200
4,82,6000,2023,2023,1200
5,82,6000,2023,2023,1200
6,82,6000,2023,2023,1200
7,82,6000,2022,2023,1200
8,82,6000,2023,2023,1200
9,82,6000,2023,2023,1200
10,82,6000,2023,2023,1200
11,82,6000,2023,2023,1200
12,82,6000,1373,2023,1200
1,83,12000,2400,4450,2400
2,83,12000,4691,4450,2400
3,83,12000,4598,4450,2400
4,83,12000,4691,4450,2400
5,83,12000,2641,4450,2400
6,83,12000,4691,4450,2400
7,83,12000,2641,4450,2400
8,83,12000,4548,4450,2400
9,83,12000,2641,4450,2400
10,83,12000,4691,4450,2400
11,83,12000,4400,4450,2400
12,83,12000,4691,4450,2400
1,84,20000,4650,4000,4000
2,84,20000,7650,4000,4000
3,84,20000,4650,4000,4000
4,84,20000,5350,4000,4000
5,84,20000,5350,4000,4000
6,84,20000,7650,4000,4000
7,84,20000,5350,4000,4000
8,84,20000,5350,4000,4000
9,84,20000,5350,4000,4000
10,84,20000,7650,4000,4000
11,84,20000,5350,4000,4000
12,84,20000,7650,4000,4000
1,85,12000,4315,3315,2400
2,85,12000,5215,5215,2400
3,85,12000,5215,5215,2400
4,85,12000,5215,5215,2400
5,85,12000,5215,5215,2400
6,85,12000,5215,5215,2400
7,85,12000,5215,5215,2400
8,85,12000,5215,5215,2400
9,85,12000,5215,5215,2400
10,85,12000,5215,5215,2400
11,85,12000,5215,5215,2400
12,85,12000,5215,5215,2400
1,86,11000,3050,5250,2200
2,86,11000,4750,5250,2200
3,86,11000,4250,5250,2200
4,86,11000,4750,5250,2200
5,86,11000,5750,5250,2200
6,86,11000,4750,5250,2200
7,86,11000,4750,5250,2200
8,86,11000,4250,5250,2200
9,86,11000,5750,5250,2200
10,86,11000,5750,5250,2200
11,86,11000,3750,5250,2200
12,86,11000,5750,5250,2200
1,87,740,378,230,158
2,87,740,378,230,158
3,87,740,368,230,158
4,87,740,378,230,158
5,87,740,378,230,158
6,87,740,378,230,158
7,87,740,378,230,158
8,87,740,378,230,158
9,87,740,378,230,158
10,87,740,378,230,158
11,87,740,378,230,158
12,87,740,378,230,158
1,88,11000,2200,2200,2200
2,88,11000,2200,2200,2200
3,88,11000,2200,2200,2200
4,88,11000,2200,2200,2200
5,88,11000,2200,2200,2200
6,88,11000,2200,2200,2200
7,88,11000,2200,2200,2200
8,88,11000,2200,2200,2200
9,88,11000,2200,2200,2200
10,88,11000,2200,2200,2200
11,88,11000,2200,2200,2200
12,88,11000,2200,2200,2200
1,89,30000,7200,7200,6000
2,89,30000,7750,7200,6000
3,89,30000,7750,7200,6000
4,89,30000,8400,7200,6000
5,89,30000,8950,7200,6000
6,89,30000,7200,7200,6000
7,89,30000,7200,7200,6000
8,89,30000,7200,7200,6000
9,89,30000,7750,7200,6000
10,89,30000,8400,7200,6000
11,89,30000,7200,7200,6000
12,89,30000,8400,7200,6000
1,90,6000,3515,4100,1200
2,90,6000,4115,4115,1200
3,90,6000,4115,4115,1200
4,90,6000,4115,4115,1200
5,90,6000,4115,4115,1200
6,90,6000,4115,4115,1200
7,90,6000,4115,4115,1200
8,90,6000,4115,4115,1200
9,90,6000,4115,4115,1200
10,90,6000,4115,4115,1200
11,90,6000,4115,4115,1200
12,90,6000,4115,4115,1200
1,91,465,154,138,93
2,91,465,169,134,93
3,91,465,154,138,93
4,91,465,169,138,93
5,91,465,169,134,93
6,91,465,169,138,93
7,91,465,143,138,93
8,91,465,169,138,93
9,91,465,169,138,93
10,91,465,169,138,93
11,91,465,158,138,93
12,91,465,154,138,93
1,92,6000,1300,1235,1200
2,92,6000,1335,1315,1200
3,92,6000,1300,1315,1200
4,92,6000,1317,1315,1200
5,92,6000,1337,1315,1200
6,92,6000,1352,1315,1200
7,92,6000,1335,1315,1200
8,92,6000,1337,1315,1200
9,92,6000,1302,1315,1200
10,92,6000,1335,1315,1200
11,92,6000,1302,1315,1200
12,92,6000,1315,1315,1200
1,93,12000,3455,3355,2400
2,93,12000,3455,3355,2400
3,93,12000,3355,3355,2400
4,93,12000,3455,3355,2400
5,93,12000,3455,3355,2400
6,93,12000,3455,3355,2400
7,93,12000,3455,3355,2400
8,93,12000,3455,3355,2400
9,93,12000,3455,3355,2400
10,93,12000,3455,3355,2400
11,93,12000,3905,3905,2400
12,93,12000,3355,3355,2400
1,94,5500,1812,2172,1100
2,94,5500,2812,2100,1100
3,94,5500,2722,2100,1100
4,94,5500,2812,2262,1100
5,94,5500,2812,2100,1100
6,94,5500,2812,2262,1100
7,94,5500,2812,2100,1100
8,94,5500,2812,2100,1100
9,94,5500,2812,2262,1100
10,94,5500,2812,2262,1100
11,94,5500,2740,2100,1100
12,94,5500,2740,2172,1100
1,95,18000,5708,5750,3600
2,95,18000,5788,3600,3600
3,95,18000,5788,5750,3600
4,95,18000,5788,5750,3600
5,95,18000,5788,5750,3600
6,95,18000,5788,5750,3600
7,95,18000,5738,5750,3600
8,95,18000,5788,5750,3600
9,95,18000,5788,5750,3600
10,95,18000,5788,5750,3600
11,95,18000,5788,5750,3600
12,95,18000,5738,5750,3600
1,96,12000,2667,2620,2400
2,96,12000,2667,2620,2400
3,96,12000,2665,2620,2400
4,96,12000,2667,2620,2400
5,96,12000,2667,2620,2400
6,96,12000,2667,2620,2400
7,96,12000,2667,2620,2400
8,96,12000,2667,2620,2400
9,96,12000,2665,2595,2400
10,96,12000,2667,2620,2400
11,96,12000,2667,2620,2400
12,96,12000,2667,2620,2400
1,97,3000,1308,1308,600
2,97,3000,1428,1308,600
3,97,3000,1428,1308,600
4,97,3000,1428,1308,600
5,97,3000,1428,1308,600
6,97,3000,1428,1308,600
7,97,3000,1428,1308,600
8,97,3000,1428,1308,600
9,97,3000,1428,1308,600
10,97,3000,1428,1308,600
11,97,3000,1428,1308,600
12,97,3000,1428,1308,600
1,98,11000,2565,2265,2200
2,98,11000,2565,2565,2200
3,98,11000,2515,2565,2200
4,98,11000,2565,2565,2200
5,98,11000,2565,2565,2200
6,98,11000,2565,2565,2200
7,98,11000,2565,2565,2200
8,98,11000,2565,2565,2200
9,98,11000,2565,2565,2200
10,98,11000,2565,2565,2200
11,98,11000,2565,2565,2200
12,98,11000,2565,2565,2200
1,99,17500,7893,6300,3593
2,99,17500,7893,6393,3593
3,99,17500,7893,6393,3593
4,99,17500,7893,6393,3593
5,99,17500,7893,6393,3593
6,99,17500,7893,6393,3593
7,99,17500,7893,6393,3593
8,99,17500,7893,6393,3593
9,99,17500,7893,6393,3593
10,99,17500,7893,6393,3593
11,99,17500,7893,6393,3593
12,99,17500,7893,6393,3593
1,100,450,122,90,90
2,100,450,122,102,90
3,100,450,90,102,90
4,100,450,122,102,90
5,100,450,122,102,90
6,100,450,122,102,90
7,100,450,122,102,90
8,100,450,122,102,90
9,100,450,122,90,90
10,100,450,122,102,90
11,100,450,122,102,90
12,100,450,122,90,90
