Month,House,Gecode,Limit,OGSA,Preferred
12,6,2400,12000,2400,2400
1,7,6900,30000,6900,6000
2,7,6900,30000,6900,6000
3,7,6900,30000,6900,6000
4,7,6900,30000,6900,6000
5,7,7400,30000,7400,6000
6,7,7400,30000,7400,6000
7,7,7400,30000,7400,6000
8,7,7400,30000,7400,6000
9,7,6900,30000,6900,6000
10,7,6900,30000,6900,6000
11,7,6900,30000,6000,6000
12,7,7400,30000,7400,6000
1,8,2072,10000,2072,2000
2,8,2072,10000,2072,2000
3,8,2000,10000,2000,2000
4,8,2000,10000,2000,2000
5,8,2000,10000,2000,2000
6,8,2000,10000,2000,2000
7,8,2000,10000,2072,2000
8,8,2000,10000,2000,2000
9,8,2000,10000,2000,2000
10,8,2000,10000,2000,2000
11,8,2000,10000,2000,2000
12,8,2000,10000,2000,2000
1,9,1200,6000,1200,1200
2,9,1200,6000,1200,1200
3,9,1200,6000,1200,1200
4,9,1200,6000,1200,1200
5,9,1200,6000,1200,1200
6,9,2000,6000,2000,1200
7,9,1200,6000,1200,1200
8,9,2000,6000,2000,1200
9,9,2000,6000,2000,1200
10,9,2000,6000,2000,1200
11,9,1200,6000,1200,1200
12,9,1200,6000,2000,1200
1,10,6000,30000,6000,6000
2,10,7200,30000,6000,6000
3,10,6000,30000,6000,6000
4,10,7200,30000,6000,6000
5,10,7200,30000,6000,6000
6,10,7300,30000,6000,6000
7,10,7200,30000,6000,6000
8,10,7300,30000,6000,6000
9,10,6000,30000,6000,6000
10,10,6000,30000,6000,6000
11,10,6000,30000,6000,6000
12,10,6100,30000,6000,6000
1,11,1000,5000,1000,1000
2,11,1000,5000,1000,1000
3,11,1000,5000,1000,1000
4,11,1062,5000,1062,1000
5,11,1062,5000,1062,1000
6,11,1000,5000,1000,1000
7,11,1062,5000,1062,1000
8,11,1000,5000,1000,1000
9,11,1062,5000,1062,1000
10,11,1000,5000,1000,1000
11,11,1000,5000,1000,1000
12,11,1000,5000,1000,1000
1,12,2400,12000,2400,2400
2,12,2400,12000,2400,2400
3,12,2400,12000,2400,2400
4,12,2400,12000,4700,2400
5,12,2400,12000,2400,2400
6,12,2400,12000,4700,2400
7,12,2400,12000,4700,2400
8,12,4700,12000,4700,2400
9,12,4700,12000,2400,2400
10,12,4700,12000,2400,2400
11,12,2400,12000,2400,2400
12,12,2400,12000,2400,2400
1,13,4000,20000,4000,4000
2,13,4000,20000,6400,4000
3,13,4000,20000,6400,4000
4,13,4000,20000,6400,4000
5,13,4000,20000,6400,4000
6,13,4000,20000,6400,4000
7,13,4000,20000,6400,4000
8,13,4000,20000,6400,4000
9,13,6400,20000,6400,4000
10,13,6400,20000,6400,4000
11,13,4000,20000,6400,4000
12,13,4000,20000,4000,4000
1,14,1200,6000,1200,1200
2,14,1200,6000,1200,1200
3,14,1200,6000,1200,1200
4,14,1200,6000,1200,1200
5,14,1200,6000,1200,1200
6,14,1200,6000,1200,1200
7,14,1200,6000,1200,1200
8,14,1200,6000,1200,1200
9,14,1200,6000,1200,1200
10,14,1200,6000,1200,1200
11,14,1200,6000,1200,1200
12,14,1200,6000,1200,1200
1,15,2200,11000,2200,2200
2,15,2250,11000,2250,2200
3,15,2200,11000,2200,2200
4,15,2250,11000,2250,2200
5,15,2200,11000,2200,2200
6,15,2200,11000,2200,2200
7,15,2200,11000,2200,2200
8,15,2200,11000,2200,2200
9,15,2200,11000,2200,2200
10,15,2200,11000,2200,2200
11,15,2200,11000,2200,2200
12,15,2200,11000,2200,2200
1,16,1700,8500,1775,1700
2,16,1775,8500,1775,1700
3,16,1775,8500,1775,1700
4,16,1775,8500,1775,1700
5,16,1700,8500,1700,1700
6,16,1700,8500,1700,1700
7,16,1700,8500,1700,1700
8,16,1700,8500,1700,1700
9,16,1700,8500,1700,1700
10,16,1700,8500,1775,1700
11,16,1700,8500,1775,1700
12,16,1775,8500,1775,1700
1,17,1200,6000,1200,1200
2,17,1200,6000,1200,1200
3,17,1200,6000,1200,1200
4,17,1200,6000,1200,1200
5,17,1200,6000,1200,1200
6,17,1200,6000,1200,1200
7,17,1200,6000,1200,1200
8,17,1200,6000,1200,1200
9,17,1200,6000,1200,1200
10,17,1200,6000,1200,1200
11,17,1200,6000,1200,1200
12,17,1200,6000,1200,1200
1,18,5000,25000,5000,5000
2,18,5000,25000,5000,5000
3,18,5000,25000,5000,5000
4,18,5000,25000,5000,5000
5,18,5000,25000,5000,5000
6,18,5000,25000,5000,5000
7,18,5000,25000,5000,5000
8,18,5000,25000,5000,5000
9,18,5000,25000,5000,5000
10,18,5000,25000,5000,5000
11,18,5000,25000,5000,5000
12,18,5000,25000,5000,5000
1,19,1200,6000,1200,1200
2,19,1200,6000,1200,1200
3,19,1200,6000,1200,1200
4,19,1200,6000,1200,1200
5,19,1200,6000,1200,1200
6,19,1200,6000,1200,1200
7,19,1200,6000,1200,1200
8,19,1200,6000,1200,1200
9,19,1200,6000,1200,1200
10,19,1200,6000,1200,1200
11,19,1200,6000,1200,1200
12,19,1200,6000,1200,1200
1,20,1256,6000,1356,1300
2,20,1300,6000,1200,1300
3,20,1200,6000,1200,1300
4,20,1300,6000,1200,1300
5,20,1300,6000,1200,1300
6,20,1300,6000,1200,1300
7,20,1300,6000,1200,1300
8,20,1200,6000,1200,1300
9,20,1300,6000,1200,1300
10,20,1300,6000,1200,1300
11,20,1300,6000,1200,1300
12,20,1300,6000,1200,1300
1,21,7400,25000,7400,5000
2,21,5000,25000,5000,5000
3,21,7400,25000,7400,5000
4,21,7400,25000,7400,5000
5,21,7400,25000,7400,5000
6,21,7400,25000,7400,5000
7,21,7400,25000,7400,5000
8,21,7400,25000,7400,5000
9,21,7400,25000,7400,5000
10,21,7400,25000,7400,5000
11,21,7400,25000,7400,5000
12,21,7400,25000,7400,5000
1,22,130,650,130,130
2,22,130,650,130,130
3,22,130,650,130,130
4,22,130,650,130,130
5,22,130,650,130,130
6,22,130,650,130,130
7,22,130,650,130,130
8,22,130,650,130,130
9,22,130,650,130,130
10,22,130,650,130,130
11,22,130,650,130,130
12,22,130,650,130,130
1,23,5011,25000,5000,5000
2,23,5000,25000,5000,5000
3,23,5000,25000,5000,5000
4,23,5000,25000,5000,5000
5,23,5000,25000,5000,5000
6,23,5000,25000,5000,5000
7,23,5000,25000,5000,5000
8,23,5000,25000,5000,5000
9,23,5000,25000,5000,5000
10,23,5011,25000,5000,5000
11,23,5000,25000,5000,5000
12,23,5011,25000,5000,5000
1,24,700,3500,700,700
2,24,700,3500,700,700
3,24,700,3500,700,700
4,24,700,3500,700,700
5,24,700,3500,700,700
6,24,700,3500,700,700
7,24,700,3500,700,700
8,24,700,3500,700,700
9,24,700,3500,700,700
10,24,700,3500,700,700
11,24,700,3500,700,700
12,24,700,3500,700,700
1,25,2400,12000,2400,2500
2,25,2400,12000,2400,2500
3,25,2400,12000,2400,2500
4,25,3300,12000,3500,2500
5,25,2400,12000,3500,2500
6,25,2400,12000,3500,2500
7,25,3500,12000,3500,2500
8,25,3500,12000,3300,2500
9,25,4800,12000,4600,2500
10,25,4800,12000,4800,2500
11,25,4800,12000,4800,2500
12,25,2400,12000,3500,2500
1,26,3600,18000,3600,3600
2,26,3600,18000,3600,3600
3,26,3600,18000,3600,3600
4,26,5800,18000,5800,3600
5,26,5800,18000,5800,3600
6,26,5800,18000,6000,3600
7,26,3600,18000,5800,3600
8,26,5800,18000,5800,3600
9,26,3600,18000,3600,3600
10,26,5800,18000,6000,3600
11,26,3600,18000,3600,3600
12,26,5800,18000,5800,3600
1,27,1700,8500,1700,1700
2,27,1700,8500,1700,1700
3,27,1700,8500,1700,1700
4,27,1700,8500,1700,1700
5,27,2400,8500,2400,1700
6,27,1700,8500,1700,1700
7,27,2400,8500,2400,1700
8,27,2400,8500,2400,1700
9,27,1700,8500,1700,1700
10,27,1700,8500,1700,1700
11,27,1700,8500,1700,1700
12,27,2400,8500,2400,1700
1,28,3500,17500,3500,3500
2,28,3515,17500,3515,3500
3,28,3500,17500,3500,3500
4,28,3500,17500,3500,3500
5,28,3500,17500,3500,3500
6,28,3500,17500,3500,3500
7,28,3500,17500,3500,3500
8,28,3500,17500,3500,3500
9,28,3500,17500,3500,3500
10,28,3500,17500,3500,3500
11,28,3515,17500,3500,3500
12,28,3500,17500,3500,3500
1,29,8400,30000,6000,6000
2,29,9605,30000,6000,6000
3,29,8400,30000,6000,6000
4,29,8400,30000,6000,6000
5,29,9605,30000,6000,6000
6,29,9605,30000,6000,6000
7,29,8400,30000,6000,6000
8,29,8400,30000,6000,6000
9,29,7205,30000,8400,6000
10,29,9605,30000,6000,6000
11,29,8400,30000,8400,6000
12,29,8400,30000,6000,6000
1,30,2100,10500,2100,2100
2,30,2100,10500,2100,2100
3,30,2100,10500,2100,2100
4,30,2100,10500,2100,2100
5,30,2100,10500,2100,2100
6,30,2100,10500,2100,2100
7,30,2100,10500,2100,2100
8,30,2100,10500,2100,2100
9,30,3200,10500,3200,2100
10,30,2100,10500,2100,2100
11,30,2100,10500,3200,2100
12,30,2100,10500,2100,2100
1,31,2100,10500,2100,2100
2,31,2100,10500,2100,2100
3,31,2100,10500,2100,2100
4,31,2100,10500,2100,2100
5,31,2100,10500,2100,2100
6,31,2100,10500,2100,2100
7,31,2100,10500,2100,2100
8,31,2100,10500,2100,2100
9,31,2100,10500,2100,2100
10,31,2100,10500,2100,2100
11,31,2100,10500,2100,2100
12,31,2100,10500,2100,2100
1,32,1700,8500,1700,1800
2,32,1700,8500,1700,1800
3,32,1700,8500,1700,1800
4,32,1700,8500,1700,1800
5,32,2300,8500,2300,1800
6,32,2300,8500,2300,1800
7,32,2300,8500,2300,1800
8,32,3500,8500,2300,1800
9,32,1840,8500,1840,1800
10,32,1700,8500,1700,1800
11,32,1700,8500,1700,1800
12,32,1700,8500,1700,1800
1,33,6000,25000,6000,5000
2,33,5000,25000,5000,5000
3,33,6000,25000,6000,5000
4,33,6000,25000,6000,5000
5,33,6000,25000,5000,5000
6,33,6000,25000,5000,5000
7,33,6000,25000,5000,5000
8,33,6000,25000,6000,5000
9,33,6000,25000,6000,5000
10,33,6000,25000,5000,5000
11,33,6000,25000,6000,5000
12,33,6000,25000,6000,5000
1,34,5000,25000,5000,5000
2,34,5050,25000,5050,5000
3,34,5000,25000,5000,5000
4,34,5000,25000,5000,5000
5,34,5050,25000,5050,5000
6,34,5050,25000,5050,5000
7,34,5000,25000,5000,5000
8,34,5000,25000,5000,5000
9,34,5000,25000,5000,5000
10,34,5000,25000,5000,5000
11,34,5000,25000,5000,5000
12,34,5000,25000,5000,5000
1,35,2500,12000,2500,2500
2,35,2500,12000,2500,2500
3,35,2500,12000,2500,2500
4,35,2500,12000,2500,2500
5,35,2500,12000,2500,2500
6,35,4800,12000,4800,2500
7,35,4800,12000,4800,2500
8,35,4800,12000,4800,2500
9,35,2500,12000,2500,2500
10,35,2500,12000,2500,2500
11,35,2500,12000,2500,2500
12,35,4800,12000,4800,2500
1,36,3600,18000,3605,3600
2,36,3650,18000,3650,3600
3,36,3600,18000,3600,3600
4,36,3650,18000,3650,3600
5,36,3650,18000,3650,3600
6,36,3650,18000,3650,3600
7,36,3600,18000,3600,3600
8,36,3650,18000,3650,3600
9,36,3600,18000,3600,3600
10,36,3600,18000,3600,3600
11,36,3600,18000,3600,3600
12,36,3600,18000,3600,3600
1,37,5000,25000,5000,5000
2,37,5000,25000,5000,5000
3,37,5000,25000,5000,5000
4,37,5000,25000,5000,5000
5,37,5000,25000,5000,5000
6,37,5000,25000,5000,5000
7,37,5000,25000,5000,5000
8,37,5000,25000,5000,5000
9,37,5000,25000,5000,5000
10,37,5000,25000,5000,5000
11,37,5000,25000,5000,5000
12,37,5000,25000,5000,5000
1,38,1200,6000,1200,1200
2,38,1200,6000,1200,1200
3,38,1200,6000,1200,1200
4,38,1200,6000,1200,1200
5,38,1200,6000,1200,1200
6,38,1200,6000,1200,1200
7,38,1200,6000,1200,1200
8,38,1262,6000,1262,1200
9,38,1200,6000,1200,1200
10,38,1200,6000,1200,1200
11,38,1200,6000,1200,1200
12,38,1200,6000,1200,1200
1,39,2400,12000,2400,2400
2,39,2400,12000,2400,2400
3,39,2400,12000,2400,2400
4,39,2400,12000,2400,2400
5,39,2400,12000,2400,2400
6,39,2400,12000,2400,2400
7,39,2400,12000,2400,2400
8,39,2400,12000,2400,2400
9,39,2400,12000,2400,2400
10,39,2400,12000,2400,2400
11,39,2400,12000,2400,2400
12,39,2520,12000,2520,2400
1,40,2000,10000,2000,2000
2,40,2000,10000,2000,2000
3,40,2000,10000,2000,2000
4,40,2000,10000,2000,2000
5,40,2000,10000,2000,2000
6,40,2000,10000,2000,2000
7,40,2000,10000,2000,2000
8,40,2000,10000,2000,2000
9,40,2000,10000,2000,2000
10,40,2000,10000,2000,2000
11,40,2000,10000,2000,2000
12,40,2000,10000,2000,2000
1,41,6650,30000,6650,6000
2,41,6650,30000,6650,6000
3,41,6650,30000,6650,6000
4,41,6650,30000,6650,6000
5,41,6650,30000,6650,6000
6,41,10250,30000,10250,6000
7,41,6650,30000,6650,6000
8,41,10250,30000,10250,6000
9,41,6650,30000,6650,6000
10,41,10250,30000,10250,6000
11,41,6000,30000,6000,6000
12,41,6650,30000,6650,6000
1,42,2300,11500,2300,2300
2,42,2300,11500,2300,2300
3,42,2300,11500,2300,2300
4,42,2300,11500,2300,2300
5,42,2300,11500,2300,2300
6,42,2400,11500,2400,2300
7,42,2300,11500,2300,2300
8,42,2300,11500,2300,2300
9,42,2300,11500,2300,2300
10,42,2400,11500,2400,2300
11,42,2300,11500,2300,2300
12,42,2300,11500,2300,2300
1,43,2400,12000,2400,2400
2,43,2400,12000,2400,2400
3,43,2400,12000,2400,2400
4,43,2400,12000,2400,2400
5,43,2400,12000,2400,2400
6,43,2420,12000,2420,2400
7,43,2400,12000,2400,2400
8,43,2400,12000,2400,2400
9,43,2420,12000,2420,2400
10,43,2400,12000,2400,2400
11,43,2400,12000,2400,2400
12,43,2400,12000,2400,2400
1,44,1200,6000,1200,1200
2,44,1200,6000,1200,1200
3,44,1200,6000,1200,1200
4,44,1200,6000,1200,1200
5,44,1200,6000,1200,1200
6,44,1200,6000,1200,1200
7,44,1200,6000,1200,1200
8,44,1200,6000,1200,1200
9,44,1200,6000,1200,1200
10,44,1200,6000,1200,1200
11,44,1200,6000,1200,1200
12,44,1200,6000,1200,1200
1,45,3200,8500,3200,1700
2,45,3200,8500,3200,1700
3,45,3200,8500,3200,1700
4,45,3200,8500,3200,1700
5,45,3200,8500,3200,1700
6,45,1700,8500,1700,1700
7,45,1700,8500,1700,1700
8,45,1700,8500,1700,1700
9,45,1700,8500,1700,1700
10,45,3200,8500,3200,1700
11,45,1700,8500,1700,1700
12,45,3200,8500,3200,1700
1,46,6500,25000,6500,5000
2,46,7000,25000,7700,5000
3,46,8500,25000,8500,5000
4,46,8500,25000,8500,5000
5,46,8500,25000,8500,5000
6,46,8500,25000,8500,5000
7,46,7000,25000,6500,5000
8,46,8500,25000,8500,5000
9,46,8500,25000,8500,5000
10,46,8500,25000,8500,5000
11,46,5000,25000,7700,5000
12,46,8500,25000,8500,5000
1,47,2100,10500,2130,2100
2,47,2100,10500,2100,2100
3,47,2100,10500,2100,2100
4,47,2100,10500,2100,2100
5,47,2130,10500,2130,2100
6,47,2130,10500,2130,2100
7,47,2100,10500,2100,2100
8,47,2100,10500,2100,2100
9,47,2130,10500,2130,2100
10,47,2130,10500,2130,2100
11,47,2100,10500,2100,2100
12,47,2100,10500,2100,2100
1,48,6000,30000,6000,6000
2,48,6000,30000,6000,6000
3,48,6000,30000,6000,6000
4,48,6000,30000,6000,6000
5,48,6000,30000,6000,6000
6,48,6000,30000,6000,6000
7,48,6000,30000,6000,6000
8,48,6900,30000,6900,6000
9,48,6000,30000,6000,6000
10,48,6000,30000,6000,6000
11,48,6000,30000,6000,6000
12,48,6000,30000,6000,6000
1,49,2400,12000,2400,2400
2,49,2400,12000,2400,2400
3,49,2400,12000,2400,2400
4,49,2400,12000,2400,2400
5,49,2400,12000,2400,2400
6,49,2400,12000,2400,2400
7,49,2400,12000,2400,2400
8,49,2400,12000,2400,2400
9,49,2400,12000,2400,2400
10,49,2400,12000,2400,2400
11,49,2400,12000,2400,2400
12,49,2400,12000,2400,2400
1,50,2000,10000,2000,2000
2,50,2000,10000,2000,2000
3,50,2000,10000,2000,2000
4,50,2000,10000,2000,2000
5,50,2000,10000,2000,2000
6,50,2000,10000,2000,2000
7,50,2000,10000,2000,2000
8,50,2000,10000,2000,2000
9,50,2000,10000,2000,2000
10,50,2000,10000,2000,2000
11,50,2000,10000,2000,2000
12,50,2000,10000,2000,2000
1,51,4000,20000,4000,4000
2,51,4000,20000,4000,4000
3,51,4000,20000,4000,4000
4,51,4000,20000,4000,4000
5,51,4000,20000,4000,4000
6,51,4000,20000,4000,4000
7,51,4000,20000,4000,4000
8,51,6200,20000,6200,4000
9,51,4000,20000,4000,4000
10,51,4000,20000,4000,4000
11,51,4000,20000,4000,4000
12,51,4000,20000,4000,4000
1,52,1000,5000,1000,1000
2,52,1000,5000,1000,1000
3,52,1000,5000,1000,1000
4,52,1000,5000,1000,1000
5,52,1000,5000,1000,1000
6,52,1000,5000,1000,1000
7,52,1000,5000,1000,1000
8,52,1000,5000,1000,1000
9,52,1000,5000,1000,1000
10,52,1000,5000,1000,1000
11,52,1000,5000,1000,1000
12,52,1000,5000,1000,1000
1,53,2450,12000,2450,3600
2,53,3400,12000,3400,3600
3,53,3600,12000,3600,3600
4,53,3600,12000,3600,3600
5,53,5800,12000,5800,3600
6,53,5800,12000,5800,3600
7,53,5800,12000,5800,3600
8,53,5800,12000,5800,3600
9,53,3600,12000,3600,3600
10,53,4650,12000,4650,3600
11,53,2450,12000,2450,3600
12,53,4600,12000,4600,3600
1,54,9500,30000,6000,6000
2,54,9500,30000,6000,6000
3,54,9500,30000,6000,6000
4,54,9500,30000,6000,6000
5,54,6000,30000,9500,6000
6,54,6000,30000,9500,6000
7,54,6000,30000,9500,6000
8,54,6000,30000,9500,6000
9,54,9500,30000,6000,6000
10,54,9500,30000,6000,6000
11,54,6000,30000,6000,6000
12,54,9500,30000,6000,6000
1,55,3650,12000,3675,2400
2,55,2400,12000,2400,2400
3,55,3650,12000,3650,2400
4,55,3675,12000,3675,2400
5,55,3675,12000,3675,2400
6,55,3675,12000,3675,2400
7,55,3675,12000,3675,2400
8,55,3675,12000,3675,2400
9,55,3675,12000,3675,2400
10,55,3675,12000,3675,2400
11,55,3600,12000,3600,2400
12,55,3650,12000,3650,2400
1,56,60,300,60,60
2,56,60,300,60,60
3,56,60,300,60,60
4,56,60,300,60,60
5,56,60,300,60,60
6,56,60,300,60,60
7,56,60,300,60,60
8,56,60,300,60,60
9,56,60,300,60,60
10,56,60,300,60,60
11,56,60,300,60,60
12,56,60,300,60,60
1,57,2400,12000,2400,2400
2,57,2400,12000,2400,2400
3,57,2400,12000,2400,2400
4,57,4800,12000,2400,2400
5,57,2400,12000,4800,2400
6,57,2400,12000,4800,2400
7,57,2400,12000,4800,2400
8,57,2400,12000,4800,2400
9,57,4800,12000,2400,2400
10,57,4800,12000,2400,2400
11,57,2400,12000,2400,2400
12,57,2400,12000,4800,2400
1,58,4500,12000,2400,2400
2,58,4500,12000,2400,2400
3,58,2400,12000,2400,2400
4,58,2400,12000,2400,2400
5,58,2400,12000,2400,2400
6,58,2400,12000,2400,2400
7,58,2400,12000,2400,2400
8,58,2400,12000,2400,2400
9,58,2400,12000,2400,2400
10,58,3600,12000,2400,2400
11,58,2400,12000,2400,2400
12,58,2400,12000,2400,2400
1,59,2400,12000,2400,2400
2,59,2400,12000,2400,2400
3,59,2400,12000,2400,2400
4,59,2400,12000,2400,2400
5,59,2400,12000,2400,2400
6,59,2400,12000,2400,2400
7,59,2400,12000,2400,2400
8,59,2800,12000,2800,2400
9,59,2400,12000,2400,2400
10,59,2800,12000,2800,2400
11,59,2400,12000,2400,2400
12,59,2400,12000,2400,2400
1,60,6700,25000,6700,5000
2,60,5000,25000,5000,5000
3,60,6700,25000,6705,5000
4,60,6700,25000,6700,5000
5,60,6705,25000,6705,5000
6,60,6705,25000,6705,5000
7,60,6700,25000,6700,5000
8,60,7900,25000,7900,5000
9,60,7900,25000,7900,5000
10,60,6705,25000,6705,5000
11,60,6700,25000,6700,5000
12,60,6700,25000,6705,5000
1,61,2400,12000,2400,2400
2,61,2400,12000,2400,2400
3,61,2400,12000,2400,2400
4,61,2400,12000,2400,2400
5,61,2400,12000,2400,2400
6,61,2400,12000,2400,2400
7,61,2400,12000,2400,2400
8,61,2400,12000,2400,2400
9,61,2400,12000,2400,2400
10,61,2435,12000,2435,2400
11,61,2400,12000,2530,2400
12,61,2435,12000,2435,2400
1,62,4300,12000,2520,2520
2,62,2520,12000,2520,2520
3,62,4300,12000,4300,2520
4,62,4300,12000,2520,2520
5,62,4300,12000,4300,2520
6,62,4300,12000,4300,2520
7,62,4300,12000,4400,2520
8,62,5900,12000,6700,2520
9,62,5900,12000,6700,2520
10,62,4300,12000,4300,2520
11,62,4300,12000,2520,2520
12,62,4300,12000,2520,2520
1,63,1200,6000,1200,1200
2,63,1200,6000,1200,1200
3,63,1200,6000,1200,1200
4,63,1200,6000,1200,1200
5,63,1200,6000,1200,1200
6,63,1950,6000,1950,1200
7,63,1200,6000,1200,1200
8,63,1950,6000,1950,1200
9,63,1200,6000,1200,1200
10,63,1250,6000,1950,1200
11,63,1200,6000,1200,1200
12,63,1200,6000,1200,1200
1,64,500,2500,500,500
2,64,500,2500,500,500
3,64,500,2500,500,500
4,64,500,2500,500,500
5,64,500,2500,500,500
6,64,500,2500,500,500
7,64,500,2500,500,500
8,64,500,2500,500,500
9,64,500,2500,500,500
10,64,500,2500,500,500
11,64,500,2500,500,500
12,64,500,2500,500,500
1,65,4800,17500,3500,3500
2,65,4400,17500,4400,3500
3,65,4800,17500,3500,3500
4,65,4800,17500,3500,3500
5,65,6800,17500,4400,3500
6,65,5900,17500,4800,3500
7,65,4400,17500,4400,3500
8,65,5900,17500,3500,3500
9,65,5900,17500,4800,3500
10,65,7900,17500,6800,3500
11,65,4400,17500,4400,3500
12,65,4800,17500,3500,3500
1,66,2300,11500,2300,2300
2,66,2300,11500,2300,2300
3,66,2300,11500,2300,2300
4,66,2800,11500,2800,2300
5,66,2800,11500,2800,2300
6,66,2300,11500,2300,2300
7,66,2300,11500,2800,2300
8,66,2300,11500,2300,2300
9,66,2300,11500,2300,2300
10,66,2800,11500,2800,2300
11,66,2300,11500,2300,2300
12,66,2300,11500,2300,2300
1,67,4400,12000,4400,4200
2,67,4400,12000,4400,4200
3,67,4400,12000,4400,4200
4,67,4400,12000,4400,4200
5,67,4400,12000,4400,4200
6,67,4400,12000,4400,4200
7,67,4400,12000,4400,4200
8,67,4400,12000,4400,4200
9,67,4400,12000,4400,4200
10,67,4400,12000,4400,4200
11,67,4400,12000,4400,4200
12,67,4400,12000,6600,4200
1,68,2400,12000,2400,2400
2,68,2400,12000,2400,2400
3,68,2400,12000,2400,2400
4,68,2400,12000,2400,2400
5,68,4400,12000,4400,2400
6,68,4400,12000,4400,2400
7,68,4400,12000,4400,2400
8,68,4400,12000,4400,2400
9,68,4400,12000,4400,2400
10,68,4800,12000,4800,2400
11,68,4800,12000,4800,2400
12,68,2400,12000,2400,2400
1,69,120,600,120,120
2,69,120,600,120,120
3,69,120,600,120,120
4,69,120,600,120,120
5,69,120,600,120,120
6,69,120,600,120,120
7,69,120,600,120,120
8,69,120,600,120,120
9,69,120,600,120,120
10,69,120,600,120,120
11,69,120,600,120,120
12,69,120,600,120,120
1,70,1200,6000,1200,1400
2,70,1200,6000,1200,1400
3,70,2100,6000,2100,1400
4,70,2100,6000,2100,1400
5,70,1200,6000,2100,1400
6,70,2100,6000,1268,1400
7,70,2100,6000,2100,1400
8,70,1268,6000,1268,1400
9,70,1200,6000,1200,1400
10,70,2100,6000,1268,1400
11,70,1200,6000,1200,1400
12,70,1200,6000,1200,1400
1,71,2000,10000,2000,2000
2,71,2000,10000,2000,2000
3,71,2000,10000,2000,2000
4,71,2000,10000,2000,2000
5,71,2000,10000,2000,2000
6,71,2000,10000,2000,2000
7,71,2000,10000,2000,2000
8,71,2000,10000,2000,2000
9,71,2000,10000,2000,2000
10,71,2000,10000,2000,2000
11,71,2000,10000,2000,2000
12,71,2000,10000,2000,2000
1,72,1200,6000,1200,1200
2,72,1200,6000,1200,1200
3,72,1200,6000,1200,1200
4,72,1200,6000,1200,1200
5,72,1200,6000,1200,1200
6,72,1200,6000,1200,1200
7,72,1200,6000,1200,1200
8,72,1200,6000,1200,1200
9,72,1200,6000,1200,1200
10,72,1200,6000,1200,1200
11,72,1200,6000,1200,1200
12,72,1200,6000,1200,1200
1,73,2000,10000,2000,3200
2,73,2000,10000,2000,3200
3,73,2000,10000,3200,3200
4,73,2000,10000,2000,3200
5,73,2000,10000,3200,3200
6,73,3200,10000,3200,3200
7,73,2000,10000,3200,3200
8,73,3200,10000,3200,3200
9,73,3200,10000,3200,3200
10,73,3200,10000,3200,3200
11,73,2000,10000,2000,3200
12,73,3100,10000,3100,3200
1,74,3350,11500,3350,3500
2,74,2300,11500,2300,3500
3,74,3350,11500,3350,3500
4,74,2700,11500,2700,3500
5,74,3350,11500,3350,3500
6,74,2700,11500,2700,3500
7,74,2700,11500,2700,3500
8,74,3500,11500,2300,3500
9,74,2300,11500,2300,3500
